int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Nagasaki,170,91,2005,2005,2012,2013,10746649946,10009475333,497,1637,1145,2828,1123,86026
Kobe,2899,876,2006,2007,2008,2008,107122692030,119698394159,940,1945,1756,1734,14424,1112014
Hakodate,104,92,2007,2007,2008,2010,4198286635,6002055731,1133,2293,2292,2539,669,51027
Hachinohe Ko,179,128,2009,2009,2009,2009,16315891973,22929900223,1486,2134,3739,3460,1527,113032
Sakaide,202,154,2006,2007,2011,2011,19092785145,30408982322,1485,2520,3784,3715,1572,115227
Yokohama,3194,1219,2008,2007,2007,2008,337237156586,323562227021,1277,2735,2919,2853,33801,2564357
Mizushima,1352,707,2007,2008,2009,2010,139554018381,249806308794,944,2384,4035,4176,9411,719265
Kinuura,344,187,2007,2008,2011,2011,36935709229,61173158489,2575,3113,3796,3779,2688,207820
Kanda,472,361,2006,2006,2008,2009,30218013509,19429973583,1021,1916,2947,2718,2240,173058
Higashi-Harima,336,245,2008,2009,2010,2011,55214626320,84589426865,2934,2928,3730,3957,3201,247673
Hirahata,87,69,2006,2007,2010,2010,8462050576,15499733340,1285,2076,3752,3789,574,44341
Moji,1321,413,2002,2002,2002,2003,7902903145,9384237242,536,833,679,712,1791,137288
Amagasaki,16,14,1996,1996,1997,1998,23442014,32333386,886,749,791,920,11,822
Yawata/Kitakyushu,58,42,2001,2000,2006,2005,418134348,454848216,718,866,1713,1538,100,7661
Funabashi,333,243,2003,2003,2005,2006,3415146785,3818749229,1167,1444,2170,1932,547,41768
Kawasaki,1372,763,2007,2006,2008,2009,167639254488,157960933106,1338,2814,4259,3794,16793,1138700
Tobata,437,342,2006,2006,2010,2010,37349385178,70553226051,1028,1887,3041,3083,2214,171023
Nishihara,20,14,2003,2002,2004,2007,1733062975,1545750459,1229,2137,2544,2508,195,13489
Kominato,3,3,2003,2003,1995,1995,138890508,254330038,1469,1375,1445,1453,11,852
Fukuyama,889,525,2007,2007,2010,2010,69571244410,129857985490,1386,2241,3115,3176,4527,349738
Asahimachi,44,41,2007,2008,2012,2012,1464682542,2321276675,1622,4878,2779,2907,313,23816
Kikuma,164,90,2008,2008,2008,2008,8427253989,15433325406,689,1381,2452,2528,811,62604
Ichihara,722,462,2008,2008,2008,2009,168122890828,244256647537,2831,3349,4143,4316,13044,919893
Naha,305,105,2006,2006,2006,2006,13429329630,5896520613,591,2329,813,1028,2348,179432
Kokura,189,154,2006,2007,2008,2009,19772160238,25501402969,1062,1959,3047,3080,1528,106001
Nagoya,2939,1081,2006,2007,2007,2009,221258627402,242634828505,1149,2415,2700,2675,20845,1533755
Izumi,428,353,2005,2005,2009,2009,16104298880,20791300743,380,970,1246,1202,1438,110894
Osaka,1192,357,2004,2005,2006,2008,15902873249,19528399290,759,1399,1010,1270,3013,231566
Saiki Ko,94,70,2003,2005,2008,2008,2923023968,4795648991,707,1887,2662,2848,334,25748
Kiire,116,93,2006,2006,2009,2009,22045856346,38776362893,1473,2723,2870,3290,1499,115301
Tonda,908,317,2005,2008,2009,2009,24916948142,41331341693,693,1777,2153,2248,2956,227791
Anegasaki,561,351,2006,2007,2011,2011,27015817520,44500031984,1217,2224,3328,3322,2948,227072
Yatsushiro Ko,95,53,2004,2007,2012,2011,3255389860,3475463647,325,1193,1216,1947,298,23027
Tagonoura,66,52,2005,2005,2011,2011,2162565327,3793003093,1027,1890,3498,3589,214,16427
Ishinomaki,128,94,2004,2005,2009,2010,6031862554,8929340553,1296,1974,3224,3263,500,38540
Chiba,508,352,2007,2007,2010,2010,42653645970,65848555935,1538,2683,3424,3412,3387,261525
Tsuneishi,64,60,2010,2011,2012,2012,5636876437,9391956051,2051,3099,3227,3369,435,33522
Shiogama,68,49,1997,1999,1997,1997,338216174,414829101,1386,1939,1840,1785,193,14629
Osaki,112,99,2008,2008,2013,2013,4880523450,5778453182,345,1073,952,1078,513,38218
Hiroshima,407,167,2004,2005,2007,2006,18859722481,8396158909,614,1718,2401,1930,1728,123936
Hakatashima,46,43,2007,2007,2008,2008,936756024,1615734544,1043,1560,1828,1924,139,10599
Sakaisenboku,727,475,2008,2007,2009,2009,123527556401,147606897353,1275,2333,3873,3927,10267,707818
Shiriyamazaki,29,29,2006,2006,2013,2012,3474471460,4400571219,1990,3267,4714,4209,346,25471
Akitafunagawa,27,21,1998,2000,2006,2006,182775582,280556488,450,703,917,951,38,2939
Onahama Ko,248,163,2010,2010,2012,2012,19312879604,33694803036,1988,2890,3221,3264,1726,133188
Kitakyushu,312,141,2003,2002,2008,2006,7928607035,6132874539,301,1158,1316,1394,1016,73142
Yokkaichi,741,403,2006,2008,2006,2008,115230325270,163103436390,1182,2476,4192,4329,9411,662609
Sendai,385,198,2007,2006,2008,2009,54115225313,86405517932,1431,2653,4453,4702,4805,360556
Tokyo,840,271,2009,2007,2009,2009,109348467520,117888040776,1254,2328,3013,3012,12525,967445
Taniyama,61,48,2004,2005,2007,2008,4135146363,5080708148,1462,3218,2684,2795,464,35714
Amagasakinishinomiya,335,167,2003,2003,2005,2006,10220500565,11652269305,892,1130,939,951,1368,105553
Niihama,273,167,2009,2009,2010,2010,11002817334,18988615452,1412,2273,2980,3061,1277,98451
Mikawa,262,122,2003,2005,2003,2004,64792289362,23580294667,4668,3056,6026,5238,4102,317150
