int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chemical tanker,5077,937,2007,2008,2010,2010,85411693326,136783911137,777,2003,2415,2457,17065,1313477
Oil tanker,2063,913,2009,2008,2009,2009,649776309085,1224211654311,1484,2855,5083,5156,47198,3654481
Liquefied gas tanker,2890,654,2006,2008,2007,2007,717986036203,563253948766,2307,3870,4407,4481,83164,5312616
Bulk carrier,7862,2843,2009,2010,2010,2010,1088464754767,1958170701854,2795,3190,3717,3742,75583,5849515
General cargo,9398,1697,2003,2005,2008,2008,100633860741,145489305916,840,1513,1976,2008,17287,1323378
Container,12362,1117,2006,2008,2008,2008,563028373188,635307988953,823,2036,2169,2084,74813,5780625
Ferry-RoPax,994,94,2000,2004,1997,1999,3840818913,954094407,124,1418,307,258,1602,121795
Miscellaneous - fishing,981,243,1989,1996,1997,1999,1729872768,1370066636,132,5572,2442,2817,1540,115743
Refrigerated bulk,674,146,1996,1995,1996,1996,9951054236,10779447821,1968,2158,2162,2168,5027,383302
Vehicle,2687,576,2005,2007,2007,2006,435830431351,144014215610,1919,3073,3329,3265,26090,2018866
Ro-Ro,581,70,1999,2005,2002,2002,4395576708,1836986535,497,762,633,638,1234,95073
Service - other,238,151,1998,2000,1999,1998,3226352901,2177314354,927,6105,3882,3662,1842,138603
Service - tug,327,112,2002,2002,2002,2002,204244585,175314517,757,1924,1131,1124,421,31627
Cruise,795,46,2004,2000,2007,2005,54082222645,5000666818,551,916,703,717,9177,710683
Ferry-pax only,337,18,1995,1998,2000,1999,93777315,24402421,463,2753,835,831,227,17034
Other liquids tankers,25,3,2003,2003,2002,2003,117079078,136178296,1057,1583,1384,1383,71,5484
Offshore,39,25,2005,2005,2018,2018,5770260232,5044867539,616,4588,5876,6156,708,50020
