int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Izumi,371,321,2005,2005,2008,2008,26254888869,41122511493,652,1678,2362,2652,2158,165815
Yokohama,3750,1161,2006,2006,2007,2008,393146215961,409790515744,1315,3141,3229,3199,44146,3354218
Kawasaki,1225,674,2007,2007,2008,2009,208968692158,265908648048,1320,3077,4552,4571,20824,1426214
Aomori Ko,89,79,2003,2003,2012,2012,7159300450,8186552300,772,2333,5411,6196,846,65371
Sakaide,163,118,2004,2006,2010,2011,10892713231,18621164967,927,1973,3126,3275,1298,96970
Tobata,409,334,2005,2006,2011,2011,12911886775,23057311986,675,1255,2066,2122,1189,91637
Kisazaru,510,384,2007,2008,2009,2010,147307660332,178089119064,2880,3128,4585,4327,13173,875539
Hannan Ko,90,57,2009,2007,2012,2012,1366611449,2061431738,1644,1688,2167,2180,305,23443
Kochi Ko,97,83,2006,2007,2010,2010,1787533550,2457418992,813,1412,1175,1384,267,20540
Mizushima,1147,621,2007,2007,2009,2010,70952696558,109160216563,829,2053,3482,3479,6214,470277
Tagonoura,35,22,2010,2008,2008,2008,1226926597,2082804198,918,2642,3820,3945,138,10631
Kanda,324,242,2007,2007,2008,2009,28300145276,15141978736,727,2134,2965,2606,1839,142272
Higashi-Harima,328,220,2008,2008,2011,2011,44743345119,78393091556,2195,2713,3768,3877,3027,234182
Moji,1000,208,2000,2003,2004,2004,6702257253,4683633780,198,995,803,599,1236,94730
Shimonoseki,1308,398,1998,2002,2006,2007,6835048563,5839792648,139,971,611,900,1526,116797
Yawata/Kitakyushu,67,49,2001,2001,2003,2003,106869924,137466730,392,512,511,497,38,2891
Nishihara,17,16,2003,2003,2004,2007,1933364522,1514412827,2278,2924,3577,3856,198,13396
Kominato,3,3,2004,2004,1994,1994,381714265,725574279,2203,2450,4241,4336,23,1783
Anegasaki,441,309,2006,2006,2010,2010,21806489196,36527900303,1177,2252,3557,3631,2639,203756
Hososhima,169,140,2008,2008,2010,2010,13657082818,22767546164,1470,2296,3613,3999,1029,79568
Kikuma,159,90,2007,2007,2007,2007,14108561261,26129398209,662,1285,3947,4097,1200,92781
Ichihara,596,404,2008,2008,2008,2008,159960156969,230364127723,2954,3685,4595,5010,14149,992907
Kobe,2392,718,2006,2007,2007,2008,85823039144,91404202476,833,1950,1770,1783,10788,832676
Kiire,195,143,2009,2008,2010,2010,98795333392,184606842120,5088,3839,5248,5614,6681,515914
Kashima Ko,899,631,2009,2009,2011,2011,129778987095,239277453804,1764,3036,4274,4335,9262,716356
Kakogawa,98,80,2004,2003,2010,2010,840678131,1227416839,873,1067,1386,1420,145,11103
Shikama,69,63,2004,2003,2010,2011,310569678,462035270,803,846,1128,1120,73,5588
Nagoya,1943,914,2007,2007,2007,2007,157219301001,129153411032,1025,2345,3038,2673,16011,1144661
Osaka,1615,424,2005,2005,2006,2008,20702037977,23662477901,772,1032,968,1097,4131,318202
Naha,362,117,2006,2006,2006,2006,15108481517,6700533737,668,2572,855,1283,3211,245295
Omaezaki Ko,118,92,2006,2006,2007,2007,8690260966,7305341878,1004,1962,2647,2470,672,51928
Taniyama,85,71,2005,2006,2009,2011,11157355204,16216196755,2220,4338,4219,4547,1088,83572
Ikitsuki,158,114,2002,2004,2009,2010,5782083565,9205225323,727,1731,2510,3018,621,47979
Asahimachi,44,33,2007,2007,2011,2011,740712349,1210218950,816,1462,2382,2447,117,8987
Tonda,722,332,2006,2008,2010,2011,33028760457,56183186999,1146,2123,3153,3255,3691,284789
Fukuyama,761,400,2006,2005,2009,2009,43423823414,81997261439,808,1435,2786,2917,3065,236681
Iwaya,27,26,2008,2008,2011,2010,4194681456,8037373761,2266,2353,3356,3354,256,19822
Ishikawa,15,14,1999,1998,2004,2005,1212581580,2153532119,2115,3962,3927,3916,188,14315
Kushiro,136,113,2006,2006,2010,2011,5780693993,8500733129,1528,2725,3754,3928,683,52563
Yatsushiro Ko,77,34,2004,2007,2011,2009,3593036360,3445751158,494,2223,1156,3271,354,27386
Tomakomai Ko,504,301,2007,2006,2007,2007,46388612904,76544919216,1248,2329,4190,4396,3933,303871
Sendai,383,167,2006,2005,2008,2009,18669671635,21177049940,1077,2551,3434,3278,2643,190946
Ishinomaki,153,108,2005,2006,2010,2010,9472025030,13525311468,1595,2660,4123,4100,892,68855
Chiba,552,390,2006,2007,2009,2010,44256445712,66443481896,1353,2598,3426,3512,4378,338267
Hachinohe Ko,228,155,2008,2008,2008,2009,22068747356,32547913098,2487,2554,4230,4071,1973,149322
Tsuneishi,34,30,2007,2007,2011,2011,2348976608,2867662339,1010,2268,3160,3023,231,17812
