port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Izumi - Nagasaki,3,3,2010,2010,2006,2006,23823019,37923982,677,1617,589,567,6,473
Yokohama - Kobe,656,258,2008,2007,2005,2007,4411569139,3347347453,367,445,439,416,832,64019
Kawasaki - Yokkaichi,1008,218,2007,2006,2007,2007,495285710,759415401,212,242,235,232,509,38515
Yokkaichi - Iwaya,74,25,2004,2007,2005,2004,28866043,53879486,228,251,232,234,29,2166
Iwaya - Matsusaka,1,1,2004,2004,2004,2004,666247,1115768,223,223,223,223,1,38
Matsusaka - Shimotsu,4,4,2006,2006,2001,2001,1623084,2653828,205,194,202,204,1,100
Shimotsu - Yoshiumi,3,2,2005,2005,2005,2005,1375073,2630052,288,302,298,300,2,147
Yoshiumi - Onoda,8,6,2007,2004,2009,2010,3221532,5373935,126,187,216,210,2,146
Onoda - Kanazawa,2,2,1998,1998,2000,2000,1752338,3087070,389,389,391,391,1,107
Kanazawa - Muroran,59,36,2007,2008,2007,2007,111762612,161060905,537,554,567,564,61,4665
Muroran - Akita-Funakawa Ko,114,59,2006,2006,2007,2006,86700331,125186007,216,287,254,258,55,4200
Akita-Funakawa Ko - Tomakomai Ko,489,86,2005,2006,2003,2003,1493688828,1503966584,229,278,315,456,447,34379
Tomakomai Ko - Ishikari,211,66,2011,2008,2012,2011,435956083,550731875,310,400,341,344,183,13873
Ishikari - Muroran,106,57,2004,2005,2006,2006,117315900,173062489,320,367,371,372,67,5105
Muroran - Tomakomai Ko,404,199,2007,2008,2008,2008,644822549,911578196,82,218,466,419,181,13783
Tomakomai Ko - Aomori Ko,349,139,2005,2006,2007,2006,225889894,261491784,144,182,191,188,163,12352
Aomori Ko - Ishikari,328,44,1998,2004,2001,2000,155015851,189070247,240,287,284,291,168,12688
Ishikari - Akitafunagawa,3,3,2011,2011,2007,2008,1172397,2419813,295,294,294,294,1,83
Akitafunagawa - Muroran,18,16,2006,2007,2007,2008,9113634,14428430,221,252,240,233,7,540
Muroran - Tobishima,122,34,2007,2007,2008,2008,166161225,231554758,252,284,274,274,72,5493
Muroran - Niigata Ko,173,61,2008,2008,2008,2008,185128149,269896462,310,376,359,358,112,8525
Muroran - Kawasaki,224,74,2005,2006,2004,2005,444061217,628613377,555,612,655,630,235,17865
Kawasaki - Kashima Ko,962,266,2008,2007,2007,2007,910838950,1528313003,159,211,289,302,474,35891
Kashima Ko - Tomakomai Ko,406,133,2008,2008,2009,2009,517155162,870495048,436,483,514,507,268,20356
Tomakomai Ko - Hakodate,496,114,2007,2007,2008,2007,245112595,332759242,98,123,132,129,231,17446
Hakodate - Niigata Ko,49,34,2006,2005,2003,2008,86266754,71153974,246,427,302,280,39,2936
Kashima Ko - Niigata Ko,60,40,2007,2007,2008,2008,119528469,178536515,629,826,888,832,62,4675
Niigata Ko - Tomakomai Ko,473,101,2006,2007,2004,2006,2065467389,1347977320,348,351,408,401,662,50899
Muroran - Soma,5,5,2010,2010,2009,2009,3725717,6515722,311,353,348,348,2,184
Soma - Kawasaki,25,10,1996,2005,1994,1994,22867742,35126716,265,271,274,273,11,808
Kawasaki - Shimotsu,194,82,2008,2007,2007,2007,212208171,346687646,331,347,348,349,157,11918
Shimotsu - Akadomari,2,2,2006,2006,2006,2006,4235392,7241728,889,889,879,880,2,187
Akadomari - Mizushima,2,2,2008,2008,2009,2008,4482376,7005267,668,668,670,669,2,170
Mizushima - Chiba,159,90,2009,2009,2010,2010,941086825,1693669596,464,523,602,603,143,10986
Chiba - Kashima Ko,564,177,2009,2008,2010,2010,390699269,647338963,171,221,223,220,237,17933
Chiba - Kawasaki,285,153,2007,2006,2010,2011,80473687,139886546,32,42,32,33,122,9237
Kawasaki - Tagonoura,132,47,2006,2007,2008,2008,79440580,118730234,132,241,221,217,54,4103
Tagonoura - Yokohama,178,59,2002,2007,1995,1996,105495107,166218379,125,128,141,141,58,4433
Yokohama - Sendai,819,127,2007,2006,2004,2007,1011504487,825524127,281,316,301,302,434,33124
Sendai - Muroran,575,108,2007,2008,2008,2008,597429809,913986123,313,356,371,370,408,30967
Muroran - Haramachi,3,3,2006,2006,2010,2009,18471771,33819733,334,457,338,341,2,176
Haramachi - Kawasaki,13,5,1995,2003,2005,2003,26632355,35115725,263,250,284,284,6,467
Kashima Ko - Aomori Ko,96,51,2005,2005,2005,2005,141865227,206516316,452,489,490,488,79,6003
Kashima Ko - Muroran,354,127,2008,2008,2010,2010,1748926884,3210669985,445,487,509,509,345,26325
Sendai - Kawasaki,565,156,2008,2007,2007,2007,2380400474,3005117775,290,325,373,414,565,43383
Muroran - Kushiro,278,109,2005,2005,2006,2006,232802850,342215978,225,334,302,300,149,11295
Kushiro - Tomakomai Ko,1027,207,2007,2007,2010,2009,1301983567,1373133720,192,246,216,220,555,42347
Muroran - Kashiwazaki,3,3,2001,2001,2004,2005,4626809,6337312,468,536,555,557,2,151
Kashiwazaki - Tomakomai Ko,3,3,2004,2004,2005,2005,4124518,7004863,623,588,566,579,3,211
Kushiro - Sendai,239,51,2009,2007,2010,2011,893888937,607371805,354,464,365,382,310,23883
Kawasaki - Yokohama,259,116,2005,2006,2003,2004,123887530,150326950,52,136,77,70,170,12826
Yokohama - Ishinomaki,89,67,2008,2007,2004,2007,115224894,105792231,283,309,323,311,48,3671
Ishinomaki - Aomori Ko,31,28,2000,1999,1998,1999,31976428,44929385,318,342,341,343,18,1334
Ishikari - Kashima Ko,37,26,2010,2009,2010,2009,83309851,117650769,614,662,648,650,40,3042
Akita-Funakawa Ko - Tobishima,55,28,2006,2006,2008,2008,24980163,36184453,60,132,86,85,18,1336
Niigata Ko - Shimotsu,7,7,2008,2008,2009,2009,15274296,24682857,793,790,796,795,9,700
Kawasaki - Onomichiitozaki,11,10,2008,2008,2003,2004,23571538,34230112,487,658,909,845,15,1144
Onomichiitozaki - Mizushima,29,24,2006,2007,2004,2006,3770996,7336643,127,149,119,130,10,735
Mizushima - Sakaisenboku,882,267,2008,2008,2010,2011,566411128,984850897,101,144,311,336,319,24151
Mizushima - Kanazawa,156,49,2007,2008,2008,2008,223387586,363446983,530,549,546,543,133,10096
Kanazawa - Naoetsu Ko,33,15,2001,2003,2005,2005,39742668,51402330,144,250,233,230,20,1541
Naoetsu Ko - Mizushima,15,10,2006,2006,2006,2006,38117912,53650277,688,693,728,726,18,1331
Mizushima - Kashima Ko,97,75,2009,2009,2010,2010,600388452,1011460356,534,633,666,659,123,9417
Chiba - Yokohama,233,132,2007,2007,2010,2010,387468657,407708701,36,92,159,136,141,10663
Yokkaichi - Shimotsu,162,75,2005,2006,2008,2008,253826905,406239232,204,293,541,550,111,8460
Shimotsu - Nagoya,155,74,2006,2007,2001,2002,99533929,162763457,204,230,290,285,69,5217
Nagoya - Yokohama,2919,800,2007,2007,2007,2007,16864111448,13462189434,216,248,251,244,2351,179678
Yokohama - Muroran,256,92,2007,2006,2007,2007,734344513,923496992,558,615,637,657,311,23642
Yokohama - Niigata Ko,9,9,2006,2006,2006,2007,24226828,34352853,784,890,851,861,15,1172
Ishikari - Sendai,16,15,2004,2004,2004,2004,34681067,49508054,534,663,622,621,18,1385
Kawasaki - Anegasaki,482,199,2005,2005,2004,2004,60481173,95002042,36,84,68,68,216,16231
Anegasaki - Tagonoura,81,31,2006,2007,2003,2003,19323866,33983449,137,145,143,144,24,1827
Kawasaki - Shimizu,360,142,2006,2007,2006,2006,159778955,238863557,126,154,140,143,130,9837
Shimizu - Sakaisenboku,56,44,2006,2006,2008,2008,48824243,78731158,282,288,287,287,30,2264
Sakaisenboku - Kawasaki,405,174,2008,2008,2011,2010,1249334199,1891599848,366,425,448,466,392,29862
Kashima Ko - Sendai,514,202,2008,2008,2007,2007,767169836,1359604158,168,211,267,271,224,17065
Muroran - Akadomari,17,17,2006,2006,2007,2006,18031802,27346266,337,360,362,361,11,830
Akadomari - Tomakomai Ko,35,20,2007,2007,2010,2009,56503444,78741634,364,428,470,456,29,2171
Muroran - Aomori Ko,199,86,2005,2006,2005,2005,161785689,188534312,137,178,193,214,104,7892
Aomori Ko - Sendai,96,62,2004,2005,2006,2007,189545764,228898601,319,348,382,387,75,5702
Kashima Ko - Yokohama,548,261,2008,2008,2008,2008,1047471901,1807036256,165,213,277,279,315,23966
Ishikari - Rumoi Ko,35,21,2007,2006,2006,2006,13424212,19803074,80,125,122,122,12,869
Rumoi Ko - Muroran,92,32,2005,2004,2005,2005,122169798,187830478,357,442,438,441,72,5427
Tobishima - Kashima Ko,12,11,2007,2007,2008,2008,22329737,32573301,565,573,570,572,11,848
Niigata Ko - Mizushima,55,35,2010,2009,2011,2011,101582354,176925056,688,758,808,802,55,4182
Mizushima - Toyamashin,80,44,2008,2008,2008,2008,132861291,217298989,641,693,691,697,79,6012
