Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,318,109,2224,3156,1997,2003,2007,2007,480,1392,1454,1457,78,158,262,262,32,44,57,58,519.1,39789,40553,3881109,11712122,16433817,12205,50650,65967
Container,280,24,1223,1572,2007,2008,2009,2009,401,452,427,427,30,37,44,44,18,20,20,21,322.6,24690,25164,1713121,6056444,6897508,6118,23096,27803
Bulk carrier,119,63,3652,5652,2004,2008,2010,2010,754,2373,2313,2336,169,251,331,332,30,49,29,29,440.0,33972,34624,2636128,6394505,9100009,22152,87748,109899
Oil tanker,114,11,338,511,2004,2000,2005,2004,473,501,525,528,61,194,121,124,40,38,59,59,241.4,18253,18603,958782,1025704,1015466,8410,27101,35586
Chemical tanker,86,11,230,362,2008,2009,2008,2008,450,688,515,522,56,75,110,111,38,96,81,81,166.3,12586,12828,511016,1575812,1975123,5942,20469,25903
Liquefied gas tanker,40,4,77,79,2009,2005,2009,2009,432,442,478,478,42,58,49,49,24,23,25,25,49.8,3798,3871,59793,173231,191302,1495,8184,10762
Refrigerated bulk,25,12,542,616,1998,1996,1999,1999,2308,1810,2026,2032,141,123,144,144,34,50,44,44,239.1,18259,18610,1828666,3995724,4500808,73147,155875,168298
Vehicle,25,2,115,38,2003,2003,2004,2003,252,318,311,323,32,36,41,43,16,13,13,13,18.1,1382,1408,38488,169690,196518,1540,5852,6298
Service - tug,11,4,8,6,2004,1998,2006,2006,711,807,750,748,191,269,243,241,88,187,92,88,10.1,757,772,156686,370514,496099,14244,36781,49660
Service - other,6,5,16,10,2007,2005,2001,2002,634,1328,1065,925,86,205,394,357,36,227,549,486,10.0,749,763,68319,140175,151047,11386,25337,28609
