Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,323,112,1606,2267,1997,2002,2006,2006,471,1028,1037,1032,63,128,213,210,45,64,76,78,377.7,28919,29474,2930562,8805826,12357317,9073,37159,48506
Container,281,24,972,1251,2007,2008,2008,2008,399,302,336,337,34,27,35,35,21,20,20,20,255.3,19507,19881,1494390,5027122,5718898,5318,18983,22669
Bulk carrier,119,63,2213,3433,2004,2008,2010,2010,493,1451,1395,1408,94,172,296,294,83,96,85,86,259.0,19963,20346,1675642,3886313,5343250,14081,52536,64923
Oil tanker,115,12,286,432,2004,1999,2005,2005,419,510,442,445,54,157,86,87,37,62,57,59,157.3,11907,12136,810274,859036,847049,7046,22789,29955
Chemical tanker,86,12,222,350,2008,2008,2007,2007,416,863,497,504,50,84,105,107,32,39,52,52,105.5,8007,8161,488732,1508955,1890359,5683,19591,24777
Liquefied gas tanker,40,4,70,72,2009,2005,2009,2009,419,415,436,436,36,41,45,45,28,31,32,31,38.7,2955,3012,54550,158040,174527,1364,7466,9819
Refrigerated bulk,26,12,137,152,1998,1996,1996,1996,224,714,494,484,18,56,167,167,18,22,23,24,66.0,5020,5116,449946,983154,1107430,17306,36878,39817
Vehicle,25,2,146,47,2003,2003,2005,2004,391,314,395,397,38,33,53,55,10,10,13,13,22.8,1743,1777,47420,209072,242127,1897,7210,7759
Service - tug,13,5,16,12,2005,2000,2006,2006,561,982,1344,1350,149,339,1042,1048,40,34,39,39,12.1,909,927,295859,699618,936751,22758,58766,79344
Service - other,9,7,65,28,2009,2008,2013,2013,836,1061,1608,1273,76,135,165,148,57,145,412,338,12.8,970,989,198347,406965,438530,22039,49040,55373
