int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Noumea,518,182,2005,2007,2005,2009,31488784952,18295922199,1018,3083,1375,1834,5406,417418
Baie De Prony,127,59,2008,2010,2011,2012,3989170631,5965173139,1095,1397,1615,1666,595,45918
Nepoui,23,11,2010,2012,2011,2011,2014906165,3424856852,4250,4570,4268,4275,234,18028
Prony,10,8,2014,2015,2014,2014,1603215013,2826336251,4201,4915,4738,4738,146,11299
Kone,65,39,2014,2013,2014,2014,6847635046,11205659623,3741,3825,3705,3780,742,57298
Nakety,25,16,2014,2013,2014,2014,3932485951,6819854980,4326,5033,4974,4959,339,26219
Baie De Kouaoua,10,10,2012,2012,2013,2013,2259741333,3984282209,4364,6859,7095,7087,171,13253
Baie Ugue,15,11,2013,2012,2012,2012,1614633016,2727673289,4046,4171,4112,4114,153,11841
Thio,2,1,2009,2009,2009,2009,91892332,153346238,2697,2697,2697,2697,10,771
Mont-Dore,1,1,2015,2015,2015,2015,167121265,293469578,4600,4600,4600,4600,14,1078
