port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Kone - Noumea,24,12,2006,2010,2013,2013,65525786,82098808,156,193,158,159,27,2098
Noumea - Baie De Prony,28,4,2010,2009,2009,2007,93242211,11210428,829,2715,4327,5126,94,7026
Baie De Prony - Nakety,1,1,2016,2016,2016,2016,17788970,31168498,558,558,558,558,2,140
Nepoui - Prony,4,4,2016,2016,2016,2016,20150024,35282411,133,136,136,136,5,426
Prony - Baie De Kouaoua,1,1,2016,2016,2016,2016,5331049,9339475,147,147,147,147,2,132
Baie De Prony - Kone,5,4,2015,2014,2015,2014,18416319,21820135,184,183,183,183,7,499
Baie De Prony - Nepoui,11,2,2005,2005,2005,2005,15159103,23429396,171,322,181,181,12,883
Kone - Baie De Kouaoua,1,1,2016,2016,2016,2016,368456860,646917541,10183,10183,10183,10183,29,2271
Prony - Kone,1,1,2016,2016,2016,2016,325950311,572286736,9008,9008,9008,9008,22,1670
Noumea - Thio,46,3,2015,2016,2015,2015,182558501,298814795,132,132,237,237,51,3844
Noumea - Baie De Kouaoua,32,4,2014,2014,2014,2014,145118570,238338591,160,162,270,270,38,2867
Noumea - Nepoui,81,6,2013,2013,2014,2014,283053361,465269906,119,267,247,247,77,5846
Noumea - Baie Ugue,2,1,2018,2018,2018,2018,12567479,20495764,375,375,375,375,4,311
Baie Ugue - Nakety,2,2,2014,2014,2015,2015,200201208,323621195,4630,4630,3555,3366,22,1701
Baie De Kouaoua - Baie Ugue,1,1,2015,2015,2015,2015,3151021,5087532,146,146,146,146,1,43
Noumea - Nakety,2,1,2012,2012,2012,2012,37200776,61101412,1113,1113,1113,1113,7,572
