int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Miscellaneous - fishing,14,12,2001,2002,2001,2002,70844390,56652498,10113,11351,14126,13082,111,8319
Cruise,186,29,1997,1998,2000,1999,15357755586,1435888981,967,1010,977,961,3259,252471
Container,242,51,2008,2008,2010,2010,6435359176,7896234307,828,1143,1369,1370,1196,92384
Bulk carrier,165,82,2013,2012,2014,2014,16909542221,29230304827,3957,3225,3510,3526,1439,111467
Refrigerated bulk,2,2,1998,1998,1999,1999,73216433,88129965,3864,3864,3864,3864,37,2803
General cargo,55,20,2006,2009,2009,2009,2168253032,3397715589,743,1919,2122,2474,262,20139
Chemical tanker,47,26,2011,2012,2012,2012,4644068796,7694472710,4157,3211,3768,3778,574,44296
Offshore,4,3,2002,2000,2006,2003,17520342,20582428,2244,2612,1988,2096,20,1532
Vehicle,21,13,2009,2010,2009,2009,5543811106,1839290076,4539,4424,4401,4408,316,24489
Service - tug,8,8,2004,2004,2011,2011,30445241,24759847,1414,3007,4383,4117,35,2637
Ferry-pax only,4,3,2014,2013,2016,2016,23922575,3210927,15631,14951,15980,19056,37,2760
Liquefied gas tanker,22,4,2011,2010,2011,2011,99475342,108000957,1111,1209,1103,1099,53,4030
Oil tanker,13,12,2008,2008,2008,2008,2049481319,3601640123,3485,3368,3436,3458,201,15540
Service - other,7,6,2001,2001,2005,2004,243608395,170570349,2559,2751,3329,3262,59,4459
Ferry-RoPax,2,1,2008,2008,2008,2008,117709070,6709666,41418,41418,41418,41418,96,7183
Ro-Ro,4,2,2013,2013,2013,2013,224572680,122411111,9301,13839,4525,4782,114,8612
