int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Miscellaneous - fishing,14,12,2001,2002,2001,2001,48298577,37346774,7716,9134,9631,8624,80,6007
Cruise,186,29,1997,1998,1999,1998,15988996891,1520982774,1063,983,1018,1018,3417,264672
Container,242,51,2008,2008,2010,2010,7475388931,9194555496,1039,1849,1590,1595,1408,108793
Refrigerated bulk,2,2,1998,1998,1999,1999,20649005,24852946,1090,1090,1090,1090,14,1045
Bulk carrier,165,82,2013,2012,2013,2013,17828171245,30865625358,4001,3727,3700,3723,1524,117999
General cargo,55,20,2006,2009,2007,2008,2186417186,3365542308,844,2380,2140,2451,281,21596
Chemical tanker,47,26,2011,2012,2011,2011,1849960882,3027472194,1136,1440,1501,1486,279,21510
Offshore,4,3,2002,2000,2011,2010,64613356,69850758,5978,6118,7331,7112,57,4253
Vehicle,21,13,2009,2010,2009,2009,1363922381,439784089,1129,1009,1083,1054,84,6532
Service - tug,8,8,2004,2004,2009,2009,21935438,20708207,1703,2488,3158,3444,18,1382
Ferry-pax only,4,3,2014,2013,2012,2012,5409764,564084,809,6482,3614,3348,7,517
Liquefied gas tanker,22,4,2011,2010,2012,2012,106804606,116625128,1260,1198,1185,1187,78,5946
Oil tanker,13,12,2008,2008,2008,2008,1783380931,3211794016,1371,2359,2990,3083,160,12421
Service - other,7,6,2001,2001,2007,2007,268274558,173771502,2098,3090,3666,3323,46,3493
Ferry-RoPax,2,1,2008,2008,2008,2008,4431787,252621,1559,1559,1559,1559,4,296
Ro-Ro,4,2,2013,2013,2013,2013,144249367,74825066,3309,3511,2906,2923,40,3079
