int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Freeport,2324,813,2000,2006,2007,2008,115716220199,164253509387,473,1809,1221,1660,15343,1180008
Nassau,1162,141,2000,2004,2007,2006,32930478366,5735298774,265,906,445,624,6248,480765
South Riding Point,56,51,2009,2008,2012,2012,8830943267,16564016656,1165,2136,2786,2906,695,53661
West End,51,43,2004,2005,2011,2009,4812078678,4506950574,1002,1618,2000,2174,535,38452
Rock Sound,78,14,2002,2003,1996,1996,958534783,103769872,235,353,612,521,248,18927
Gorda Cay,88,20,2006,2003,2007,2005,6215861221,1179315133,738,1605,777,1449,1197,92269
Great Harbour Cay,344,54,2004,2003,2005,2007,9825212043,3159520179,199,806,521,1174,1742,133791
Marsh Harbor,192,24,1988,1998,2002,2005,1344879702,1230292803,235,1427,2765,2223,163,12457
Bock Cay,14,9,2006,2006,2009,2008,86930679,12074226,346,409,371,389,19,1486
Cockburn Town,26,17,2004,2003,2006,2005,799241306,791980393,437,1171,1699,1840,72,5569
Harbour Island,96,25,2003,1997,2005,2006,1723239940,2169670006,221,1472,2231,3933,210,16104
The Bight,27,10,2003,2001,2013,2012,1213110335,1275191737,340,1731,6932,5984,86,5928
Great Exuma Island,54,11,2004,2004,2005,2006,14339335,22295540,305,298,313,314,19,1460
Clifton Pier,154,58,1992,2004,2010,2010,1431962257,2329229407,551,971,1183,1187,254,19416
San Andros,86,13,1996,1999,2004,2004,19332976,27384902,137,840,331,331,27,2008
Green Turtle Cay,9,7,1999,1999,2003,2004,374354966,206337011,283,2478,6690,4353,77,5948
Congo Town,14,5,1998,1984,1981,1979,5946002,10124794,288,1023,815,1036,5,377
Little San Salvador,202,27,2003,2003,2004,2004,8101056547,826090887,376,492,444,453,1795,138389
Cape Eleuthera,49,11,2003,2004,2003,2003,2058031707,205753140,394,486,421,423,430,32981
Matthew Town,84,36,2004,2005,2009,2009,436869598,649469687,509,596,695,708,69,5256
Stella Maris,8,5,1994,1996,1999,1999,10504772,13201734,372,1876,2415,2412,4,326
