int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Miscellaneous - fishing,1,1,2005,2005,2005,2005,47912949,50455269,19556,19556,19556,19556,28,2123
Ro-Ro,31,2,2018,2016,2017,2018,5196313,4608647,306,443,339,336,44,3325
Service - tug,7,1,2001,2001,2001,2001,898535,599097,437,437,505,505,3,261
General cargo,46,2,2014,2001,2011,2005,9449956,5188366,315,555,394,457,9,701
Ferry-RoPax,1,1,1998,1998,1998,1998,341711,56780,344,344,344,344,0,36
