Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Congo,402,133,2832,4050,2008,2008,2009,2010,189,269,260,246,23,52,34,35,32,61,52,49,496.8,38155,38888,2999883,7237957,8661716,7462,21443,26487
"Congo, Democratic Republic of the",262,27,68,90,1999,2002,1998,1999,76,318,251,241,14,92,180,160,15,80,193,208,64.4,4864,4958,363841,881829,1103468,1389,3558,4510
South Africa,180,127,27136,40601,2007,2008,2009,2008,2140,2697,2981,3279,156,262,597,728,33,68,40,38,2169.2,166419,169614,15896886,38560819,43294164,88316,270557,328387
Namibia,179,106,4162,3966,1998,1999,2006,2006,960,1605,1206,1139,95,300,208,175,44,152,74,70,765.6,55048,56105,4460999,14152018,15571194,24922,87899,116815
Togo,115,73,5200,8572,2003,2006,2007,2008,1189,1294,1287,1299,130,297,454,486,52,126,112,117,1217.9,94096,95903,4965813,12786609,14570902,43181,129894,158035
Spain,93,73,11338,16388,2007,2007,2009,2009,3760,4021,3794,3725,293,370,359,355,39,105,64,65,1407.7,105563,107590,9457274,28235063,31293686,101691,354824,449173
Indonesia,71,66,80689,154951,2011,2011,2012,2012,7566,8138,8190,8198,707,786,984,987,30,41,36,36,3386.4,262300,267336,39384404,68487033,72249216,554710,1505237,1878895
Singapore,70,66,47969,83439,2010,2010,2010,2010,7573,7670,7730,7732,674,731,764,772,35,71,50,47,2810.4,211485,215545,26421682,59969521,62865354,377453,1187619,1555213
Cameroon,60,42,3136,3686,2007,2005,2009,2009,827,1012,847,800,55,186,77,71,74,67,75,77,407.0,31444,32048,1967379,5416469,6298592,32790,109084,128487
Malaysia,46,43,48318,92467,2011,2011,2010,2010,7560,7682,7713,7716,700,708,733,733,36,51,43,43,2143.8,166065,169253,23707023,41065875,43625476,515370,1393752,1735381
Gabon,41,36,684,1234,2008,2009,2012,2013,602,575,511,503,63,100,75,72,34,60,49,49,84.6,6511,6636,709270,1652564,1957557,17299,49786,63341
