Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Luanda,667,400,35480,45702,2005,2006,2008,2008,1215,2288,1755,1848,121,265,319,361,49,115,100,118,5601.7,432409,440711,34158483,91178295,108290827,51212,159438,194098
Soyo,291,141,32670,33272,2007,2007,2011,2011,646,2543,3915,3707,74,283,519,542,23,71,51,57,3608.2,236403,240942,12129870,56611701,52608175,41683,236626,345991
Noqui,265,30,424,560,1998,1999,1998,1999,76,1342,1159,1080,14,167,446,423,15,88,150,148,184.4,14008,14277,1024646,2533909,3141498,3867,10511,12789
Lobito,100,61,11821,20746,2003,2006,2008,2008,1424,3235,3794,4108,116,300,607,632,46,108,84,86,990.0,76531,78000,8472938,19247588,21700131,84729,247182,302851
Malongo,91,11,59,63,2009,2007,2008,2008,147,244,255,280,13,43,146,151,28,50,49,46,38.4,2891,2947,827779,2019169,2724840,9096,24290,33140
Futila,78,72,52633,98888,2010,2011,2011,2011,7469,5573,5503,5484,602,553,772,776,40,50,57,58,2370.0,183554,187078,25976752,49478245,51532531,333035,955908,1213904
Girassol,73,67,40011,77188,2007,2007,2008,2008,3996,4699,5139,5152,472,488,704,705,17,24,29,29,1943.0,150428,153316,21489933,38088624,41120542,294383,789970,975839
Dalia,70,66,44303,84112,2011,2011,2010,2010,7312,5155,5162,5162,610,532,772,779,16,28,30,30,2141.3,165855,169039,23323939,42082744,45062031,333199,897250,1109623
Cabinda,57,35,25016,47876,2007,2009,2012,2012,243,4983,7441,7547,43,513,1590,1599,98,141,30,30,1161.4,89811,91536,12056180,20772567,21981450,211512,573272,714686
Gimboa,39,38,25258,48281,2010,2010,2011,2011,7314,5647,5461,5453,596,556,670,670,21,23,20,20,1128.3,87317,88993,13036967,22856450,24385377,334281,895827,1111297
Greater Plutonio,33,32,17534,33620,2007,2007,2012,2012,4301,4979,5434,5491,649,587,736,736,19,30,44,45,757.9,58613,59739,8617031,14997691,15820734,261122,706654,880871
Namibe,32,19,259,285,1994,1993,1997,1999,576,1359,941,944,66,214,142,151,56,130,156,92,105.9,8046,8201,529798,1483433,1753137,16556,50864,60475
Porto Alexandre,21,14,236,153,1990,1989,1989,1991,1258,2513,4183,3180,197,385,996,693,17,131,822,779,68.6,5165,5264,912324,2020018,2294243,43444,101095,118632
Takula Terminal,12,8,381,476,2009,2009,2009,2009,176,1336,4251,3973,56,357,720,714,5,12,6,6,34.4,2652,2703,240484,1106328,1076789,20040,109096,163149
Porto Do Ambriz,11,10,87,105,2006,2008,2010,2010,1681,2196,2718,2764,248,723,324,286,40,122,155,137,33.1,2515,2563,367761,950663,1284494,33433,103793,136841
Palanca,7,7,2571,4956,2004,2004,2010,2010,2131,2885,3530,3558,262,316,574,575,24,25,38,38,129.1,9999,10191,1330731,2329204,2494542,190104,510358,632030
Baia Dos Tigres,5,5,12,15,1999,1999,1998,1998,450,569,574,569,48,79,94,94,16,81,141,138,11.5,872,889,58432,134210,164181,11686,27578,33318
Kiame,4,4,238,455,2002,2002,2010,2011,1887,1794,2726,2752,173,166,284,285,16,48,30,28,19.0,1468,1496,216790,431065,482062,54197,138172,165827
Dande,2,2,2,1,2008,2008,2007,2007,1023,1023,811,742,884,884,563,307,8,8,5,3,3.4,259,264,30523,72177,96641,15261,39407,53207
Saco,2,2,275,502,2012,2012,2013,2013,3434,3434,5527,5680,307,307,584,585,148,148,243,243,18.8,1452,1480,105297,308729,353132,52649,237908,290465
Benguela,2,1,2,4,1993,1993,1993,1993,484,484,484,484,46,46,46,46,76,76,76,76,0.8,61,63,11094,31826,45736,5547,18080,26004
Amboim,1,1,3,4,2010,2010,2010,2010,1162,1162,1162,1162,245,245,245,245,188,188,188,188,1.2,95,97,13630,39103,56194,13630,44429,63900
