Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Oil tanker,377,309,283451,542432,2010,2010,2011,2011,6421,5937,6664,6678,609,581,773,773,45,63,71,71,18100.9,1401286,1428191,147942887,258636040,277631529,392421,1048176,1302975
Service - tug,365,53,225,185,2003,2008,2009,2008,78,1160,565,508,8,480,622,614,13,238,284,273,192.4,14520,14799,4729391,11183585,14974216,12957,33458,45174
Container,346,102,18853,22598,2004,2004,2005,2005,1214,1510,1593,1568,95,136,215,212,34,52,40,40,2483.7,191965,195651,16020701,48595393,54580094,46303,154889,181632
General cargo,276,110,2308,3005,2006,2007,2007,2008,329,1538,1168,1112,64,163,254,250,44,98,99,101,526.9,40381,41156,2635030,8260071,11798318,9547,42044,56360
Bulk carrier,84,78,4477,7687,2006,2007,2010,2009,1218,2059,2137,2156,124,273,447,450,134,214,181,177,444.7,34401,35062,2872339,6550230,8500235,34195,126514,152767
Chemical tanker,80,60,3372,5562,2009,2009,2011,2011,1222,2446,2796,2840,210,304,477,482,38,85,91,85,592.3,45518,46391,2196776,10443069,12369082,27460,150815,186131
Liquefied gas tanker,77,38,43680,37909,2011,2011,2011,2011,6999,5826,6791,6680,416,397,468,468,25,40,86,84,5741.1,352021,358780,8847302,65993123,54818000,114900,1038124,1612707
Refrigerated bulk,73,40,700,812,1990,1991,1991,1991,1407,1761,1791,1785,192,222,389,393,111,141,150,144,561.5,42466,43282,2408005,5261608,5926707,32986,70294,75896
Miscellaneous - fishing,72,49,642,448,1991,1994,1993,1996,1242,4820,5224,5320,330,578,972,860,155,1005,819,831,349.2,26297,26802,3153065,6994107,7951591,43793,103064,122176
Ro-Ro,66,13,1190,617,2005,2002,2004,2005,340,725,912,909,46,64,98,102,51,52,53,53,186.9,14399,14675,699163,1598366,1580837,10593,24970,27218
Vehicle,36,33,3621,1152,2010,2009,2011,2011,1193,1558,1656,1649,76,106,195,192,10,17,27,26,201.0,15573,15872,1166722,5143994,5957270,32409,123186,132576
Service - other,18,16,171,134,2003,2004,2003,2005,1230,2122,1613,1871,318,538,591,618,54,208,192,159,97.1,7404,7547,936890,1922292,2071386,52049,115819,130776
Ferry-pax only,3,1,0,0,1988,1988,1988,1988,191,191,395,395,57,57,109,109,6,6,7,7,0.6,43,44,4191,8535,10752,1397,3249,4283
Cruise,2,2,171,19,1997,1997,1999,1999,1805,1805,2142,2187,113,113,132,133,21,21,12,11,49.1,3806,3879,114429,422812,422226,57215,186925,173510
