Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,270,109,14484,16696,2007,2008,2010,2010,634,846,808,823,48,66,101,102,15,19,18,17,1592.5,123324,125691,10520589,31065957,34932715,38965,129884,151783
Bulk carrier,181,161,9035,16024,2009,2009,2009,2009,1254,1610,1607,1611,146,180,254,254,70,103,125,125,840.4,65057,66306,5086192,12032880,14806826,28101,106230,127545
General cargo,151,88,2295,3063,1994,1998,2005,2006,1110,1763,1615,1601,149,191,276,281,44,68,67,68,422.7,32385,33007,2089501,6787268,9805609,13838,65169,88502
Vehicle,110,84,11519,3945,2007,2008,2008,2008,802,2035,1807,1783,74,139,252,245,7,8,8,8,714.2,55301,56363,3994476,17611355,20395744,36313,138027,148548
Ferry-RoPax,57,3,350,103,2001,2002,2000,1997,582,621,913,866,56,59,291,271,4,145,77,42,165.4,12577,12818,637416,1576279,1934105,11183,23871,21741
Liquefied gas tanker,50,31,10034,8169,2005,2010,2014,2014,762,3113,4526,4174,190,277,440,436,37,50,39,40,1227.8,77185,78667,2244777,14514928,12417096,44896,365487,554349
Chemical tanker,48,40,1506,2467,2008,2010,2007,2007,798,1423,1592,1590,114,143,251,251,23,31,37,37,238.6,18450,18804,666127,3870573,4488326,13878,94068,114948
Ro-Ro,45,14,1407,1172,2000,2002,2011,2011,774,1049,1208,1233,108,112,128,127,23,26,26,25,180.0,13876,14143,1421211,3974862,3397706,31582,74693,83851
Cruise,40,32,3251,336,2002,2003,2004,2002,870,1429,1553,1515,68,93,130,130,12,20,19,19,686.6,53176,54197,1176668,6373349,7431899,29417,139073,150281
Oil tanker,28,20,2673,4843,2007,2009,2009,2009,789,1967,1677,1684,138,236,402,406,26,82,95,95,282.9,21726,22144,2609224,5198447,5967336,93187,234361,289239
Service - other,2,2,1,1,2014,2014,2012,2012,247,247,356,384,34,34,49,49,224,224,427,435,1.1,83,85,8933,18329,19751,4467,9939,11223
