Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Egypt,302,150,2862,2874,2000,2003,2006,2006,310,314,351,322,29,55,55,63,45,77,101,99,544.9,41596,42394,2632258,9306770,9013582,8716,27474,32912
Saudi Arabia,224,144,7716,7524,2008,2008,2010,2010,571,615,613,627,46,72,66,78,19,26,23,24,658.8,51009,51988,4482343,13914410,16031147,20010,70077,81718
Turkey,67,54,1702,2494,1999,2002,2005,2006,1183,1108,1151,1155,135,162,178,195,11,45,49,51,176.0,13574,13835,988239,2834544,3557601,14750,58675,72574
India,54,47,5493,8908,2007,2008,2008,2007,3272,3590,3780,3806,304,335,353,359,60,82,93,96,662.7,51243,52227,2827841,9513838,11542155,52367,248692,308531
Djibouti,52,39,4830,5258,2012,2011,2014,2014,1242,1257,1253,1258,93,122,111,116,28,34,41,42,370.8,28719,29271,2717456,7690403,9009489,52259,182344,213978
Greece,39,39,1788,1183,2001,2001,2006,2008,1027,1114,1094,1241,95,136,115,154,9,17,16,32,180.9,13992,14261,797178,3043975,3600510,20440,80833,92572
United Arab Emirates,35,17,4508,5315,2008,2009,2008,2008,2846,2816,2859,2851,183,211,185,188,15,20,20,21,634.8,49165,50109,3825538,10226404,11685009,109301,333054,388912
Spain,34,15,2160,2993,2004,2004,2007,2007,2373,2408,2449,2452,224,273,251,255,24,42,28,29,300.5,23251,23698,2283503,7700731,8617135,67162,239389,284378
Israel,25,23,440,340,2007,2008,2007,2009,213,291,341,214,58,75,86,130,15,40,38,67,79.3,6143,6260,216360,713758,789086,8654,30730,34010
Singapore,20,19,4172,5120,2010,2010,2010,2009,5004,4988,5033,5021,412,438,421,450,9,10,10,10,332.6,25750,26244,2378056,6321660,7661914,118903,421454,493166
Malta,16,14,1307,1529,2008,2008,2009,2009,1333,1373,1376,1364,138,145,137,138,16,16,18,18,122.6,9234,9411,823878,2358120,2595856,51492,174467,212658
