int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,1357,921,2010,2011,2010,2010,225981832691,424100612056,1886,3042,3710,3809,13861,1072110
Chemical tanker,498,286,2010,2010,2010,2010,14460419557,23887124798,1373,1515,1520,1524,2658,204747
General cargo,651,269,1999,2004,2007,2008,9852721416,14106626702,873,1601,1729,1707,1714,131536
Oil tanker,434,254,2008,2008,2010,2010,46969811857,88481267423,1097,1802,1927,1960,4150,319988
Container,2852,443,2007,2008,2008,2008,215580493142,247342544455,1027,1557,1648,1635,27323,2113409
Refrigerated bulk,190,51,1996,1995,1996,1996,3320176284,3621513144,976,2442,1518,1544,1502,114491
Ro-Ro,3,2,1981,1982,1984,1983,9095161,6741349,542,646,749,623,6,431
Offshore,13,12,1989,1990,2008,2008,219987671,418805623,634,921,2399,2460,72,5413
Cruise,236,66,2000,2000,2001,2001,13973358615,1361705334,835,751,797,794,3023,233902
Vehicle,323,153,2006,2008,2008,2008,37925729040,12757990624,1390,2378,2125,2181,2444,189257
Service - tug,77,58,2001,2000,2006,2006,40239428,32077793,417,904,1127,1100,104,7793
Service - other,19,15,1998,1999,1998,1999,240754733,302199806,610,2778,1464,1583,69,5270
Liquefied gas tanker,201,38,2006,2007,2008,2008,4104941775,4217570589,1639,1777,1745,1723,804,59510
Miscellaneous - fishing,28,11,1980,1981,1974,1974,93599777,119280979,347,3099,3052,3345,47,3527
Ferry-pax only,135,4,2009,1984,2009,2007,18178812,1421012,274,207,234,155,21,1600
Ferry-RoPax,3,2,1996,1990,2007,2006,6451976,555518,144,173,267,254,25,1896
