int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,1357,921,2010,2011,2010,2010,234941888748,441204225559,2067,3161,3857,3963,15497,1198969
General cargo,651,269,1999,2004,2005,2007,8371561751,11583001953,838,1691,1469,1402,1610,123440
Chemical tanker,498,286,2010,2010,2011,2011,15955134782,26337585158,1583,1757,1678,1681,2867,220387
Container,2852,443,2007,2008,2008,2008,186034596853,214530768587,1052,1449,1422,1419,24284,1879073
Oil tanker,434,254,2008,2008,2011,2011,65465228668,123959328208,1037,2254,2686,2746,6147,474125
Refrigerated bulk,190,51,1996,1995,1997,1997,1778724774,1936986407,497,1286,813,826,924,70343
Vehicle,323,153,2006,2008,2007,2007,26395457756,8703257944,1131,1371,1479,1488,1661,128547
Cruise,236,66,2000,2000,2002,2001,12083336647,1187200148,541,847,689,692,2819,218164
Ro-Ro,3,2,1981,1982,1984,1982,9159982,7931246,773,737,755,733,21,1542
Offshore,13,12,1989,1990,2008,2008,183872319,340239800,908,2329,2005,1998,94,7079
Service - tug,77,58,2001,2000,2007,2007,70570520,57611928,641,1421,1977,1976,143,10726
Service - other,19,15,1998,1999,1993,1997,312975684,393154561,1122,1571,1903,2060,69,5276
Liquefied gas tanker,201,38,2006,2007,2008,2007,4444118941,4480777244,1597,1893,1890,1830,862,63806
Miscellaneous - fishing,28,11,1980,1981,1982,1981,97897192,117210467,641,2168,3193,3287,84,6325
Ferry-pax only,135,4,2009,1984,1993,1974,31742751,7320399,279,2643,408,798,32,2405
Ferry-RoPax,3,2,1996,1990,2006,2005,12332169,1088863,453,421,510,498,4,311
