Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Moin,56,11,418,524,2006,2006,2003,2003,404,369,413,413,62,82,67,64,73,42,87,88,116.4,8958,9130,464409,1684953,1861262,8293,30796,36501
Caldera,48,15,366,408,2000,1998,2009,2010,230,403,669,807,61,65,117,118,18,28,37,38,88.4,6741,6871,407145,1569049,1906834,8482,35216,44611
Limon,43,16,254,304,2006,2007,2003,2003,388,402,693,698,44,546,99,97,34,318,38,37,95.0,7243,7382,366173,1244697,1413764,8516,31212,37703
Golfito,39,12,62,29,1989,1993,1987,1980,272,770,316,865,67,112,308,593,11,40,441,901,51.0,3842,3916,279728,574550,690056,7173,15959,19906
Quepos,38,9,48,13,1989,1993,1992,1990,125,163,153,168,15,23,24,30,8,10,15,12,17.5,1332,1357,59385,299150,598616,1563,7928,14300
Puntarenas,14,3,17,2,1984,1991,1993,1992,261,241,232,226,62,33,26,27,0,8,11,9,11.9,906,923,27787,60952,71916,1985,4504,5444
Puerto Jimenez,12,4,14,5,1986,1987,1987,1988,144,310,220,229,16,58,44,27,10,9,24,32,8.7,657,670,35977,122471,240364,2998,10863,19341
Papagayo,5,4,19,2,1969,1978,1990,1983,168,188,174,177,28,22,19,21,14,16,16,15,7.5,581,592,6256,47975,70854,1251,8314,11129
Turrubares,4,4,12,3,2004,2004,2010,2011,141,142,81,78,24,25,24,23,4,24,58,65,2.6,198,202,5774,20725,24472,1443,4695,5291
Cabo Blanco,3,3,1,0,1990,1990,1991,1992,89,85,89,81,17,18,17,17,9,8,8,8,1.0,73,75,1215,3498,6523,405,1263,2165
Sixaola/Talamanca,2,1,16,5,1990,1990,1990,1990,134,134,134,134,28,28,31,31,8,8,8,8,0.8,64,66,4973,21925,25391,2486,9451,10171
Pital,2,2,8,12,2008,2008,2016,2017,204,204,290,319,10,10,10,10,24,24,46,48,0.7,54,55,5732,12315,16670,2866,9492,11624
Flamingo,2,1,6,3,1989,1989,1989,1989,285,285,285,285,40,40,40,40,6,6,6,6,1.4,105,107,11825,66784,145214,5913,34157,66015
Punta Morales,1,1,2,2,2010,2010,2010,2010,260,260,260,260,12,12,12,12,10,10,10,10,0.5,37,38,4939,12527,14144,4939,12730,14336
Ciruelas,1,1,1,1,2010,2010,2010,2010,118,118,118,118,6,6,6,6,4,4,4,4,0.2,17,17,2245,5694,6429,2245,5786,6516
Rio Frio,1,1,7,3,1994,1994,1994,1994,162,162,162,162,88,88,88,88,5,5,5,5,0.9,69,70,2816,12415,14378,2816,10703,11519
