Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1032,138,21794,26337,2007,2007,2007,2007,697,996,878,874,58,85,105,106,34,44,46,46,4351.5,335628,342073,23582186,83352332,92159495,22851,83234,98267
Refrigerated bulk,301,50,6867,6370,1998,1997,2002,2002,903,2225,1871,1847,59,142,206,209,32,30,40,40,2703.9,206658,210625,18897437,41291818,46511350,62782,133788,144451
Cruise,216,70,10180,993,2001,2000,2004,2003,580,709,716,701,44,57,64,64,9,24,10,10,2429.4,187986,191595,4782907,19934188,21247145,22143,81815,81659
Bulk carrier,199,181,21496,33003,2012,2012,2012,2012,1949,3235,3827,3644,211,346,729,711,100,137,187,178,1879.6,145351,148142,10976699,25827812,32390794,55159,208281,250965
General cargo,141,89,4679,6234,2003,2005,2003,2004,783,2187,3203,3116,80,204,630,602,23,55,85,84,675.1,51978,52976,2836205,9916800,14492926,20115,111259,150748
Vehicle,126,98,6698,2209,2007,2008,2007,2007,543,996,929,937,44,82,174,179,31,45,46,45,433.4,33534,34178,2236592,9860972,11420011,17751,67471,72613
Chemical tanker,98,67,3143,5255,2011,2011,2012,2012,1595,1435,1526,1532,127,118,151,151,59,89,92,92,564.3,43491,44326,1585981,8560967,9934885,16183,101504,123579
Liquefied gas tanker,40,7,852,867,2003,2005,2005,2005,1562,1629,1851,1799,124,132,174,170,40,39,23,25,172.5,13216,13470,492148,1762475,1765079,12304,66426,88599
Miscellaneous - fishing,28,13,49,48,1990,1993,2000,1999,475,1376,1461,1662,62,255,669,820,20,295,570,501,33.2,2491,2539,340711,755762,859225,12168,28637,33948
Oil tanker,26,14,657,1021,2012,2009,2009,2008,1517,1595,1530,1531,132,142,136,135,56,100,114,117,165.1,12678,12921,1034828,1843511,2116679,39801,117159,145628
Service - tug,25,17,7,4,2009,2008,2001,1995,357,978,779,835,120,768,1322,1858,8,200,324,226,33.5,2512,2561,111666,264057,353558,4467,11534,15572
Ro-Ro,21,3,267,241,1986,1993,1985,1985,1312,926,1270,1287,137,99,162,163,54,89,61,60,63.9,4930,5025,259733,489192,560712,12368,29078,30943
Other liquids tankers,9,1,83,89,2018,2018,2018,2018,1226,1226,2111,2111,125,125,577,577,56,56,37,37,41.8,3230,3292,45824,130841,282092,5092,17639,28503
Ferry-RoPax,7,5,26,14,2005,2008,2012,2014,187,5313,900,3781,27,1430,4610,6441,18,25,8,3,29.0,2178,2220,449918,974723,1294841,64274,143432,203715
Service - other,6,5,48,40,1995,1996,1990,1988,1464,1670,1429,1313,276,542,331,280,36,546,99,90,19.6,1487,1516,276530,567379,611385,46088,102554,115798
Ferry-pax only,2,2,11,2,1995,1995,1997,1988,868,868,644,513,390,390,429,276,206,206,186,267,6.4,479,488,68337,192462,249301,34169,95316,126128
