Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Moin,871,219,33836,39680,2003,2004,2006,2006,1169,1743,1874,1837,93,159,219,220,23,42,29,29,7266.4,558588,569313,43244769,128025671,142123201,49650,152629,176753
Limon,570,177,16434,11646,2005,2006,2005,2005,853,1226,939,986,76,109,105,118,14,47,23,33,3382.6,261004,266015,13634562,48064255,53351256,23920,85220,96456
Caldera,516,250,12785,11572,2009,2009,2009,2010,511,1004,821,806,41,104,147,146,21,54,39,54,1670.7,128834,131308,8740055,30073657,35230001,16938,63248,74323
Corral,82,42,6637,8416,2005,2006,2012,2012,278,2851,7377,7664,34,412,840,842,24,123,103,103,520.9,40229,41001,2088602,5678011,6664807,25471,106384,129925
Puntarenas,74,32,4134,403,2001,2000,2002,2001,829,779,783,772,62,58,69,69,8,19,10,11,968.2,74991,76431,2128218,8553623,8978554,28760,102170,100076
Puerto Caldera,61,60,1797,2545,2012,2012,2013,2013,512,931,958,974,43,102,207,238,56,81,79,88,195.7,15125,15415,1113171,3142026,3817847,18249,69371,83318
Golfito,60,36,794,1026,2005,2003,2009,2009,721,1568,1440,1356,94,230,359,274,28,51,51,50,271.2,20682,21079,1323246,3628550,4464521,22054,70909,86990
Puerto Jimenez,24,11,283,347,1994,2001,2007,2008,279,1085,1178,1659,32,95,137,143,8,15,20,21,47.9,3673,3744,183965,630551,980326,7665,39246,55654
Punta Morales,10,10,689,1169,2012,2012,2012,2012,1765,3165,3263,3385,145,301,639,648,75,134,237,238,78.8,6087,6204,496519,1284330,1600707,49652,187735,223817
Quepos,3,3,19,7,1996,1996,1995,1991,497,660,697,936,41,96,140,184,11,10,9,8,7.6,579,590,26210,152954,319529,8737,51177,95698
Papagayo,2,2,19,2,1995,1995,1994,1994,320,320,320,330,22,22,23,24,6,6,6,6,4.8,373,380,5607,46412,61893,2804,19363,23020
Pital,1,1,2,1,2013,2013,2013,2013,1282,1282,1282,1282,393,393,393,393,13,13,13,13,0.8,60,61,4365,9681,11007,4365,10272,12177
Turrubares,1,1,23,28,2010,2010,2010,2010,3266,3266,3266,3266,267,267,267,267,9,9,9,9,6.0,461,470,61966,157158,177449,61966,159702,179850
Sixaola/Talamanca,1,1,2,2,2006,2006,2006,2006,178,178,178,178,28,28,28,28,102,102,102,102,1.5,113,115,2272,8813,10056,2272,9513,11608
