Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1035,135,32031,38554,2006,2007,2007,2007,771,1433,1289,1277,69,103,163,165,18,22,20,20,6118.6,472065,481129,33716694,117932538,130273885,32577,117589,138625
Refrigerated bulk,300,52,7142,6756,1998,1996,2001,2001,1137,2133,1959,1973,67,140,234,238,21,43,48,49,2707.5,206795,210766,20041778,43792259,49327861,66806,142363,153709
Cruise,219,71,11232,1142,2001,1999,2004,2003,643,787,787,801,44,81,67,71,8,14,9,9,2645.5,204608,208536,5449283,22811132,24372145,24883,92378,92476
Bulk carrier,201,182,11781,17120,2012,2012,2012,2012,880,1558,2075,1869,86,171,581,542,63,91,106,107,982.2,76001,77460,5254441,12755941,15720088,26141,101204,122135
General cargo,140,87,2088,2709,2002,2005,2004,2005,589,1446,1440,1374,64,155,280,266,44,69,66,66,375.4,28832,29385,1518214,5090758,7357080,10844,55554,74495
Vehicle,124,97,7327,2376,2007,2008,2008,2008,685,1002,1030,1021,53,73,171,168,11,17,21,21,454.9,35233,35909,2405586,10606054,12282891,19400,73739,79359
Chemical tanker,98,65,3193,5341,2011,2011,2011,2012,1602,1521,1565,1573,143,168,215,216,40,46,53,53,514.5,39479,40237,1786280,9046068,10514100,18227,106857,129764
Liquefied gas tanker,40,8,1635,1591,2003,2004,2007,2006,1496,2143,3509,3234,114,171,377,363,19,19,25,25,230.1,17713,18053,756495,3114258,2942401,18912,100978,136208
Miscellaneous - fishing,28,13,89,71,1990,1993,2006,2007,294,1217,2641,2439,40,276,1750,1706,30,114,132,144,55.2,4141,4221,499876,1108822,1260619,17853,42016,49807
Oil tanker,27,14,581,878,2012,2009,2010,2009,1562,1389,1322,1294,155,178,253,270,28,39,43,43,156.3,11991,12221,944400,1719833,1924263,34978,106108,131614
Service - tug,23,15,4,3,2008,2006,1996,1994,304,613,510,524,46,148,253,278,76,127,109,110,20.5,1538,1567,66556,157384,210728,2894,7472,10089
Ro-Ro,20,3,246,221,1986,1993,1985,1985,1281,1011,1231,1243,128,478,192,175,40,456,108,87,76.0,5846,5958,238764,452006,516029,11938,28068,29886
Other liquids tankers,9,1,43,47,2018,2018,2018,2018,1156,1156,1106,1106,134,134,191,191,35,35,48,48,39.1,3008,3066,24001,68532,147754,2667,9239,14929
Ferry-RoPax,6,5,10,2,2008,2008,2009,2010,474,933,359,517,184,449,237,545,68,275,140,351,18.0,1353,1379,37756,83087,109319,6293,13975,19085
Service - other,4,4,37,31,2000,2000,1997,1994,1808,2206,1908,1895,294,308,407,418,212,367,556,707,15.3,1157,1180,216620,444457,478929,54155,120504,136066
Ferry-pax only,2,2,12,4,1995,1995,1985,1979,734,734,729,727,1378,1378,787,427,144,144,210,250,13.8,1041,1061,96780,272567,353062,48390,134987,178623
