Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,459,138,17060,18437,2002,2008,2004,2006,1626,1804,1705,1766,120,172,140,158,28,45,35,41,3473.1,266518,271635,16251485,53865096,59839084,35406,125671,145964
Guatemala,358,98,5666,5801,2007,2007,2007,2007,511,780,621,640,40,66,72,71,16,32,22,25,1203.0,92716,94496,7001016,21875872,24417422,19556,61972,71433
Colombia,308,162,7191,4379,2005,2007,2007,2009,500,627,629,579,48,67,64,72,18,40,22,41,1222.5,94613,96429,4534298,16254801,17882943,14722,52331,57509
Panama,197,112,1390,1661,2004,2005,2006,2008,222,354,359,357,32,77,78,77,31,64,62,60,407.7,31203,31802,1349132,4519063,5506890,6848,25529,31503
Mexico,98,69,4994,3449,2007,2008,2006,2008,1420,1563,1425,1550,110,133,115,133,35,53,37,61,811.9,62736,63941,3049387,11132991,13045692,31116,122625,142834
Honduras,95,47,2040,1799,2004,2004,2005,2005,733,738,696,764,43,59,60,67,11,39,26,36,365.7,28262,28805,1871905,6236949,6879308,19704,66297,75488
Jamaica,94,28,1842,1693,2005,2003,2005,2006,757,856,767,774,60,115,79,99,14,33,23,30,397.0,30653,31242,1883788,6265991,6813059,20040,67737,76560
Nicaragua,89,62,1053,820,2007,2008,2007,2008,294,349,334,376,22,40,40,54,24,49,34,53,223.2,17227,17558,769987,2778745,3154385,8652,32921,37577
Ecuador,89,52,1931,1958,2006,2005,2007,2009,1031,1107,948,1005,90,147,118,126,11,32,19,23,366.0,28166,28707,1774914,6034311,7068927,19943,74127,88236
Chile,76,38,592,789,2004,2005,2010,2012,265,921,1352,1470,34,265,238,238,18,122,99,117,118.8,9056,9230,552226,1374730,1789077,7266,23627,29397
Puerto Rico,51,9,618,620,1995,1998,1995,1995,1134,1158,1146,1150,66,83,71,72,4,19,7,8,253.8,19410,19783,1779861,3921898,4434282,34899,75571,81995
Ireland,47,15,7248,8945,2010,2010,2011,2011,4405,4415,4446,4444,248,252,254,254,8,8,8,8,1034.3,80123,81661,7266984,22340989,24660800,154617,499061,579823
Dominican Republic,45,18,882,1060,2007,2007,2008,2007,1010,1064,1058,1035,91,104,96,94,22,41,23,25,213.4,16462,16778,993263,3566325,4104898,22073,86312,104114
Netherlands,43,12,3423,3485,2005,2001,2006,2005,5107,5015,5130,5121,324,314,322,321,57,40,57,54,1096.3,83925,85536,8308578,19325297,21664316,193223,440697,482268
El Salvador,42,19,395,484,2005,2006,2007,2008,429,448,432,436,36,49,42,40,42,63,49,55,78.6,6035,6151,397916,1419730,1680833,9474,38413,46861
Peru,23,23,1209,1240,2011,2011,2011,2013,1444,1452,1496,1427,111,137,142,153,60,73,73,83,132.1,10212,10408,540488,1833039,2266538,23499,96552,115266
Cayman Islands,20,8,1159,101,2003,2000,2004,2003,616,641,639,636,38,42,41,41,8,9,8,8,238.1,18440,18794,276988,1595564,1819243,13849,71171,77449
Italy,18,9,2320,2887,2006,2006,2006,2006,5328,5501,5423,5427,340,350,348,348,20,19,20,20,496.0,38320,39055,2605037,9922313,11189636,144724,584811,706568
Spain,13,7,1557,2013,2002,2002,2002,2002,4500,4469,4481,4481,279,276,274,274,10,12,10,10,318.8,24698,25172,1689818,6087925,6608992,129986,469481,548035
