Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Moin,865,219,23472,27788,2003,2005,2004,2005,983,1599,1303,1289,73,151,206,203,42,61,62,66,5534.4,425199,433363,31782764,90764749,101800833,36743,110167,127391
Limon,572,184,15304,12864,2005,2006,2006,2006,698,1386,883,1095,64,137,156,221,27,55,29,41,3203.4,247272,252019,13135699,44827790,50710293,22965,82987,95817
Caldera,520,253,19148,21612,2009,2009,2010,2011,822,1743,1222,1494,50,173,319,404,34,96,95,120,2421.4,186679,190263,13614773,41799027,50219816,26182,95990,113987
Corral,83,42,7933,9989,2005,2006,2012,2012,300,3888,8865,9178,80,577,950,945,9,136,282,283,548.1,42314,43127,2896024,7726299,9148527,34892,135977,168399
Puntarenas,71,32,4323,415,2001,2000,2002,2002,831,783,840,816,66,61,75,73,11,23,11,12,1031.0,79860,81393,2153601,8689155,9075801,30332,108065,105203
Golfito,70,43,730,872,2003,2003,2008,2009,644,1213,1097,1164,70,145,187,190,26,153,73,65,225.2,17203,17533,888846,2657944,3384018,12698,45794,57254
Puerto Caldera,60,59,5482,8708,2011,2012,2012,2012,1938,2996,2984,3434,352,389,683,714,38,62,86,90,570.9,44085,44931,3229187,8253448,10479010,53820,211617,259096
Puerto Jimenez,14,8,154,190,1995,2001,2007,2008,186,822,799,979,21,98,166,172,8,18,27,28,24.1,1850,1885,88649,335950,542836,6332,36000,52036
Punta Morales,9,9,138,225,2012,2012,2012,2012,580,727,693,693,65,73,79,79,90,85,82,81,18.7,1450,1478,84790,237865,299452,9421,39044,47033
Quepos,3,3,18,4,1996,1996,2000,1995,543,645,668,605,42,47,51,45,9,9,8,10,6.8,516,526,15866,98109,190818,5289,31770,55863
Pital,2,2,4,6,2015,2015,2016,2017,308,308,164,145,39,39,29,23,7,7,3,1,0.6,43,44,3995,8294,9916,1997,5696,6667
Papagayo,2,2,23,3,1992,1992,1993,1994,341,341,309,319,26,26,29,29,8,8,8,9,5.0,388,396,6796,56255,75020,3398,23469,27902
Turrubares,2,2,25,6,2012,2012,2014,2014,401,401,301,282,43,43,34,29,6,6,3,2,3.9,297,303,7622,41465,50972,3811,17641,19776
Sixaola/Talamanca,2,1,74,23,1990,1990,1990,1990,636,636,636,636,90,90,87,87,0,0,0,0,4.0,307,313,23541,103791,120200,11771,44740,48150
Ciruelas,1,1,15,18,2010,2010,2010,2010,2130,2130,2130,2130,168,168,168,168,12,12,12,12,3.9,301,307,40412,102494,115727,40412,104154,117294
Rio Frio,1,1,12,5,1994,1994,1994,1994,295,295,295,295,43,43,43,43,1,1,1,1,0.8,64,65,5139,22658,26240,5139,19534,21022
