int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Londolovit,47,18,2004,2006,2006,2006,1577823576,2126102784,3213,1990,2118,2189,316,24043
Lae,207,109,2005,2006,2006,2006,7677440089,9295355919,2667,2137,2270,2303,1374,105931
Port Moresby,176,144,2007,2007,2008,2008,6773058467,10080209748,1503,1899,1999,2056,1145,87910
Rabaul,204,138,1998,1999,1999,1998,3167439400,3924597981,2658,3847,2198,2259,1305,98697
Kimbe,21,18,2001,2000,1998,1997,582856102,913074775,2847,3225,2627,2616,75,5728
Vanimo,67,54,2001,2001,1997,1997,1673914703,2680592429,2165,2950,2482,2508,327,24995
Caution Bay,3,3,2014,2014,2014,2014,860215417,717819353,3470,2804,3698,3654,57,4028
Madang,75,57,2001,2001,2006,2006,2012434055,2912631306,2560,2851,2587,2661,548,41860
Motukea Island,189,83,2007,2006,2007,2008,3617223110,4415160818,1217,1781,1654,1661,928,71155
Alotoa,47,36,2002,2004,2002,2007,1876981033,1616234750,1088,1733,1163,1799,354,27334
Samarai,6,5,1998,1996,1998,1997,22379615,14533486,554,5491,1089,813,23,1718
Kairuku,2,2,2004,2004,2010,2010,198902575,61683031,2623,2623,3323,3272,11,854
Kopi,4,4,1990,1990,1997,1997,39684569,65698696,99,611,914,924,10,751
Kaibola,9,8,2003,2004,2006,2009,490949883,695105722,2737,2604,1751,2258,63,4884
Lese,96,30,2013,2014,2013,2013,40712151671,32113568395,3619,3635,3957,3910,3630,237629
Kumul,22,19,2011,2011,2011,2011,3156256619,5678699973,2480,2245,2562,2563,299,23194
Kavieng Harbor,36,27,2004,2003,2000,2000,848378185,1339759169,2840,2495,2523,2514,157,12018
Vailala,1,1,2010,2010,2010,2010,104114,135301,119,119,119,119,0,4
Wewak,26,25,1998,1998,1997,1997,755081793,1138579564,2587,3528,2878,2795,160,12226
Daru,21,18,2003,2003,2002,2002,359616491,581020821,1907,1820,1812,1808,56,4323
Longan Island,2,2,2013,2013,2012,2013,240437856,342294776,13110,13110,6719,5978,53,4066
Oro Bay,9,8,2004,2005,2002,2003,227875986,337306656,1897,1925,1685,1608,38,2929
Amio,9,9,2003,2003,2002,2002,152193271,244828962,2411,2052,2181,2228,29,2256
Kieta,8,8,2003,2003,2002,2003,23124269,34283867,341,1283,231,207,9,694
Karkar Is,4,4,2004,2004,2008,2008,287164473,498051542,1580,1381,1686,1631,28,2145
Pondo Harbour,2,2,1998,1998,2001,2001,41073260,65128047,1151,1151,1164,1147,3,245
Kerema,1,1,2007,2007,2007,2007,119705,141873,443,443,443,443,1,113
