int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Port Moresby,181,144,2008,2008,2008,2009,9205239411,13708759972,2033,2412,2523,2669,1250,95768
Kavieng Harbor,41,29,2002,2002,2000,2000,1091848115,1719705666,3010,2864,2941,2921,224,17201
Kimbe,22,20,2004,2004,2007,2007,1229631110,1998029429,3167,3030,3180,3170,162,12510
Vanimo,59,47,2002,2002,2000,2000,1328127875,2107639626,2464,2575,2467,2500,255,19484
Lae,144,101,2006,2007,2009,2009,5377870300,7617862052,1567,2508,2299,2305,875,67331
Rabaul,230,148,1999,2000,2003,2003,4859828232,5498401062,2650,4072,2601,2671,1917,145163
Kairuku,2,2,2004,2004,2010,2009,105265869,34094605,2430,2430,1759,1808,7,533
Kaibola,19,15,2001,2003,2000,2008,1190164546,757851685,1305,1916,1421,2005,231,17818
Samarai,7,7,1999,1999,1998,1997,144068408,62377977,1090,2755,1344,2290,42,3210
Daru,28,21,2001,2000,2000,2000,888374620,1443346299,3377,2982,2794,2791,135,10334
Amio,10,9,2002,2001,2002,2002,254137588,395508601,3274,3081,2914,2884,48,3660
Motukea Island,166,78,2005,2005,2007,2008,2795812026,2596783694,835,2017,1345,1151,598,45693
Londolovit,82,29,2006,2006,2008,2007,3128121365,3989218423,2011,2270,2231,2240,578,43859
Wewak,45,28,2001,1999,2002,2002,1146777110,1686834927,2703,2885,2585,2586,296,22605
Madang,72,57,1999,2000,2000,2000,2294265330,3332075918,2718,2687,2720,2683,787,59824
Alotoa,31,25,2001,2001,1999,2000,938669944,855100958,1342,2954,1502,2020,254,19498
Lese,97,31,2013,2014,2013,2013,42301014870,33823558345,3789,4238,4099,4094,4173,269750
Kumul,17,15,2011,2012,2011,2011,2751470680,4970764493,2888,2658,2995,3017,335,25933
Anewa Bay,1,1,1983,1983,1983,1983,128279,45215,73,73,73,73,0,21
Oro Bay,14,11,2001,2002,2002,2002,444062629,701011176,3002,2402,2237,2328,63,4882
Karkar Is,5,5,2006,2006,2008,2007,472413238,867279757,2066,1943,2769,2837,42,3214
Pondo Harbour,3,3,1998,1998,1999,1998,13391429,17266508,305,4165,358,283,4,281
Kieta,9,9,2004,2004,1999,1999,173249668,273314745,2124,2324,1770,1660,28,2141
Kopi,4,4,2007,2007,1999,1999,98806997,124265429,2751,5123,3522,3325,80,6017
Aiambak,2,2,2010,2010,2009,2009,2157144,2781577,859,859,1323,1382,5,411
Caution Bay,2,2,2014,2014,2014,2014,396525716,325606772,1741,1741,1739,1715,39,2414
Longan Island,1,1,2008,2008,2008,2008,49370312,60708118,8270,8270,8270,8270,16,1257
Kerema,1,1,2007,2007,2007,2007,8316,9856,31,31,31,31,0,3
