int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chemical tanker,777,358,2007,2009,2011,2011,41423644733,68775473660,674,2768,2530,2569,6685,514849
Oil tanker,950,494,2006,2008,2009,2009,230871843987,437613405786,2828,3763,4094,4153,15941,1232547
Bulk carrier,348,249,2007,2008,2009,2009,34962720553,60079389045,3497,3903,3644,3646,3612,279498
Offshore,514,267,2007,2005,2012,2012,2748047413,2375486763,151,1729,1890,1558,1426,104010
Service - tug,289,165,2003,2004,2007,2006,226997161,208365352,129,847,610,619,280,21179
Service - other,141,66,2006,2003,2000,1998,280542054,307367843,290,1417,1729,2033,224,16902
Liquefied gas tanker,400,131,2010,2011,2010,2010,182700405347,148497147527,4187,4896,5516,5453,19101,1175436
Refrigerated bulk,100,61,1992,1991,1992,1992,1290174378,1459238012,2307,2237,2100,2092,770,58481
Miscellaneous - fishing,26,12,1984,1986,1978,1979,39402100,42777419,568,3730,3230,4008,54,4089
Container,582,190,2007,2007,2009,2009,42095805743,52728518309,964,2010,1811,1818,6294,487478
General cargo,368,136,1999,2006,2009,2009,6280043170,8724505546,387,2408,2205,2220,1146,88051
Ro-Ro,99,20,2013,2012,2013,2012,785238926,400979557,100,307,138,146,116,8989
Vehicle,91,54,2007,2008,2009,2009,2679960615,882388302,161,685,543,531,193,14939
Ferry-pax only,3,2,1979,1984,1972,1972,1299641,189947,644,747,519,516,2,118
Other liquids tankers,3,2,1971,1968,1971,1967,1451945,2167458,539,1054,915,754,65,5006
Ferry-RoPax,26,2,1976,1988,1977,1977,3289717,753509,119,147,117,116,9,708
