int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chemical tanker,29,14,2010,2011,2010,2010,539710619,883243313,301,968,971,972,94,7246
Oil tanker,9,7,2007,2007,2007,2007,184503359,304560357,211,700,725,715,38,2922
Container,95,9,2002,2001,1996,1998,645235017,703557292,144,732,466,408,152,11581
General cargo,79,11,2003,2008,2013,2012,1399661087,1781277265,331,1267,1816,1880,157,12054
Service - tug,24,5,1971,1982,1984,1982,16502473,8448775,259,1173,2138,2157,51,3854
Bulk carrier,6,4,2003,2006,2004,2004,103654842,157056240,1652,1530,1473,1436,14,1096
Cruise,1,1,1990,1990,1990,1990,67479529,11560505,1338,1338,1338,1338,13,968
Offshore,11,2,2007,2006,2007,2007,11595028,12590602,271,266,331,331,20,1534
Service - other,7,4,1996,1995,1999,1996,96246899,37664361,1732,1793,3777,2995,50,3742
Vehicle,12,5,2006,2005,2006,2006,838241331,224176640,1277,1306,1285,1290,58,4483
