int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Oil tanker,9,7,2007,2007,2008,2008,385080205,640039171,1674,1660,1513,1502,53,4068
Chemical tanker,29,14,2010,2011,2012,2012,668140113,1087655268,1565,1189,1202,1197,117,9054
Container,95,9,2002,2001,1999,2000,2440699995,2909391683,1531,2154,1764,1685,532,40847
General cargo,79,11,2003,2008,2008,2008,374766852,479688763,171,395,486,506,71,5370
Service - tug,24,5,1971,1982,1975,1975,2776620,1950959,149,269,360,498,11,842
Bulk carrier,6,4,2003,2006,2008,2008,87464501,137689253,790,1116,1243,1259,12,888
Offshore,11,2,2007,2006,2007,2007,54034071,58598333,598,459,1541,1540,44,3379
Service - other,7,4,1996,1995,1991,1991,60719028,32732195,1681,2053,2383,2603,28,2150
Cruise,1,1,1990,1990,1990,1990,113582700,19458839,2252,2252,2252,2252,24,1822
Vehicle,12,5,2006,2005,2006,2006,1720040994,451157760,2685,2183,2638,2596,119,9197
