int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Saipan,240,61,2002,2004,2007,2008,3735797921,3963151642,180,1061,1005,935,542,41603
Tinian,25,9,1991,1995,2005,2006,140916401,126915262,241,7345,2224,1586,87,6606
Rota,8,3,1992,1987,2000,2006,26115863,34068445,1084,1473,949,920,17,1271
