Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,140,13,7128,8354,2002,2001,2002,2002,1529,2345,2508,2451,113,127,142,141,22,21,28,27,1853.3,143106,145854,7201323,26502355,29205077,51438,194078,229745
General cargo,101,14,669,818,2004,2006,2008,2008,216,889,725,726,18,219,393,406,36,59,33,34,122.7,9349,9528,722299,2266283,3267634,7151,30708,42185
Chemical tanker,41,20,1715,2802,2010,2010,2010,2010,1647,1617,1881,1878,136,139,236,235,45,49,57,58,257.5,19901,20283,801294,4615988,5434533,19544,131219,162828
Vehicle,25,14,3090,1039,2005,2005,2003,2002,1379,1835,2382,2566,95,119,217,232,7,8,10,11,208.2,16112,16421,1052495,4640373,5374025,42100,160021,172218
Service - tug,24,6,4,3,1970,1980,1968,1970,156,790,562,666,72,242,493,522,38,41,119,110,13.0,978,996,67884,160525,214935,2828,7304,9861
Service - other,19,13,568,393,1992,1991,1985,1980,3159,4904,4542,4265,342,483,558,466,127,324,471,299,121.7,9227,9405,2744712,5631546,6068332,144459,321445,362956
Oil tanker,18,15,1553,2743,2007,2007,2006,2006,2438,2045,2136,2153,207,195,234,233,44,48,44,43,175.3,13580,13841,1696723,3768972,4193192,94262,253131,307372
Miscellaneous - fishing,10,8,43,48,2003,2001,2003,2006,4850,5244,5105,4668,554,693,895,787,10,19,15,8,58.0,4352,4436,334820,742694,844368,33482,78798,93411
Bulk carrier,9,4,134,218,1998,2002,2000,2000,1672,1925,1620,1675,146,217,327,335,74,79,81,82,26.0,2006,2044,89451,248322,385941,9939,46824,60688
Liquefied gas tanker,8,3,72,77,2012,2012,2012,2012,2252,2028,2221,2217,174,164,188,187,82,74,80,82,36.3,2782,2836,58426,169270,186928,7303,39985,52581
Cruise,2,2,288,36,1996,1996,1997,1995,2146,2146,2025,2162,124,124,120,133,9,9,9,9,65.2,5050,5147,144435,781934,931055,72218,334524,359276
