Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,1532,704,2444,3370,1992,1995,1999,1999,203,375,418,407,31,58,145,140,59,102,154,148,834.6,63336,64552,5150240,15309448,21755766,3362,12815,17406
Bulk carrier,411,309,3301,5413,2003,2005,2006,2006,211,437,431,430,29,67,203,204,125,159,198,198,524.2,40320,41094,2408170,5787095,8031575,5859,22821,28379
Chemical tanker,353,173,1180,1863,2003,2007,2006,2006,199,348,332,333,26,48,77,76,49,124,103,102,750.8,57301,58401,1340804,4960587,6048831,3798,15955,19925
Container,337,41,1230,1528,2000,2001,2000,2000,190,300,235,235,27,36,52,52,16,84,40,40,392.0,29912,30487,1477450,5453559,6170277,4384,17201,20741
Oil tanker,169,88,2640,4690,2008,2007,2007,2007,451,596,461,457,47,75,70,69,70,166,357,345,1085.2,83632,85238,3115370,6345183,7018607,18434,50339,62095
Ro-Ro,98,6,439,326,1986,1987,1983,1984,437,525,423,426,61,711,127,153,26,22,99,92,236.7,18194,18544,517342,2351735,1466555,5279,12627,15564
Liquefied gas tanker,46,13,138,146,2003,2006,2008,2008,413,407,337,340,39,43,63,63,68,74,76,78,106.8,8070,8225,110396,319835,353200,2400,13139,17279
Ferry-RoPax,45,1,408,208,1994,1994,1994,1994,626,626,629,629,50,50,52,52,44,44,75,75,117.6,8959,9131,1289960,3189969,3914113,28666,61190,55731
Service - tug,39,21,14,10,1997,1996,2002,2004,415,639,611,637,89,351,393,386,38,254,364,237,30.9,2321,2366,263566,623254,834503,6758,17451,23561
Service - other,13,12,61,75,1990,1990,1985,1984,1356,3301,1808,2306,279,993,2245,2443,162,575,1178,1273,61.8,4645,4735,523278,1073651,1156924,40252,89568,101135
Vehicle,3,3,22,6,2007,2007,2006,2007,183,242,235,231,22,25,27,27,9,208,182,202,8.5,657,670,5989,26404,30578,1996,7588,8166
Miscellaneous - fishing,3,1,3,4,1988,1988,1988,1988,360,360,400,400,45,45,114,114,51,51,64,64,1.5,116,118,27886,61857,70325,9295,21876,25933
Refrigerated bulk,1,1,2,2,1998,1998,1998,1998,163,163,163,163,12,12,12,12,13,13,13,13,0.9,70,71,4886,10676,12025,4886,10412,11241
