Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Burgas,1195,642,9219,14596,1998,2001,2007,2007,322,578,621,630,44,90,233,238,25,57,60,60,1726.2,132511,135055,10100528,26361965,33136622,8452,27862,34575
Varna East,818,573,4775,7597,1998,2000,2006,2006,248,527,681,708,57,118,244,250,26,60,84,84,1086.2,83162,84759,5283851,14131476,18593522,6459,23479,29819
Ignatievo,680,283,2861,3725,1997,1998,2001,2003,264,437,419,434,39,69,137,156,27,54,60,67,755.5,57765,58874,3516164,11507666,12935351,5171,18589,23333
Balchik,273,200,337,485,1989,1991,1991,1991,207,311,320,320,34,52,155,153,29,81,71,71,124.9,9470,9652,863044,2490933,3450543,3161,11533,15311
Akhtopol,46,39,88,140,1993,1994,1996,1997,305,372,280,274,29,73,47,40,66,127,125,119,29.0,2200,2242,245152,639624,884374,5329,17256,22958
Nessebar,25,22,53,76,1992,1993,2001,2001,275,339,255,227,33,78,80,75,48,55,67,64,12.5,948,966,96619,245877,341191,3865,13530,17892
Nikopol,14,6,7,9,1966,1967,1966,1966,301,291,303,285,39,42,72,70,9,23,19,19,2.0,149,152,28879,81798,117065,2063,6623,9492
Sozopol,4,4,154,235,2000,2000,1992,1993,1626,2947,1405,1267,178,447,248,227,157,480,69,76,32.4,2465,2512,110936,311587,433870,27734,126244,169112
Gurkovo,1,1,3,3,2013,2013,2013,2013,564,564,564,564,1466,1466,1466,1466,98,98,98,98,4.2,314,320,5017,14716,20294,5017,20098,25341
Oryakhovo,1,1,0,0,1967,1967,1967,1967,192,192,192,192,90,90,90,90,25,25,25,25,0.1,7,7,1246,3576,5139,1246,4063,5844
Kuklen,1,1,9,11,2008,2008,2008,2008,598,598,598,598,47,47,47,47,1,1,1,1,1.5,119,121,10196,39552,45132,10196,42692,52094
