Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,1537,704,2818,3943,1992,1996,1999,1999,225,410,479,473,43,76,199,196,31,60,91,89,803.9,61089,62262,5815384,17332860,24640238,3784,14528,19724
Bulk carrier,413,313,7440,12330,2003,2005,2009,2009,367,901,953,961,49,128,307,308,34,71,79,79,859.6,66320,67593,5037935,11599457,15467717,12198,45530,55538
Chemical tanker,350,173,1362,2141,2003,2007,2007,2007,224,433,387,387,32,79,157,160,23,40,53,52,566.3,43227,44057,1707731,6055094,7391030,4879,19576,24381
Container,339,42,1600,1981,2000,2001,2000,2000,236,366,305,302,29,44,63,63,20,45,23,23,462.9,35368,36047,1924271,7071506,7997707,5676,22155,26692
Oil tanker,168,88,3149,5697,2008,2007,2008,2008,483,523,554,559,76,146,173,175,28,80,54,54,655.9,50521,51491,3378061,6745019,7435713,20108,52360,65387
Ro-Ro,101,6,517,377,1986,1987,1983,1983,453,486,482,477,67,75,128,124,31,36,36,37,228.8,17583,17921,585294,2587416,1640595,5795,13850,16964
Liquefied gas tanker,46,13,149,158,2003,2006,2008,2008,329,434,370,372,36,41,48,48,28,39,49,50,55.2,4198,4279,119067,344957,380943,2588,14171,18636
Ferry-RoPax,44,1,397,202,1994,1994,1994,1994,634,634,627,627,52,52,54,54,21,21,21,21,89.8,6874,7006,1257261,3109108,3814895,28574,60994,55553
Service - tug,39,21,11,8,1997,1996,2000,2003,257,445,478,505,71,210,500,430,9,116,144,157,26.8,2010,2049,209054,494350,661908,5360,13841,18688
Service - other,13,12,29,29,1989,1990,1988,1984,598,1467,942,1032,51,288,186,104,23,210,488,639,20.7,1555,1585,199084,408476,440158,15314,34077,38477
Miscellaneous - fishing,4,2,2,2,1986,1984,1985,1987,181,180,189,197,30,42,39,33,41,41,44,58,1.1,87,88,16240,36024,40956,4060,9555,11327
Vehicle,3,3,30,8,2007,2007,2006,2006,370,344,321,308,37,32,40,39,5,24,12,13,2.8,213,217,7976,35166,40725,2659,10106,10876
Refrigerated bulk,1,1,1,1,1998,1998,1998,1998,142,142,142,142,12,12,12,12,11,11,11,11,0.8,64,65,4273,9336,10516,4273,9105,9831
