Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Turkey,1827,960,4852,7406,1997,2000,2003,2003,187,279,268,269,25,44,63,60,58,128,267,280,1915.8,146568,149382,6487778,19128344,24651621,3551,13139,16838
Russian Federation,399,220,2548,4076,1999,2000,2005,2006,469,572,508,509,64,133,140,131,50,108,113,113,1068.2,81766,83336,3685545,9747663,10427587,9237,27097,34692
Romania,281,180,320,465,1996,1995,2002,2002,107,160,161,174,15,54,84,93,35,109,107,112,183.4,13883,14149,511452,1505557,1939545,1820,6445,8412
Ukraine,239,148,611,844,1992,1995,1996,1998,327,367,357,366,45,63,92,97,38,91,104,116,187.0,14249,14523,968968,2617513,3523328,4054,14116,18481
Georgia,164,57,1105,1069,1999,2003,1997,2000,626,691,635,635,58,115,72,78,42,104,92,86,357.5,27347,27872,2204312,5887012,7252330,13441,37014,40413
Greece,40,39,197,302,1999,1999,2002,2002,523,830,540,526,58,94,76,62,66,107,173,175,46.4,3543,3611,263234,733140,1007362,6581,24385,31804
Italy,20,18,331,523,2000,2001,2001,2002,1187,1296,1337,1355,120,161,182,188,26,136,109,108,54.1,4164,4244,356434,984217,1292492,17822,66459,84023
Egypt,17,16,280,457,2002,2002,2009,2009,958,1013,1034,1032,100,160,194,197,81,107,149,154,40.6,3127,3187,222528,629339,849844,13090,54624,69378
Spain,12,12,360,506,2003,2003,2005,2004,2058,2498,2342,2261,176,211,205,191,174,289,322,313,75.5,5790,5901,340342,949119,1299341,28362,113441,143015
Israel,5,5,70,116,1997,1997,2008,2008,1060,1180,1086,1089,185,184,150,149,169,169,221,218,9.7,749,763,78943,186768,248605,15789,52671,66016
Libya,4,4,46,74,1988,1988,1991,1991,1136,1035,1072,1078,122,261,351,358,83,90,116,117,7.8,597,608,42990,121949,181026,10748,47716,61260
Tunisia,3,3,63,94,2013,2013,2013,2013,1263,1253,1218,1217,114,118,109,108,114,77,102,104,7.4,570,581,52705,134294,188808,17568,69584,86803
Gibraltar,3,3,144,224,2011,2011,2011,2010,2025,2000,1990,1983,164,164,164,163,153,141,157,171,16.4,1267,1292,97249,217439,282570,32416,117376,142514
Morocco,3,3,204,335,2006,2006,2005,2005,2327,2754,2645,2641,347,364,373,370,334,359,348,345,26.3,2032,2071,144697,328581,453689,48232,180787,221291
United Kingdom of Great Britain and Northern Ireland,3,3,44,71,2010,2010,2010,2010,2975,3137,3222,3233,309,325,322,322,76,75,81,82,11.2,853,869,88565,267678,381137,29522,117782,159420
China,2,2,37,57,2006,2006,2007,2007,1324,1324,382,321,296,296,443,426,50,50,73,71,5.5,422,430,21239,69792,100153,10620,56169,75796
Lebanon,2,2,7,10,2004,2004,2007,2007,1012,1012,1024,1021,172,172,162,164,213,213,285,271,8.6,650,663,21675,60486,75926,10838,34445,43372
