int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chemical tanker,229,102,2008,2009,2010,2010,5446701872,9106186838,576,1659,1469,1488,901,69041
Oil tanker,162,100,2006,2007,2008,2008,10930018781,19402689334,996,2197,2194,2218,1387,106549
Bulk carrier,8,2,2017,2012,2016,2016,41648446,62717406,794,1185,1035,1031,10,794
Cruise,442,63,2005,2005,2009,2009,30309336537,2759416100,200,473,627,616,5314,407557
General cargo,225,45,1997,2003,2002,2002,1961065712,2396684006,401,1627,1052,1080,620,47635
Service - tug,126,35,1983,1982,1989,1990,24979535,21579148,161,676,433,374,62,4632
Container,256,16,2007,2008,2007,2007,1771473935,2129283868,381,587,603,593,406,31073
Ro-Ro,427,8,1995,1993,1992,1992,527736113,583126723,112,485,249,280,234,17875
Liquefied gas tanker,72,25,2010,2009,2012,2012,1263595139,1432467848,852,1281,1341,1315,288,21883
Service - other,10,7,1990,1989,1989,1990,59817755,29090982,476,903,1639,1788,22,1685
Ferry-RoPax,2,2,1998,1998,2003,2003,8874991,1802473,268,268,179,182,14,1062
Ferry-pax only,1,1,1995,1995,1995,1995,2189513,328897,9397,9397,9397,9397,8,607
Offshore,154,8,1976,1982,1980,1980,13321043,20043024,111,316,128,129,45,3369
