int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chemical tanker,3060,918,2008,2008,2008,2008,98738928599,160732903406,781,1498,1648,1652,17340,1338143
Offshore,773,406,2001,2003,2004,2003,6474317794,6763251979,329,1241,1839,2130,2232,167841
Vehicle,425,216,2006,2007,2008,2008,19452167606,6564179766,348,732,824,826,1158,89641
Liquefied gas tanker,1337,381,2006,2008,2005,2006,183162048625,169497137297,1349,2790,3200,2976,23489,1610545
Bulk carrier,4082,1867,2007,2009,2010,2010,373883196378,673210474549,1024,2991,2698,2741,30322,2347802
Oil tanker,7021,1868,2006,2007,2008,2008,1278328180020,2412805016359,625,1989,2126,2130,99323,7686971
Container,4251,634,2005,2007,2010,2010,440752442059,474523683959,764,1668,1753,1696,40874,3164205
Service - tug,2515,634,2005,2006,2005,2004,949306962,810357072,186,909,450,444,1419,106615
General cargo,2138,589,1999,2002,2004,2005,36083977901,47398120335,502,1791,1888,1814,5892,452248
Ro-Ro,1204,142,2006,2005,2003,2003,7749040252,5224176880,164,1230,1826,1569,2367,179970
Service - other,196,104,2005,2005,2003,2001,724262246,809697750,317,1232,1194,1501,465,35029
Ferry-pax only,22,4,2002,1994,2000,1997,3361517,328211,142,218,303,305,8,585
Ferry-RoPax,286,16,1996,2002,1997,1996,399795987,109638368,256,3081,369,408,424,31866
Miscellaneous - fishing,21,8,1981,1983,1995,1996,132448304,101242509,45,9928,5478,4008,90,6774
Cruise,124,37,2008,2003,2007,2006,6689954580,696338096,326,913,614,670,1548,119787
Refrigerated bulk,56,10,2005,1999,2006,2006,2228722850,2131324211,3977,3041,3014,3031,845,64472
Other liquids tankers,6,2,1969,1969,1965,1961,279298,548570,109,114,106,107,1,98
