int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Fujairah,9105,4215,2007,2008,2009,2009,999477374790,1813064832290,816,2477,2144,2140,89323,6908957
Mina Rashid Port,891,278,2003,2003,2007,2008,4867741870,4315725396,150,849,1007,1276,1314,99937
Jebel Ali,2788,1143,2006,2007,2009,2009,225622558805,250652965356,680,1285,1602,1571,22087,1702505
Mina Khalifa/Abu Dhabi,323,233,2008,2008,2011,2011,41767429532,44323448187,780,1529,2061,2193,3349,259064
Ruwais,634,494,2010,2010,2011,2011,118231670899,196392570548,3718,3626,3561,3548,11282,873324
Khor Fakkan,2836,1434,2006,2006,2007,2007,378521797418,614103506146,789,2046,2066,2033,33818,2557856
Sharjah,1228,452,1999,2001,2004,2002,8884224523,9530113045,328,903,948,866,2159,164203
Al Hamriyah Lpg Terminal,504,367,2001,2003,2005,2006,5292727021,7987144639,445,995,944,898,1591,121528
Al Jazeera Port,96,84,2001,2000,2000,1999,5319824001,9833732574,377,1371,3234,3825,357,27344
Mina Zayed/Abu Dhabi,567,446,2009,2009,2010,2010,10339412107,15438273079,393,1158,1006,1211,1837,140523
Jebel Ali Free Zone,2349,853,2006,2008,2011,2010,171837379894,182599507176,462,1046,1503,1460,16018,1239158
Dibba,206,133,2002,2002,2006,2007,11564493273,20563840844,534,1272,1458,1510,1183,90567
Hulaylah Oil Terminal,768,434,2002,2004,2008,2008,92264820632,168566148628,463,2082,3231,3315,6853,525758
Musaffah,133,127,2007,2007,2008,2007,3943378062,4049011125,409,1521,5434,4587,626,47639
Mina Saqr,1172,445,2003,2006,2008,2008,24337611854,42343572106,465,1266,1155,1227,2530,195312
Fateh Oil Terminal,267,171,2003,2004,2007,2007,13556765008,23626643131,229,1082,2403,2457,1119,84403
Hamriya Free Zone Port,385,94,1997,1995,2001,2002,6901134643,12572169925,423,1128,5517,8512,621,47521
Yas Island,161,142,2008,2008,2009,2009,30824451948,53577238748,2322,3189,2632,2742,2708,209531
Free Port,371,340,2005,2006,2007,2006,22483646617,30972730616,439,1238,1897,1733,3260,242612
Abu Musa,255,154,2002,2002,2009,2009,6591713767,12450346673,274,1258,2100,2204,588,45094
Umm Al Qaywayn,73,67,1997,1998,2004,2004,874146527,1459451287,473,1078,869,859,183,14029
Abu Al Bukhoosh,511,181,2003,2005,2003,2005,2733175240,3938644737,113,389,1100,1077,456,32891
Kalba,122,72,1999,2002,1999,2001,6520426865,10694059406,657,1982,2556,2408,1135,87700
Das Island,633,234,2007,2007,2004,2007,142371207251,208431486687,305,2569,3634,3275,13232,905563
Hamriya,266,178,2001,2003,2006,2006,1177187543,1776546341,339,1068,1654,1977,548,41445
Dubai,68,46,2004,2004,2005,2005,2265522437,358892890,332,975,788,749,518,39991
Zirku,53,51,2010,2010,2008,2008,2950869733,4653048854,482,1515,1993,2488,392,30099
Rak Khor Port,22,20,2007,2006,2010,2011,787829927,1240124241,625,2643,1945,1754,136,10369
Ras Al Khaimah,19,19,2005,2005,2002,2004,2400154295,3181416139,2324,4093,3099,2551,263,18232
Ajman,114,48,1997,1992,1998,1998,343641486,436935966,202,1082,1349,1236,268,20230
Mina Khalid,200,129,1997,1997,2001,2000,2478909159,3114978505,461,1164,1224,1199,579,44354
Zirkuh Petroleum Port,295,230,2007,2008,2008,2008,104714435170,198582092931,966,2627,2761,2748,7059,543626
Rak Maritime City,51,40,2003,2005,2002,2002,3010090592,5757845497,470,1371,6428,7605,266,20511
Arzanah,25,15,2011,2010,2006,2006,186337718,338956012,119,1237,512,540,37,2831
Ahmed Bin Rashid Port,17,16,1993,1993,1991,1992,209531544,283052878,765,1558,1398,1229,79,6037
Abu Dhabi,5,5,2002,2002,2009,2009,16378532,27661996,508,461,468,468,8,635
Umm An Nar,4,4,2010,2010,2010,2010,82430298,139704719,1058,1153,2350,2385,16,1212
