int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Fujairah,9162,4049,2007,2008,2008,2008,1291804095654,2402608992126,824,1963,2629,2681,86938,6730047
Free Port,348,321,2005,2005,2006,2007,14960894553,19652274681,500,1277,1572,1523,2542,190303
Jebel Ali,2746,1110,2006,2007,2009,2009,233667886562,266437971023,809,1612,1654,1669,24278,1866974
Mina Khalifa/Abu Dhabi,399,253,2008,2008,2008,2009,28983938985,35157900570,550,1672,1175,1380,2881,222944
Khor Fakkan,3088,1498,2005,2006,2007,2008,645347778895,1030982417278,1565,2361,3168,3166,49459,3672234
Ruwais,477,387,2010,2010,2010,2010,63356493358,104697111798,1825,2357,2788,2847,5360,414965
Arzanah,28,17,2010,2008,2012,2012,707195852,1290798789,88,939,2965,3416,49,3773
Mina Zayed/Abu Dhabi,620,484,2009,2009,2012,2012,18980152948,30302818857,488,1601,1635,2101,2691,206236
Jebel Ali Free Zone,2200,821,2006,2008,2011,2011,264398686802,282492649216,604,1807,2523,2454,24497,1895353
Musaffah,157,148,2008,2008,2008,2007,1050715759,1055355428,207,797,1135,886,452,34182
Al Hamriyah Lpg Terminal,515,383,2001,2003,2008,2009,7701726832,12302675252,440,1087,1250,1268,1589,121662
Mina Saqr,1310,548,2004,2007,2007,2007,22996850209,39690025547,489,1046,952,958,2365,182227
Dibba,215,146,2002,2002,2007,2007,25653651149,45649557279,1086,2285,2890,2968,1766,134846
Hulaylah Oil Terminal,810,466,2002,2004,2007,2007,43976946361,77469840860,436,1321,1495,1477,3148,239971
Sharjah,1275,495,1999,2001,2005,2005,9125307682,11973543705,301,930,986,1065,2661,202755
Fateh Oil Terminal,296,180,2004,2005,2007,2007,5567034677,9549446962,258,740,994,1017,528,40690
Hamriya Free Zone Port,406,95,1997,1996,1993,1996,1007274347,1282905933,453,506,815,870,513,38908
Yas Island,98,89,2008,2008,2009,2009,19019717252,32909056515,1501,2813,3095,3297,1426,110200
Mina Rashid Port,893,251,2002,2002,2007,2006,3413886810,2220755072,154,816,722,771,1362,103501
Kalba,116,75,2000,2003,2001,2001,7295606345,12731367619,504,1700,2793,2869,694,53338
Abu Musa,229,142,2002,2001,2007,2007,5372779084,9607126152,387,915,1539,1554,415,31956
Das Island,491,187,2008,2007,2007,2008,38340705192,65255931580,109,1489,1634,1536,3148,233257
Abu Al Bukhoosh,433,163,2002,2005,2009,2009,1797227858,2704760677,128,447,835,808,305,23328
Hamriya,274,186,2001,2003,2004,2004,966258411,1228412154,352,1381,1193,1160,1098,82790
Rak Khor Port,16,15,2004,2003,2008,2008,638997460,1169553910,782,1157,2132,2221,57,4410
Ajman,125,53,1997,1993,2000,2001,422284853,657988623,213,922,2352,2459,359,27061
Dubai,70,45,2004,2004,2006,2005,2917788389,787884878,373,1575,811,1203,699,53913
Mina Khalid,217,137,1998,1998,1998,1998,2085035716,2677450068,501,911,1253,1252,608,46501
Zirku,44,44,2008,2008,2004,2004,1832528689,2975845860,118,1150,2033,2607,149,11490
Al Jazeera Port,89,80,2000,2000,2002,2002,1331722153,2299444940,373,1105,1258,1305,262,19932
Zirkuh Petroleum Port,204,172,2008,2008,2009,2009,48991027293,93478337418,473,1636,1909,1909,2571,199105
Umm Al Qaywayn,65,58,1998,1999,2004,2004,891622523,1536533780,422,1202,1611,1742,205,15574
Rak Maritime City,56,43,2003,2005,2009,2009,426919101,654498356,366,882,916,862,137,10429
Ahmed Bin Rashid Port,10,10,2000,2000,2000,1999,95356442,147687982,1536,2107,2112,2162,51,3831
Ras Al Khaimah,20,19,2001,2001,2005,2005,3037304544,5523912125,1004,3045,3961,4855,240,18412
Abu Dhabi,2,2,1999,1999,2010,2010,63715077,109816550,967,967,1878,1893,11,872
Umm An Nar,2,2,1996,1996,1994,1994,20264,15761,71,71,7,22,21,1575
Ruwais Port,1,1,1999,1999,1999,1999,2164328920,3721111853,35772,35772,35772,35772,180,13953
