int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Cruise,437,91,2000,2000,2004,2003,9134941232,894733439,148,536,288,289,2180,168513
General cargo,118,28,1991,1995,2000,2000,486368282,623816973,410,849,610,644,154,11845
Service - other,14,11,1998,1997,1988,1991,50388545,30231109,923,1803,1199,1289,34,2552
Chemical tanker,81,22,2008,2007,2008,2008,462309513,718325758,383,1018,733,729,167,12686
Container,299,33,2006,2007,2008,2007,673077865,849568595,213,305,225,222,203,15499
Refrigerated bulk,54,9,2003,2002,2002,2002,1672534207,1843685825,3777,2777,2282,2277,605,46305
Vehicle,35,14,2003,2004,2006,2005,259453557,79618199,260,183,253,244,35,2731
Bulk carrier,31,14,1993,2003,2011,2011,445179246,674566841,510,1441,1448,1405,67,5136
Oil tanker,39,10,2004,2005,2010,2010,542825662,1036561159,344,594,1338,1469,87,6599
Miscellaneous - fishing,1,1,2008,2008,2008,2008,4575174,1662574,2063,2063,2063,2063,2,184
Service - tug,4,3,1986,1990,1987,1987,388098,219601,246,333,339,327,1,65
Ferry-RoPax,54,3,1965,1968,1968,1968,20375444,4340243,102,2733,681,608,20,1506
Liquefied gas tanker,47,7,2008,2006,2011,2011,789080301,702500739,230,1159,1942,1822,109,7198
Offshore,5,4,2010,2008,2012,2012,157072956,104747792,2282,2572,2309,2323,50,3830
