Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,273,53,6683,8387,2004,2003,2005,2005,837,1374,1152,1155,75,119,340,333,30,43,45,45,1093.5,84255,85873,7320927,26788435,29711323,26817,101675,120865
General cargo,90,27,810,1105,2008,2006,2006,2005,793,1522,1325,1337,81,161,431,456,50,62,47,47,182.4,14025,14295,1042579,3232922,4556216,11584,51394,66896
Bulk carrier,79,65,6385,11003,2012,2012,2010,2010,1377,3119,2633,2608,129,361,786,764,78,95,84,85,570.6,44135,44983,3576109,8896093,11631674,45267,182501,223973
Chemical tanker,39,25,1658,2657,2009,2009,2009,2009,1385,2173,1975,1971,209,211,263,261,49,98,87,85,261.8,20189,20576,699120,4197374,4903799,17926,125732,155130
Vehicle,35,30,4290,1399,2009,2008,2009,2008,1404,1979,1960,1975,100,127,192,190,16,23,18,18,258.8,20048,20433,1417057,6247703,7235477,40487,153892,165622
Cruise,35,12,739,88,1992,1996,1999,1996,632,676,605,605,41,55,47,47,22,26,34,33,224.1,17314,17646,340645,1920654,2411488,9733,47286,53772
Oil tanker,17,6,1724,3007,2010,2009,2010,2010,2897,2027,2886,2905,243,185,260,260,35,98,47,46,211.5,16370,16684,2407438,3934096,5211526,141614,336600,420724
Liquefied gas tanker,15,7,430,486,2013,2012,2016,2016,957,2091,2444,2435,104,181,337,338,41,86,40,40,72.0,5521,5627,366589,1062068,1172863,24439,133804,175955
Miscellaneous - fishing,10,9,115,95,2005,2004,2004,2003,6584,8954,9929,9954,416,743,753,637,137,728,1233,1341,94.5,7093,7229,668112,1482001,1684885,66811,157237,186395
Ro-Ro,9,3,11,8,1990,1998,1983,1984,406,446,365,378,76,120,123,120,12,11,48,44,10.1,763,778,27408,211303,99712,3045,7432,10594
Refrigerated bulk,5,4,242,270,1994,1998,2010,2010,646,4475,5970,5837,58,409,743,742,199,263,110,111,122.2,9303,9481,800138,1748341,1969342,160028,341017,368196
Service - other,3,2,14,5,1985,1990,1998,1995,2150,2622,2581,2413,451,391,446,445,39,264,362,332,6.9,525,535,36998,75911,81799,12333,27442,30986
Service - tug,2,2,3,1,1994,1994,1995,1995,5067,5067,4817,3137,2248,2248,1496,1554,1846,1846,192,320,15.6,1175,1197,24314,57496,76984,12157,31392,42385
