Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Mauritius,158,50,1898,2384,2004,2005,2004,2005,496,650,542,542,48,62,66,67,50,126,102,115,425.6,32785,33415,1916840,6965508,7872754,12132,46917,56129
Réunion,112,48,1357,1300,2004,2003,2005,2005,390,577,453,445,35,41,45,46,28,67,54,66,245.6,18913,19276,1149034,4476370,5067188,10259,40467,47954
South Africa,74,46,2212,2165,2009,2008,2011,2011,1301,1455,1360,1367,111,254,136,155,37,71,63,95,274.0,21085,21490,1397468,4920887,6012579,18885,79345,95815
Mayotte,55,19,185,218,2004,2003,2002,2005,252,341,290,305,22,36,44,47,56,54,64,70,66.2,5051,5148,245104,873910,1080923,4456,18313,22599
United Arab Emirates,42,28,4361,7599,2013,2013,2013,2013,2992,3048,3025,3026,258,271,269,269,134,162,158,159,481.6,37307,38023,3139416,6849366,8484678,74748,242175,296356
Seychelles,32,16,694,246,2000,2000,2000,2001,741,4646,738,778,52,760,258,386,30,79,30,78,234.1,17921,18265,623636,2215147,2438272,19489,66762,72804
Mozambique,29,21,556,726,2004,2005,2008,2008,1044,1091,1143,1148,97,117,129,137,56,72,75,78,91.9,7046,7181,398866,1590267,1942034,13754,65122,81538
Comoros,24,8,103,149,2007,2008,2007,2007,1014,542,807,814,110,86,122,122,31,102,37,37,38.1,2913,2969,244742,731386,991293,10198,40812,51464
Kenya,17,16,974,429,2009,2009,2009,2009,1225,1265,1245,1300,76,97,84,96,14,26,18,21,70.7,5470,5575,384050,1535773,1814260,22591,85511,94916
"Tanzania, United Republic of",11,6,121,121,2010,2007,2009,2011,877,970,968,1038,77,87,127,140,26,51,105,125,39.9,3071,3130,98426,311608,388885,8948,35694,45401
Singapore,8,7,691,1077,2005,2004,2007,2007,3741,3753,3769,3772,319,321,322,324,48,83,92,98,98.7,7612,7758,765722,1995383,2441638,95715,316646,385180
India,6,6,660,868,2009,2009,2007,2008,3646,3531,3571,3521,298,282,266,288,24,25,18,22,52.2,4041,4118,363632,1203178,1498151,60605,260175,312800
Pakistan,5,5,509,898,2011,2011,2011,2011,3017,2999,2998,2998,252,250,250,250,72,151,153,153,44.4,3438,3504,266462,635319,755544,53292,201227,240097
Malaysia,4,4,936,1620,2005,2005,2008,2008,4077,8975,11473,12415,380,758,1610,1661,21,27,15,14,99.3,7687,7835,687929,1680780,2069713,171982,628570,742656
Sri Lanka,4,4,262,396,2005,2005,2005,2008,2545,2642,2691,2734,208,209,211,212,56,66,54,55,25.4,1963,2001,151175,469721,594297,37794,162078,200671
Turkey,3,1,2,2,1981,1981,1981,1981,149,149,150,150,16,16,17,17,102,102,246,246,7.6,571,582,5730,44179,20848,1910,4662,6645
China,2,2,130,192,2010,2010,2008,2007,2940,2940,2941,3038,248,248,283,291,74,74,82,84,19.2,1487,1515,76982,231824,354428,38491,194503,256395
Viet Nam,2,2,282,479,2016,2016,2015,2015,5072,5072,5016,5004,443,443,432,429,155,155,175,181,24.8,1918,1954,135276,385162,525541,67638,314375,397240
Spain,2,2,102,173,2000,2000,1997,1997,3339,3339,5940,5967,294,294,522,522,112,112,126,126,14.2,1100,1121,73211,201985,311843,36606,169805,219787
Brazil,2,2,340,512,2010,2010,2011,2010,5574,5574,5574,5574,468,468,467,468,62,62,62,61,45.4,3513,3581,98787,723449,834123,49394,426538,524341
