Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Toamasina,113,15,317,175,2000,2001,2003,2006,249,579,474,490,22,313,90,158,68,162,55,122,159.1,12071,12302,775725,1836137,2006488,6865,19164,23635
Maroantsetra,79,4,14,11,1996,1985,1992,1995,179,243,373,339,13,22,25,24,44,35,147,186,30.6,2295,2339,640692,1360191,1685657,8110,19023,25260
Diego Suarez,64,22,286,231,2002,1999,2000,2004,339,353,258,347,28,91,61,86,36,96,46,72,125.1,9519,9701,325009,1029650,1209871,5078,19561,23891
Majunga,44,11,137,193,2007,2000,2008,2008,640,552,574,577,66,66,78,78,54,75,65,65,69.3,5250,5351,310356,735193,914845,7054,26170,33745
Toliara,38,14,175,261,2006,2003,2006,2007,348,622,576,585,46,121,166,183,40,75,78,77,45.7,3494,3561,226284,525016,721539,5955,23336,30316
Ehola,34,9,183,264,2009,2003,2012,2012,339,559,988,980,32,60,66,66,46,48,1325,1319,57.0,4359,4443,449203,719699,823267,13212,46643,60903
Nosy-Be,33,11,77,56,2004,2000,2009,2010,209,254,211,262,20,26,41,67,40,50,31,49,39.6,3014,3072,111839,281493,302839,3389,11867,14747
Morondava,5,3,9,9,1986,1986,1998,2007,414,387,440,549,37,49,72,88,16,27,41,52,4.4,330,336,16724,58120,86717,3345,12662,18180
Manakara,1,1,14,23,1997,1997,1997,1997,736,736,736,736,1714,1714,1714,1714,40,40,40,40,4.1,307,313,9301,25819,40128,9301,43817,56789
Antalaha,1,1,1,1,2010,2010,2010,2010,4017,4017,4017,4017,8137,8137,8137,8137,16,16,16,16,8.2,617,629,15687,37095,49668,15687,40506,54690
