Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Mauritius,110,36,1317,1280,2002,2002,2002,2002,500,595,571,570,56,58,64,72,36,42,58,59,310.5,23836,24294,1239095,4728350,5365285,11265,45017,53141
South Africa,107,72,4104,5599,2010,2010,2011,2012,1344,1476,1477,1501,104,203,190,216,57,127,71,79,410.1,31672,32280,2378544,6752903,8275165,22229,85875,102903
Mozambique,94,43,2554,3248,2005,2004,2006,2006,1281,1137,1232,1236,102,118,117,120,22,56,56,60,433.2,33443,34085,2627776,9673616,10876074,27955,109306,131116
Réunion,78,30,940,721,2003,2002,2003,2005,396,895,481,497,40,107,57,70,24,51,44,56,194.6,14971,15259,748977,3046801,3647248,9602,40411,48407
Seychelles,60,23,1269,1431,2003,2001,2005,2005,922,4212,959,978,92,371,167,150,42,315,154,134,306.0,23410,23859,1824326,5792227,6464469,30405,97820,114949
Comoros,32,7,91,126,2005,2004,2004,2004,278,659,360,359,30,97,49,48,42,37,64,66,37.0,2821,2876,170899,571480,706212,5341,21262,26554
Mayotte,20,8,52,71,2008,2006,2007,2007,304,394,347,350,28,45,50,51,54,50,64,66,19.5,1495,1524,100391,304581,385666,5020,18897,23448
United Arab Emirates,15,10,1425,2323,2010,2010,2010,2010,2897,2927,2930,2929,238,233,247,249,19,54,49,49,168.7,13062,13313,1476214,3478851,4330471,98414,311204,388001
Singapore,14,13,2582,1982,2009,2009,2009,2009,3676,5072,4797,5727,240,370,675,929,14,80,25,32,247.6,19144,19512,1784960,6706444,7514876,127497,471090,543905
"Tanzania, United Republic of",10,6,133,109,2009,2006,2008,2008,948,1043,1088,1106,107,100,91,98,114,163,121,192,38.9,2972,3029,80455,315283,393650,8045,37280,46434
