Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,270,51,3250,4057,2004,2004,2004,2004,482,572,570,569,40,50,86,86,48,69,80,81,715.9,55047,56104,3588589,13312000,14841949,13291,51448,61481
General cargo,89,27,570,751,2008,2006,2008,2009,810,1652,1014,994,82,158,163,160,36,35,45,46,152.6,11750,11975,1096295,3258131,4538027,12318,49887,64175
Bulk carrier,79,67,6602,11556,2012,2012,2012,2012,2822,2791,2726,2742,248,258,473,478,128,160,147,147,604.1,46773,47671,3620218,8778050,10983729,45826,178159,215606
Chemical tanker,39,25,1721,2749,2009,2009,2009,2009,1282,2256,2049,2037,148,207,297,294,49,62,48,48,266.1,20551,20946,742539,4363113,5088545,19039,130562,160602
Vehicle,36,31,2382,781,2009,2008,2009,2009,1186,1031,1059,1074,74,70,95,96,12,12,13,13,137.1,10618,10822,790764,3486421,4037630,21966,83491,89855
Cruise,36,12,891,102,1992,1996,2000,1999,696,731,688,663,45,55,51,52,10,12,11,11,214.2,16550,16868,434327,2223304,2694518,12065,53549,59020
Oil tanker,16,6,1553,2707,2010,2009,2010,2010,2895,1990,2798,2818,240,178,257,257,89,84,94,95,247.1,19134,19501,2169308,3530982,4680951,135582,322151,402982
Liquefied gas tanker,14,7,314,364,2013,2012,2013,2013,1022,1753,1823,1857,104,154,196,198,36,98,84,83,58.3,4466,4552,274456,795145,878095,19604,107331,141143
Miscellaneous - fishing,11,10,35,21,2005,2004,2005,2004,1181,7703,2942,2134,549,1190,4158,3868,30,94,61,69,62.9,4724,4814,146489,324940,369424,13317,31341,37153
Ro-Ro,9,3,10,7,1990,1998,1982,1983,256,282,351,357,43,39,67,68,116,266,171,167,21.1,1589,1620,25892,199620,94199,2877,7021,10009
Refrigerated bulk,5,4,73,84,1994,1998,2003,2003,1410,1953,1812,1812,201,303,223,226,30,42,28,28,42.1,3185,3246,248396,542758,611366,49679,105866,114303
Service - other,4,3,8,3,1981,1983,1985,1982,1652,1660,1407,1458,360,1822,648,716,26,50,48,43,13.2,996,1015,23502,48221,51961,5876,13074,14762
Service - tug,2,2,3,1,1994,1994,1995,1994,3993,3993,3840,2807,98,98,71,80,784,784,1293,1118,7.0,525,536,21754,51442,68879,10877,28087,37922
