port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Karachi - Port Qasim,31,26,2006,2007,2007,2007,422500266,501435840,185,1721,308,312,105,7986
Kiamari - Port Qasim,15,13,2006,2006,2007,2007,240847887,393831882,512,485,462,509,29,2268
Muhamamad Bin Qasim - Karachi,1,1,2007,2007,2007,2007,11067271,19770397,369,369,369,369,2,136
Ormara - Kiamari,4,3,1997,1994,2004,2005,124771072,216064500,944,940,930,937,20,1524
Ormara - Port Qasim,1,1,1989,1989,1989,1989,3265479,3869070,1014,1014,1014,1014,2,150
Kiamari - Jiwani,4,4,2003,2003,2008,2008,48929642,83371717,631,590,594,682,9,656
Kiamari - Gwadar,8,4,1992,1991,1988,1992,50222024,41973832,354,2122,524,394,21,1584
Gwadar - Jiwani,2,2,2008,2008,2011,2012,1607215,2548028,318,318,396,432,1,100
Muhamamad Bin Qasim - Port Qasim,7,6,2010,2010,2011,2011,57117124,95049143,858,1367,427,403,23,1724
Gwadar - Ormara,2,2,1984,1984,1985,1986,644625,940566,111,111,125,137,0,27
Ormara - Pasni,3,2,2003,2002,2005,2005,56916690,101928243,525,490,459,459,4,332
Jiwani - Port Qasim,1,1,1991,1991,1991,1991,5844812,8124688,2002,2002,2002,2002,2,153
Gwadar - Karachi,7,5,2003,2005,2004,2005,53810690,73409597,263,276,303,303,7,507
Port Qasim - Gwadar,5,3,2000,2002,2004,2004,46917180,62124490,279,851,473,535,9,671
Karachi - Jiwani,2,2,2009,2009,2017,2017,3545884,1096422,803,803,1222,1193,1,105
Karachi - Kiamari,5,3,2002,2003,1993,1988,23516479,35097876,3497,2451,593,532,21,1598
Gwadar - Pasni,3,2,2007,2007,2006,2006,53023569,92461412,423,768,423,416,5,399
