int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Liquefied gas tanker,162,86,2003,2007,2009,2009,26666625081,22784338926,1250,2637,2565,2550,3366,215780
Container,1164,297,2007,2007,2007,2007,80383578224,90332656813,831,1186,1159,1146,9037,699764
Chemical tanker,523,321,2009,2009,2009,2009,16370185577,26730266931,1021,1799,1814,1818,3052,235621
Vehicle,69,47,2007,2008,2007,2007,6170600873,2076255995,1520,1633,1669,1661,417,32266
Bulk carrier,579,499,2010,2010,2011,2011,62929303075,111106945306,3262,3234,3352,3370,5633,436257
General cargo,170,132,2004,2004,2007,2007,6577670340,8978072876,1967,2200,2465,2495,947,72933
Oil tanker,385,163,2004,2005,2005,2005,23891798844,42869650946,976,1543,1381,1379,2890,223659
Offshore,6,4,2002,1998,2009,2009,1624571322,1351938499,2564,2336,5286,5263,170,13154
Service - other,7,7,1997,1997,2002,2003,57619277,45872470,4236,6495,3757,3104,51,3829
Service - tug,45,23,2005,2000,2007,2007,23247367,16191708,490,968,739,698,42,3181
Ro-Ro,8,5,1995,1989,1980,1980,57861559,41195309,615,1446,1571,1424,30,2316
Miscellaneous - fishing,2,2,1998,1998,1995,1994,1446452,714898,1100,1100,1127,1195,2,117
