int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Liquefied gas tanker,162,86,2003,2007,2008,2008,23030120930,19778210261,1041,2057,2215,2214,3001,200319
Container,1164,297,2007,2007,2008,2008,70876852966,79948555959,598,1036,1022,1015,7649,592307
Chemical tanker,523,321,2009,2009,2007,2007,13179160242,21567502232,872,1403,1460,1467,2357,181884
Bulk carrier,579,499,2010,2010,2011,2011,33138016274,58818407619,933,1768,1765,1784,2819,218185
Vehicle,69,47,2007,2008,2010,2010,6447844945,2188036622,943,1626,1744,1751,406,31475
General cargo,170,132,2004,2004,2006,2007,3467886975,4535775375,836,1329,1300,1261,640,49065
Offshore,6,4,2002,1998,2008,2007,413152122,353473426,1067,6435,1344,1376,53,4052
Oil tanker,385,163,2004,2005,2003,2002,29788604492,54861743735,825,1677,1721,1765,2926,226362
Service - other,7,7,1997,1997,1987,1986,79423126,111745233,2615,5345,5179,7560,45,3379
Service - tug,45,23,2005,2000,2007,2007,30841641,21107800,433,1086,980,910,89,6719
Ro-Ro,8,5,1995,1989,1988,1991,21904527,16687730,474,504,595,577,124,9452
Miscellaneous - fishing,2,2,1998,1998,2002,2001,471511,198893,382,382,368,333,1,43
