int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Sisimiut,22,19,1998,1996,1998,2002,146942540,49393712,1472,1922,1576,1705,72,5439
Tasiilaq,21,13,1997,1990,2002,2007,257530083,123317408,1558,929,997,1380,76,5786
Illulissat (Jakobshavn),5,5,1989,1989,1999,1991,33203247,7412090,1263,1807,1084,903,23,1768
Qeqertarsuaq,4,4,1994,1994,1998,1995,57740754,9983259,1743,1730,1790,1612,24,1835
Nuuk,100,47,1994,1991,1998,2001,1637126051,1235400044,1364,1703,1676,1901,490,37514
Nanortalik Havn,24,21,2000,1998,2001,2004,477220869,131898880,974,1156,1069,1245,120,9255
Pituffik (Thule Air Base),6,5,2003,2002,2006,2006,258903098,310644151,3119,2604,3005,3217,54,4127
Aasiaat,6,6,1985,1985,1999,1995,25753962,14270023,1512,1778,2543,2010,16,1205
Narsarssuaq,8,6,1992,1987,1985,1993,61331071,24304848,915,1040,965,919,20,1559
Kangerlusuaq,4,2,1982,1982,1982,1982,55680556,8157991,1309,1309,1232,1238,27,2053
Paamuit (Frederikshab),4,4,1990,1990,1989,1988,2117680275,624034585,1038,12607,20066,31463,152,11803
Maniitsoq,3,3,1990,1990,1986,1986,3412211,1316447,179,757,1401,1295,3,211
Nalunaq Gold Mine,2,2,1991,1991,1995,1984,12952407,2261972,884,884,797,924,4,325
Uummannaq Harbor,5,4,1993,1994,1994,1992,50477232,5853033,948,889,929,576,19,1433
Kuummiut,1,1,2012,2012,2012,2012,4828203,3596873,1199,1199,1199,1199,1,74
Seqi Olivine Mine,1,1,2015,2015,2015,2015,439100,448680,1597,1597,1597,1597,1,109
