port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Freetown - Bonthe,18,18,2007,2007,2004,2005,46427364,70984270,102,375,125,115,23,1728
Freetown - Gbangbatok,2,1,2012,2012,2012,2012,560762,452384,242,242,242,242,1,65
Pepel - Gbangbatok,1,1,2014,2014,2014,2014,103272,60891,244,244,244,244,0,11
