port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Castellon - Alicante,36,16,2008,2002,2009,2008,99435240,135820227,149,362,191,198,29,2244
Alicante - Ceuta,19,16,2004,2006,2009,2010,66190581,106619294,311,348,336,336,13,996
Ceuta - Puerto De Gandia,3,3,2011,2011,2012,2012,10158920,14012198,424,424,436,432,2,166
Moraira - Alicante,17,9,2004,2006,2006,2009,14135170,11796889,467,542,222,115,6,440
Tarragona - San Feliu De Buxalleu,1,1,2010,2010,2010,2010,1188486,1701758,211,211,211,211,0,19
Barcelona - Sagunto,112,52,2003,2004,2005,2003,391892201,305678757,202,237,239,236,80,6168
Sagunto - San Pedro Pescador,1,1,2010,2010,2010,2010,1993494,2854425,354,354,354,354,0,31
Chipiona - Sevilla,236,190,2004,2004,2005,2005,113269424,164496282,63,115,107,107,59,4489
Sevilla - Torrevieja,3,3,2003,2003,2006,2006,5634586,8611469,425,439,447,445,2,153
Torrevieja - Huelva,13,5,2000,2004,2003,2003,23299805,34194505,413,474,522,519,7,509
Arinaga - Puerto De Granadilla,3,3,2006,2006,2005,2007,2350865,2440453,125,1068,203,153,4,330
Puerto De La Luz/Las - Gran Tarajal,51,7,2003,2001,2004,2004,581448861,116132834,615,438,848,844,185,14202
Gran Tarajal - Tenerife,66,3,2004,1999,2004,2004,171496394,34156662,110,119,146,147,54,4182
Tenerife - Puerto De La Luz/Las,649,70,2005,2002,2004,2005,1799906166,531362347,63,189,258,110,757,57531
Puerto De La Luz/Las - Las Palmas,123,45,2002,1999,2001,2001,342201853,182762511,115,1852,603,336,397,29926
Puerto De La Luz/Las - Motril,6,6,2002,2002,2005,2003,91350902,33268438,921,1118,1191,1091,32,2431
Motril - Melilla,638,11,2000,1998,2002,2003,2395335626,778391086,106,180,216,248,675,51867
Motril - Cadiz,5,5,1992,1992,1999,2003,15059717,4086986,278,268,283,251,17,1260
Cadiz - Puerto De La Luz/Las,47,9,1999,2003,2000,1999,327605424,272087307,700,978,780,790,116,8968
Pasai San Pedro - Bilbao,10,9,2009,2010,2010,2009,2682103,3569969,71,95,88,91,1,83
Algorta - Ribadeo,3,3,2003,2003,2007,2007,2155057,2997727,455,410,453,460,1,64
Tarragona - Banyeres Del Penedes,56,52,2006,2007,2008,2008,326717005,522425029,237,361,407,425,58,4489
Sevilla - Pasajes,1,1,1993,1993,1993,1993,4017144,6191755,1006,1006,1006,1006,1,66
Darbo - Vigo,26,20,2000,1998,2002,2002,68106302,61064532,524,2018,481,765,45,3400
Castellon - Ceuta,52,40,2005,2006,2005,2005,175795856,251776202,456,542,546,543,46,3503
Ceuta - Chipiona,30,28,2004,2004,2003,2003,38208167,57536262,128,277,291,295,16,1202
Sevilla - Garrucha,10,9,2003,2003,2004,2004,16908304,26302485,352,351,348,349,4,318
La Palma - Tenerife,303,49,2005,2000,2007,2009,1295097031,331339669,113,134,123,117,350,27030
Tenerife - Las Palmas,828,165,2003,2003,2003,2005,1694047218,741540670,62,157,89,74,658,50525
Las Palmas - Vigo,23,12,2001,2001,2000,2002,503906449,170664112,917,1552,944,994,75,5735
Almeria - Ibiza,7,6,1986,1987,1986,1985,52519109,7675209,272,269,275,274,13,988
Ibiza - Barcelona,893,38,2002,1999,2002,2002,4975853214,1444189205,154,246,222,231,1183,89804
Palma De Mallorca - Cadiz,34,13,1999,2004,2001,2000,1401512143,154502542,549,626,594,594,329,25462
Vigo - El Ferrol,17,9,1995,2002,1996,1999,23764763,21447116,174,180,203,223,15,1126
Coruna - Malaga,4,3,2004,2001,2006,2006,199892266,70851510,752,813,755,886,34,2622
Malaga - Cartagena,85,52,2000,2001,2005,2006,1070892634,270345986,207,268,264,324,224,17337
Las Palmas - Puerto Del Rosario,166,40,2004,2002,2007,2005,774639661,209446137,114,206,128,160,224,17237
Puerto Del Rosario - Tenerife,228,34,2003,2002,2006,2004,683677094,361067924,164,189,176,195,208,15922
Tenerife - La Gomera,64,20,1998,1994,2007,2004,217294949,28796910,85,192,93,98,95,7355
Corcubion - Coruna,15,10,2003,2003,2005,2006,16715074,15299417,786,1255,684,542,21,1553
Carino - San Ciprian,36,28,2004,2005,2007,2007,45243317,73342604,224,255,211,200,27,2009
Sevilla - Ceuta,31,28,2004,2003,2005,2005,31518362,45260975,160,283,248,241,11,815
Ceuta - Barcelona,92,77,2003,2005,2002,2006,786554246,633958497,527,613,639,662,173,13337
Castellon - Malaga,14,10,1999,2000,2007,2007,45561396,71895468,436,522,658,671,20,1554
Santurce - Cillero,3,3,1997,1997,1998,1998,4302662,5836113,350,312,293,298,1,73
Cillero - Ceuta,12,12,2001,2001,2001,2001,38735684,57295688,755,758,742,743,9,699
Palmones - Campanillas,4,4,2000,2000,2008,2008,5687963,8311008,106,101,98,102,3,203
Campanillas - Conil,3,2,2012,2010,2013,2013,17310730,20085368,137,204,224,221,3,248
Barcelona - Castellon,186,78,2006,2004,2006,2006,663714605,848009670,138,248,181,183,157,12057
Pasai San Pedro - Pasajes,5,4,1995,1994,2008,2005,8720208,5651450,261,792,1414,834,5,392
Pasajes - Santurce,7,7,2004,2004,2006,2005,3347751,4903728,68,68,63,64,2,123
Castro-Urdiales - Bilbao,35,28,2009,2008,2009,2009,275014414,482800898,132,231,209,204,84,6479
Vigo - La Palma,1,1,2000,2000,2000,2000,1318293,638687,941,941,941,941,1,62
La Palma - Playa De Santiago,6,3,2002,2004,2006,2003,12381563,3313068,471,300,304,353,4,295
La Palma - Baiona,1,1,2000,2000,2000,2000,1282051,621128,915,915,915,915,1,54
Cartagena - Banyeres Del Penedes,11,11,2008,2008,2008,2008,178492265,320298057,826,992,712,696,27,2073
Huelva - Cartagena,176,51,2003,2007,2005,2005,491690034,729716643,411,484,491,492,211,16146
Cartagena - Tarragona,155,92,2008,2007,2010,2010,1416262659,2467399234,305,419,454,461,292,22423
Bilbao - Ceuta,46,44,2008,2008,2009,2009,361215137,534687769,942,946,949,950,91,6956
La Linea De La Conce - Melilla,10,10,2009,2009,2011,2011,42306786,54624512,188,303,442,420,8,594
Coruna - Ceuta,23,22,2007,2007,2009,2009,148897868,229689742,703,826,759,755,37,2798
Ceuta - Huelva,159,111,2007,2007,2008,2008,260064574,383683386,171,264,276,273,132,10055
Carino - Ceuta,8,8,2004,2004,2005,2005,38668868,56010825,759,840,852,842,7,549
Cillero - Coruna,38,7,1997,1993,1999,1998,7464069,4163834,564,656,790,793,21,1597
Cedeira - Viveiro,3,3,1993,1993,1988,1989,1906459,1911594,362,867,228,194,3,241
