int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ceuta,2257,1462,2006,2006,2009,2009,55068233424,89158953602,1465,1858,2263,2339,8358,641741
Bilbao,1351,732,2006,2007,2008,2009,43508670327,57992213919,758,1558,1793,1951,6191,453452
Santa Ponsa,12,12,2004,2004,2004,2004,452546473,749400459,1414,2114,1786,1833,67,5201
Coruna,585,410,2005,2005,2010,2010,15681570319,22586748390,788,1470,1325,1822,2115,161816
Santurce,596,369,2007,2008,2009,2009,7689893067,10616100132,739,1194,1113,1111,1520,116211
Tarragona,887,620,2005,2006,2009,2010,27150538516,38619766537,844,1286,1267,1379,3595,276825
Algeciras,3256,1271,2007,2007,2010,2010,357235660967,431348856511,1455,2338,2497,2454,41254,3173009
Sevilla,248,209,2003,2003,2004,2004,942817216,1284014282,829,925,892,921,269,20429
Cartagena,1186,754,2002,2005,2008,2009,36207552263,52659865866,943,1327,1411,1528,4834,365076
Musel Arnao,797,470,2006,2007,2010,2010,22441540818,40344634266,711,1469,1801,1901,2156,165053
Marin,193,143,2005,2005,2010,2010,2509877327,3596974853,1036,1817,1316,1328,512,38994
Puerto De La Luz/Las,638,441,2002,2003,2008,2009,21126918423,31734171044,1528,2228,2595,2810,3553,270041
Grove,7,7,2004,2004,2014,2014,158795995,262926479,961,1407,2764,2876,20,1483
Sanxenxo,27,26,2003,2003,2004,2004,156306958,209425524,1187,1389,1213,1211,43,3254
Huelva,1330,849,2008,2008,2010,2010,52967125453,76690455196,1238,1679,2213,2114,6852,504354
Las Palmas,2168,1234,2003,2004,2008,2009,154131519565,216919650125,1700,2639,2401,2757,19627,1494694
Lejona,20,9,2007,2006,2007,2006,101327796,146297710,1174,1126,1289,1301,39,2939
Ribadeo,94,71,2003,2003,2006,2006,719806449,1004336703,948,1225,1775,1749,147,11196
Pasai San Pedro,146,89,2000,2000,2000,2002,585808405,474580374,834,920,792,854,143,10803
Santa Uxia Ribeira,30,22,1983,1985,1995,1998,87138226,116940512,1339,1721,1051,991,74,5539
Coria Del Rio,159,137,2004,2003,2005,2005,781413182,1051746134,816,921,1099,1137,210,15954
Palmones,775,611,2008,2008,2010,2010,52472060765,86184957531,1457,2024,2470,2442,5660,430434
Santander,1092,499,2006,2006,2008,2008,34561761289,20280883555,742,1672,1580,1805,3876,296976
Lezo,309,127,2001,2002,2001,2002,2991735312,1656698957,753,1038,833,964,598,45449
Malaga,473,316,2001,2003,2009,2009,17001665402,16930473641,677,1177,1098,1506,2385,183910
Rota,136,129,2007,2008,2010,2011,6305914050,9453834310,1352,1415,1516,1586,742,56033
La Linea De La Conce,322,285,2008,2008,2010,2010,16630448967,26899229164,1269,1698,2037,2107,2089,157468
Motril,596,202,2001,2004,2006,2007,5855145707,7736572634,125,1326,727,1081,885,67969
Garrucha,273,205,2007,2007,2007,2007,4656521837,7504542141,1727,1418,1190,1171,739,56543
San Cristobal,1144,945,2008,2009,2010,2010,89493022382,151634948038,2277,2495,2557,2545,9042,696193
Castellon,614,351,2002,2005,2007,2007,11457459275,17853659139,745,1335,1165,1214,1828,140528
Tenerife,492,371,2005,2005,2008,2009,42958138634,47126770675,1366,1961,2218,2626,5366,390092
Alicante,270,135,2000,2002,2007,2009,3273455455,3230701950,495,1472,756,1233,763,58716
Vigo,787,301,2003,2003,2006,2007,20270915747,12978334072,630,1660,1109,1222,3007,230309
Velez,50,48,2003,2004,2008,2009,1826314996,2754083922,937,1136,1112,1254,203,15613
Puerto Del Rosario,54,35,2006,2005,2009,2010,1822850283,1632270202,663,1125,1105,1738,334,25762
Valencia,2980,762,2004,2006,2008,2008,194068443363,201448975238,577,1304,1386,1512,22705,1754534
Conil,206,171,2004,2004,2008,2008,5775488708,8726229617,760,1160,1159,1252,799,60906
Ciutadella De Menorc,17,16,2000,2001,2002,2004,381844662,277280660,1297,1429,974,1264,95,7313
Barcelona,4227,1396,2004,2006,2007,2008,154899070973,120755799718,484,1293,861,1121,20961,1587202
La Palma,78,28,1995,1994,1998,2003,1760137758,339831840,360,737,473,615,386,29897
Carboneras,109,99,2005,2006,2011,2011,3228506505,5886613847,1211,1185,1241,1283,309,23730
Cadiz,409,296,2003,2004,2007,2010,9094626119,7268754076,769,1152,747,1341,1904,146575
