int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
San Antonio,76,24,1999,1999,1998,1998,447074469,763500799,461,617,753,764,116,8832
Barrio Caacupe Mi,152,24,1992,1994,1990,1987,214316936,226905447,816,628,656,649,96,7231
Villeta,88,21,1993,1995,1990,1989,123210677,133038179,765,628,652,655,62,4684
Puerto Sara,54,17,1998,1993,1983,1982,54651019,55231265,650,591,642,645,29,2199
Asuncion,17,10,1997,1992,1989,1985,13944263,19259773,316,546,532,606,19,1412
Colonia Mariano Roque Alonso,11,7,2010,2007,1994,1995,16856886,18121269,347,633,673,640,31,2361
Puerto La Victoria,4,2,2016,2016,2015,2016,1488822,1682857,412,499,439,407,2,130
Puerto Guarani,3,3,2000,2000,2009,2012,588809,632061,196,245,242,270,1,44
Concepcion,1,1,2016,2016,2016,2016,396765,581255,556,556,556,556,0,33
Fuerte Olimpo,1,1,1971,1971,1971,1971,59965,37887,128,128,128,128,0,9
Encarnacion,1,1,1971,1971,1971,1971,106234,67120,226,226,226,226,0,30
Calera Cue,1,1,1971,1971,1971,1971,131737,83233,280,280,280,280,0,13
