Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Spain,199,173,10996,18784,2009,2009,2010,2010,1357,1719,1755,1748,172,210,215,217,13,47,74,80,1074.5,83094,84690,6158656,18426880,21699827,30948,126900,153907
China,133,54,117381,229548,2007,2009,2009,2009,11515,10485,10139,10596,1107,1088,1132,1132,93,90,99,99,5487.4,425056,433217,44336051,99659479,112852846,333354,983960,1169019
Sierra Leone,94,39,318,365,2002,2003,2002,2005,105,493,172,153,11,88,214,132,32,64,74,57,103.7,7930,8082,437557,1255589,1401022,4655,14170,16640
Togo,67,38,2572,2351,2003,2003,2003,2003,1147,1195,1182,1180,86,120,107,124,26,30,29,39,333.0,25733,26227,2101851,5375944,6153629,31371,90380,102613
Singapore,63,34,28730,55606,2014,2011,2011,2011,8801,8456,8748,8863,774,826,872,872,11,12,12,12,1455.8,112764,114929,10875281,24198688,27445994,172624,507712,601947
Liberia,50,31,477,521,2003,2004,2004,2004,339,386,380,383,30,41,40,45,51,56,54,55,89.7,6921,7054,465115,1418209,1592521,9302,30541,35443
Senegal,46,41,323,415,2002,2004,2007,2008,492,856,526,528,69,230,138,135,60,122,168,208,86.7,6628,6755,297338,919924,1148562,6464,24222,29836
Côte d'Ivoire,46,27,1473,891,2009,2008,2010,2010,841,1264,855,894,77,230,135,243,22,120,40,71,159.3,12265,12501,783652,2497801,3014990,17036,58506,66840
Brazil,40,37,3242,3615,2006,2007,2005,2007,2408,2530,2476,2515,227,386,358,456,38,88,65,83,356.1,27541,28070,1955278,4253849,5326831,48882,156353,183181
Gibraltar,38,35,2184,3706,2008,2008,2009,2009,2073,2089,2103,2099,200,225,240,240,7,10,13,13,208.7,16157,16467,1378307,3740753,4698594,36271,146245,178134
Turkey,35,33,3330,5474,2006,2006,2006,2006,3819,3891,3883,3874,360,382,381,379,8,10,10,10,362.7,28058,28596,2487890,6292649,8278321,71083,274489,338160
Indonesia,28,28,23396,45334,2010,2010,2010,2010,8959,8751,9015,9016,880,858,849,848,12,57,54,55,1189.6,92147,93917,9008570,19740722,22424401,321735,941740,1112405
Germany,28,27,3858,6880,2010,2010,2010,2010,3351,3232,3179,3322,356,352,364,371,123,109,109,112,311.3,23903,24362,1459481,4391306,5021592,52124,236186,287208
Ireland,24,22,2697,4929,2010,2011,2010,2010,2941,3088,3124,3127,296,313,319,320,92,110,101,101,220.4,17067,17395,1429861,3475701,4159510,59578,229545,275177
Ghana,21,17,304,447,2005,2005,2008,2008,1000,1118,1002,993,115,169,201,223,36,62,90,99,54.1,4157,4237,296714,793111,1018934,14129,50331,61895
Morocco,21,17,950,1227,2003,2004,2003,2003,2109,2110,2184,2181,184,260,206,209,17,57,31,30,128.7,9947,10138,1094610,3796675,4262106,52124,187949,223758
Guinea-Bissau,16,11,63,83,1994,1997,1996,1996,381,632,456,456,48,112,120,120,96,129,117,116,42.0,3169,3230,108814,358448,415950,6801,23908,29094
Canada,15,12,2397,4419,2011,2013,2011,2011,3854,3867,3845,3843,511,497,487,488,135,196,181,181,209.3,16102,16412,900148,2642193,3018391,60010,274218,335130
Belgium,15,10,1314,741,2002,2004,1999,2001,3092,2771,3034,2931,280,265,263,256,31,49,40,43,103.7,7964,8117,677930,2437146,2928087,45195,162103,192898
Malaysia,15,15,12768,24781,2009,2009,2009,2009,9001,9012,9013,9013,890,861,859,859,14,14,14,14,715.5,55427,56491,5121464,10867176,12396209,341431,988777,1159377
Malta,13,13,861,1435,2004,2004,2005,2005,2968,3017,2990,2993,293,361,327,326,6,8,8,8,88.2,6812,6943,625000,1375426,1840133,48077,173235,209672
Cabo Verde,11,8,132,210,2007,2006,2006,2006,835,798,837,842,78,80,84,84,10,19,21,20,13.6,1042,1062,152762,439346,561735,13887,49503,63655
Greece,11,11,942,1569,2006,2006,2007,2007,3521,3575,3575,3575,380,480,485,489,8,9,9,9,97.0,7507,7651,593641,1536007,2060430,53967,220968,271606
Gambia,11,10,156,210,2002,2003,2003,2003,505,594,595,648,45,68,78,88,92,91,72,68,36.3,2790,2843,138444,460077,527512,12586,48170,57276
Benin,10,9,435,300,2005,2005,2009,2006,1270,1340,1258,1297,108,157,106,112,14,66,23,32,44.6,3448,3514,265051,924568,1079884,26505,95496,109820
Mauritania,9,7,64,95,2004,2004,2002,2002,751,687,739,740,71,65,68,68,80,106,88,90,13.5,1034,1053,88263,232148,283371,9807,36012,46213
Nigeria,9,6,131,209,2007,2007,2004,2004,1519,1412,1196,1204,136,206,177,173,25,53,93,96,22.1,1702,1735,118246,369696,475631,13138,52758,67198
Mauritius,8,8,3196,6089,2011,2011,2010,2010,5594,5652,5633,5632,567,552,557,557,9,9,9,9,176.2,13648,13910,1422527,2979740,3451651,177816,546353,637807
Portugal,7,7,325,548,2006,2006,2009,2010,2143,2112,2094,2076,214,303,384,391,10,22,19,15,31.8,2455,2503,189444,572813,743966,27063,118848,153608
Angola,6,5,235,304,2001,2002,2000,2000,2036,1654,1908,1883,131,112,137,137,30,32,29,29,43.5,3353,3418,270183,962784,1095606,45031,173855,209969
France,6,6,582,1069,2014,2014,2015,2015,2617,2650,2657,2659,246,246,248,249,107,136,150,150,48.5,3755,3827,250092,734024,863999,41682,187025,229518
Denmark,5,5,331,515,2010,2010,2010,2010,3546,3023,3378,3377,317,345,390,387,3,3,4,3,43.3,3326,3390,196638,574522,739340,39328,169025,205955
United Kingdom of Great Britain and Northern Ireland,5,5,609,851,2008,2008,2008,2008,3084,3586,3467,3559,283,338,358,390,39,30,28,33,47.4,3665,3736,273038,832958,980966,54608,226166,267488
Uruguay,5,5,552,959,2010,2010,2010,2010,3643,3642,3638,3638,348,458,449,452,53,69,69,70,44.4,3439,3505,313590,749597,948090,62718,241183,291880
Gabon,4,4,70,111,2005,2005,2003,2003,1624,1354,989,981,142,130,161,161,114,168,194,195,16.7,1274,1298,57944,221307,244072,14486,59840,73104
Colombia,4,4,1108,2120,2010,2010,2011,2011,3567,3556,3543,3542,294,318,300,299,191,182,206,208,56.8,4398,4483,523527,1038054,1211859,130882,379276,438595
Congo,4,4,232,382,2006,2006,2006,2006,2356,2320,2292,2291,508,474,471,465,31,33,35,36,42.7,3307,3371,73672,539523,622059,18418,159049,195518
Mexico,4,1,1306,1328,2008,2008,2008,2008,5315,5315,4550,4550,324,324,339,339,19,19,18,18,194.2,15040,15329,1071040,2581888,2842845,267760,714508,807665
"Taiwan, Province of China",4,1,76,78,2008,2008,2008,2008,266,266,266,266,36,36,46,46,7,7,8,8,6.4,499,509,62588,150876,166126,15647,41753,47197
India,4,4,1409,2614,2012,2012,2012,2012,8735,8729,8730,8728,876,842,839,838,139,164,167,168,97.5,7554,7699,532346,1562590,1785073,133087,608145,743234
United Arab Emirates,4,4,1208,2193,2010,2010,2010,2010,8672,8542,8542,8548,800,866,865,865,24,44,49,51,84.9,6576,6702,574616,1461415,1715161,143654,575325,691946
Cameroon,4,4,169,283,2008,2008,2009,2009,1751,1808,1813,1812,298,346,385,387,138,146,137,133,29.6,2292,2336,88934,334886,413376,22233,114545,139844
Algeria,3,3,110,183,2005,2005,2006,2006,2361,2416,2432,2433,247,252,244,244,9,34,26,26,12.6,972,990,74935,208025,323312,24978,117678,152519
South Africa,3,3,430,668,2014,2014,2013,2012,4101,4034,4010,3989,394,405,399,389,8,9,8,6,35.5,2717,2769,197655,675858,935121,65885,364036,483137
"Korea, Republic of",3,1,465,473,2008,2008,2008,2008,947,947,2161,2161,78,78,271,271,6,6,7,7,59.5,4612,4701,381486,919624,1012573,127162,339327,383569
United States of America,3,3,455,515,2009,2009,2010,2010,4605,3906,4057,3707,278,345,349,385,25,25,29,31,39.8,3076,3135,308253,591803,715664,102751,290423,327053
Netherlands,3,3,130,203,2011,2011,2015,2015,3096,3099,3095,3097,311,303,319,320,30,50,81,86,17.7,1355,1381,112846,462091,587820,37615,196769,245388
Latvia,3,2,118,195,2008,2008,2009,2009,259,2124,2613,2668,30,178,328,329,41,114,185,185,27.4,2083,2123,174937,422189,477030,58312,177591,207699
Russian Federation,3,1,0,1,1991,1991,1991,1991,19,19,38,38,26,26,29,29,25,25,170,170,0.9,69,71,1007,2954,4074,336,1345,1696
Ukraine,3,3,297,495,2005,2005,2005,2005,4227,4235,4201,4194,343,370,361,360,23,24,23,23,32.3,2494,2542,213493,491948,645971,71164,265801,325841
Hong Kong,3,1,21,21,2008,2008,2008,2008,68,68,96,96,46,46,78,78,18,18,70,70,6.7,516,526,16995,40969,45110,5665,15117,17088
Sri Lanka,2,2,630,1183,2005,2005,2005,2005,7859,7859,7859,7858,658,658,659,658,5,5,5,5,59.1,4580,4668,240889,707080,807755,120445,550377,672634
Sao Tome and Principe,2,2,23,30,2011,2011,2011,2011,1650,1650,1645,1645,153,153,151,152,40,40,37,37,5.7,441,450,24038,75996,107520,12019,55700,72624
Venezuela (Bolivarian Republic of),2,2,203,353,2014,2014,2015,2015,3021,3021,3020,3019,408,408,407,405,220,220,221,223,18.9,1464,1492,114071,260736,312882,57036,207265,245952
Mozambique,1,1,1826,3479,2009,2009,2009,2009,19255,19255,19255,19255,2225,2225,2225,2225,5,5,5,5,87.9,6809,6939,782612,1552389,1787631,782612,2217491,2560882
Trinidad and Tobago,1,1,250,492,2001,2001,2001,2001,2852,2852,2852,2852,231,231,231,231,327,327,327,327,12.1,938,956,110696,219577,252850,110696,313652,362222
Equatorial Guinea,1,1,1,1,2008,2008,2008,2008,87,87,87,87,117,117,117,117,18,18,18,18,1.0,72,73,1367,3885,4601,1367,4285,5023
Argentina,1,1,108,187,1999,1999,1999,1999,4015,4015,4015,4015,1533,1533,1533,1533,16,16,16,16,8.7,673,686,83515,165291,205014,83515,266615,309990
Namibia,1,1,96,130,2008,2008,2008,2008,3697,3697,3697,3697,320,320,320,320,86,86,86,86,12.6,979,998,109034,392817,426439,109034,393806,459698
Suriname,1,1,48,76,2010,2010,2010,2010,2580,2580,2580,2580,237,237,237,237,119,119,119,119,4.0,306,312,30953,85928,133549,30953,145826,189001
Norway,1,1,126,211,2015,2015,2015,2015,4228,4228,4228,4228,388,388,388,388,23,23,23,23,8.9,688,701,40771,298578,344255,40771,352077,432807
Somalia,1,1,12,9,2010,2010,2010,2010,5878,5878,5878,5878,1327,1327,1327,1327,9,9,9,9,0.9,66,67,237269,561069,751241,237269,612670,827209
Italy,1,1,100,117,2006,2006,2006,2006,2784,2784,2784,2784,174,174,174,174,14,14,14,14,14.0,1082,1103,93112,247728,278244,93112,272538,315195
Egypt,1,1,94,124,2005,2005,2005,2005,3682,3682,3682,3682,276,276,276,276,29,29,29,29,14.4,1114,1136,104487,376438,408658,104487,377386,440530
Bangladesh,1,1,97,158,2004,2004,2004,2004,5506,5506,5506,5506,451,451,451,451,97,97,97,97,12.1,936,954,64802,179895,279593,64802,305295,395685
Sweden,1,1,101,176,2001,2001,2001,2001,3601,3601,3601,3601,315,315,315,315,3,3,3,3,8.5,655,668,78566,155495,192864,78566,250815,291619
Lebanon,1,1,0,0,1991,1991,1991,1991,15,15,15,15,36,36,36,36,42,42,42,42,0.2,15,15,131,385,531,131,526,663
Greenland,1,1,0,0,2015,2015,2015,2015,1597,1597,1597,1597,1015,1015,1015,1015,145,145,145,145,1.4,109,111,11477,27139,36337,11477,29634,40012
