Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,568,435,220451,424611,2009,2009,2009,2009,3403,4577,7122,7280,356,491,940,947,22,63,75,75,11893.7,920888,938569,88160645,200686493,231397805,155212,487876,581183
Container,232,69,6808,8127,2003,2002,2004,2003,388,1033,1003,996,48,92,199,194,28,44,30,31,1051.4,81252,82812,6959701,21341577,23616124,29999,97006,112914
General cargo,109,77,1689,2443,2005,2005,2009,2008,1285,1633,2018,2074,149,235,346,355,30,64,44,41,289.2,22122,22547,1929694,6135825,8820242,17704,79698,107903
Chemical tanker,91,55,2492,4008,2009,2009,2009,2009,1304,1637,1536,1540,156,229,293,292,35,68,57,57,450.6,34710,35376,1349338,6817707,7931609,14828,86715,105393
Ro-Ro,52,22,3562,1855,2006,2007,2005,2005,1143,1385,1326,1323,72,101,130,129,18,20,22,22,397.2,30763,31353,1994241,3695249,4289736,38351,90145,95750
Vehicle,41,13,2909,920,2006,2005,2004,2005,878,1333,1346,1302,82,110,163,156,14,21,25,24,189.2,14612,14893,931216,4105666,4754780,22713,86331,92911
Service - tug,37,9,20,15,2015,2007,2012,2012,146,2409,1066,1206,70,1120,1600,1627,12,100,41,43,16.2,1216,1239,390334,923021,1235876,10550,27241,36780
Miscellaneous - fishing,27,17,81,33,1995,1998,1987,1987,2312,2574,3181,3140,281,469,773,814,34,111,191,212,54.7,4108,4187,230130,510473,580356,8523,20059,23779
Oil tanker,22,7,611,1030,2001,2008,2008,2008,130,1819,810,827,23,197,299,293,6,51,82,82,98.6,7601,7747,829875,1893902,2148304,37722,112376,132654
Refrigerated bulk,9,4,15,18,1983,1988,1988,1988,375,677,733,720,52,67,91,91,136,142,87,89,29.8,2248,2291,52681,115110,129661,5853,12474,13468
Service - other,1,1,5,5,1987,1987,1987,1987,1748,1748,1748,1748,574,574,574,574,361,361,361,361,3.3,247,252,37700,77351,83351,37700,83888,94722
