Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,568,443,172259,331436,2009,2010,2010,2010,2273,3825,5703,5836,212,335,660,664,145,189,174,174,9153.1,708862,722472,68791276,157872783,181675087,121111,385032,458990
Container,237,68,8778,10640,2003,2002,2004,2004,1196,1306,1282,1290,112,103,169,164,23,27,35,34,1399.0,108207,110285,9270117,30024742,33089499,39114,131649,153678
General cargo,111,79,2247,3105,2005,2005,2008,2007,1777,2484,2558,2505,167,231,418,416,73,117,124,119,423.7,32431,33053,2674368,8412823,12102887,24093,104940,143109
Chemical tanker,92,56,2408,3866,2009,2009,2009,2009,1252,1608,1460,1459,116,148,193,193,43,99,92,92,444.8,34276,34935,1422301,6818778,7945665,15460,85506,103719
Ro-Ro,52,22,2999,1515,2006,2007,2003,2004,703,936,1116,1080,46,67,138,134,22,23,24,24,358.9,27733,28265,1627556,3009485,3499372,31299,73568,78124
Vehicle,41,13,1395,449,2006,2005,2006,2006,494,626,645,636,37,62,71,68,20,17,22,21,97.1,7517,7661,455115,2006569,2323811,11100,42192,45408
Service - tug,41,13,16,11,2013,2003,2005,2005,169,3222,867,922,14,830,787,867,38,229,996,1013,69.1,5191,5290,285958,676206,905403,6975,18010,24316
Miscellaneous - fishing,29,17,91,35,1994,1997,1988,1988,1713,1815,3236,3017,249,288,764,743,73,107,822,739,51.4,3863,3937,243361,539822,613723,8392,19750,23412
Oil tanker,21,7,490,852,2000,2008,2010,2011,75,1624,655,688,22,172,234,230,0,131,129,127,81.9,6327,6448,603751,1323344,1498680,28750,84513,100474
Refrigerated bulk,9,4,24,24,1983,1988,1991,1990,447,3641,1156,973,277,600,868,784,74,77,69,75,74.5,5602,5710,71164,155497,175153,7907,16850,18193
Service - other,2,2,6,7,2000,2000,2000,2000,1566,1566,1479,1486,558,558,556,557,30,30,30,30,2.9,216,220,52267,107241,115558,26134,58152,65661
