port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Mata Utu - Futuna Island Apt,21,6,2003,2002,2006,2006,17673980,16873960,147,223,156,160,9,677
Wallis Island Apt - Futuna Island Apt,7,1,2009,2009,2009,2009,2255490,3296806,149,149,149,149,2,159
