Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Marshall Islands,34,17,398,464,2007,2000,2002,2001,406,6089,1077,1089,34,1190,1681,1882,43,185,134,109,201.6,15230,15522,1197046,2496539,2767950,35207,99851,122979
Tuvalu,28,16,285,278,1997,1998,1993,1995,767,7540,2895,2554,72,908,3022,2397,76,140,298,248,135.5,10208,10404,1655507,3712651,4229745,59125,140539,165992
Micronesia (Federated States of),25,23,374,403,1996,1996,1999,1999,4880,6636,6033,5944,701,780,1207,1221,104,328,260,250,251.1,18934,19297,2172861,4803750,5450259,86914,200234,232994
Fiji,15,6,235,323,2001,1999,2002,2002,1227,1836,1257,1241,84,212,111,98,22,53,29,26,52.9,4056,4134,328775,1218504,1390079,21918,87590,106692
China,13,5,239,158,2006,2001,2006,2000,3774,5569,4403,4345,288,1002,682,786,332,267,682,495,148.5,11195,11410,793308,1752063,1986628,61024,139668,161568
Japan,11,5,405,423,1998,1993,2002,2002,2815,5431,3095,3131,228,504,272,273,46,338,110,116,90.4,6915,7048,381458,1031454,1334030,34678,122020,154048
Thailand,9,9,186,228,1990,1990,1990,1989,4850,4886,4900,4904,467,501,519,522,263,449,489,500,163.4,12382,12620,675050,1475018,1661469,75006,159836,172575
"Korea, Republic of",9,9,191,220,1993,1993,1992,1993,4928,9644,6385,6506,584,1031,1247,1257,115,313,309,257,157.8,11918,12147,988210,2225100,2543915,109801,257141,299561
United States of America,3,3,147,104,2000,2000,1999,1998,1033,4225,1568,5228,68,454,520,1108,10,16,18,31,36.2,2779,2833,193205,421600,493652,64402,254127,328165
Singapore,3,3,78,97,1987,1987,1987,1987,4940,5346,5452,5428,460,698,800,789,365,319,321,318,60.1,4548,4636,288239,629815,709428,96080,204744,221062
Philippines,3,2,48,58,1985,1985,1985,1985,4084,4633,4798,4804,501,620,559,556,527,662,634,635,56.0,4231,4313,172396,376695,424311,57465,122458,132218
Nauru,3,3,198,313,1997,1997,1999,1998,10479,15531,20822,22968,234,538,333,280,514,1446,3132,3391,80.3,6094,6211,673407,1354338,1512525,224469,580622,705026
Wallis and Futuna,3,2,24,28,2013,2010,2014,2015,1099,1100,1101,1101,87,84,85,85,59,43,61,61,5.7,437,446,63072,159965,180618,21024,54185,61021
French Polynesia,2,2,90,92,2006,2006,2006,2005,2559,2559,2557,2558,188,188,188,188,21,21,21,21,11.9,918,936,34853,127257,187896,17426,104265,142384
Ecuador,2,2,49,33,1986,1986,1989,1987,7365,7365,7086,7220,1091,1091,1078,1087,214,214,222,216,25.8,1952,1990,158893,350712,397519,79446,181124,208787
Solomon Islands,2,2,32,29,2012,2012,2012,2012,7056,7056,6967,6671,982,982,1089,1037,76,76,74,75,8.3,623,635,200554,444866,505768,100277,235997,279760
Papua New Guinea,2,2,36,37,1998,1998,2008,2007,7428,7428,5505,5142,949,949,1466,1428,416,416,213,228,30.6,2306,2350,225491,499419,567261,112745,262781,308917
American Samoa,1,1,12,5,2008,2008,2008,2008,7112,7112,7112,7112,46,46,46,46,716,716,716,716,1.2,90,92,35183,78043,88727,35183,82801,98156
Hong Kong,1,1,31,33,1990,1990,1990,1990,3671,3671,3671,3671,275,275,275,275,174,174,174,174,12.0,916,934,97427,212882,239792,97427,207615,224162
