Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,2902,749,5460,7611,1999,2001,2002,2002,368,561,537,538,39,64,114,111,15,58,52,54,1599.3,120194,122502,14832019,43375626,61426426,5111,18696,25379
Ferry-RoPax,1086,21,10377,1878,2000,1995,2001,1998,238,1059,304,274,14,231,88,116,6,127,26,23,2049.6,151994,154912,11812372,29157201,35814685,10877,23234,21345
Chemical tanker,956,413,14307,23150,2008,2008,2009,2009,562,828,874,884,57,84,153,155,13,33,21,21,2553.6,192075,195763,6857505,37947758,44298627,7173,46246,56757
Oil tanker,626,218,15513,27725,2000,2007,2008,2009,217,867,869,879,35,110,184,185,16,37,39,40,2346.5,176572,179962,16063246,32178039,36322336,25660,65939,81457
Container,422,90,3406,3967,2004,2005,2004,2004,418,526,468,465,34,48,68,68,10,15,11,11,788.9,59005,60138,3986162,14107782,16002070,9446,35668,42865
Cruise,327,74,8951,937,2004,1999,2008,2006,240,363,411,412,18,26,39,40,8,7,7,7,2048.8,153844,156797,3440129,17467633,19957653,10520,47053,50277
Bulk carrier,262,224,5806,9858,2011,2010,2011,2011,624,829,803,799,73,102,158,157,44,72,80,80,587.1,44171,45019,3424608,8201235,10619206,13071,50473,61491
Miscellaneous - fishing,146,39,47,35,1982,1986,1989,1993,246,960,980,1071,40,246,455,437,14,501,783,773,132.7,9966,10157,245400,544344,618864,1681,3956,4689
Service - tug,141,58,24,17,1981,1987,1985,1987,239,348,343,343,43,143,197,209,19,63,125,106,66.4,4985,5080,429749,1016228,1360674,3048,7870,10626
Ro-Ro,114,23,2135,1061,2010,2003,2012,2011,953,844,745,743,58,64,76,81,5,8,8,9,463.6,34845,35514,1143806,2145686,2467065,10033,23587,25089
Vehicle,105,6,1132,391,2003,2004,2004,2003,718,664,640,648,54,45,53,54,7,8,8,8,186.3,13986,14254,395653,1744404,2020197,3768,14323,15414
Liquefied gas tanker,60,14,566,577,2009,2008,2012,2011,571,543,805,816,42,41,84,86,16,19,18,18,115.7,8694,8861,435607,1262025,1393680,7260,39749,52271
Service - other,38,26,57,36,1989,1990,2001,1999,454,1608,773,675,78,537,311,254,48,366,231,281,103.6,7736,7885,250849,514687,554607,6601,14689,16586
Refrigerated bulk,21,20,258,267,1993,1993,1994,1994,248,1055,1441,1427,21,72,379,380,130,491,121,118,257.9,19434,19807,792920,1732569,1951576,37758,80462,86875
Ferry-pax only,2,1,3,0,2018,2018,2018,2018,2862,2862,2862,2862,402,402,668,668,52,52,74,74,1.4,102,104,19777,40278,50738,9889,22996,30316
