Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Muuga,186,47,205,285,1989,2000,2004,2004,95,267,229,221,23,114,63,58,30,32,46,49,145.8,10929,11139,340346,856099,1020509,1830,6324,7940
Sillamae,121,61,250,400,1992,2002,2005,2006,124,226,229,237,15,39,72,73,25,44,69,70,104.8,7867,8018,252994,787482,947510,2091,7842,9812
Tallinn Old City,111,16,332,58,1985,1990,2004,1998,113,187,515,242,23,225,18,31,27,42,68,61,126.2,9473,9655,353061,760347,965579,3181,7250,7543
Paljassaare,101,31,16,21,1985,1991,1986,1986,80,120,94,87,30,170,97,88,36,408,398,232,118.2,8872,9042,89567,80729,105926,887,2391,3055
Paldiski,93,35,138,100,1990,2000,1993,2001,191,213,213,146,33,113,67,56,11,25,34,38,90.3,6779,6909,297745,751403,926407,3202,7819,8010
Vene Balti,87,27,11,14,1989,1991,1990,1987,59,266,77,67,32,479,281,131,30,217,178,177,69.8,5240,5340,66414,86940,117604,763,2072,2710
Dirhami,61,15,5,2,1984,1985,1983,1981,263,393,646,635,42,48,1034,802,44,82,205,195,41.1,3089,3148,10571,23417,26601,173,407,483
Rohukula,60,10,216,39,2009,1995,2015,2013,665,1152,1381,1253,90,263,992,977,40,138,41,74,173.0,12988,13237,283723,679542,839416,4729,10283,10593
Kunda,54,41,45,47,1994,1996,1999,2000,153,226,300,265,19,102,118,92,20,29,32,35,36.6,2745,2797,135171,348770,455457,2503,7830,9988
Kalana,48,37,57,85,1995,1995,2002,2002,205,306,277,290,22,28,36,37,10,20,21,21,17.0,1280,1304,78656,257898,331711,1639,6605,8625
Miiduranna,45,7,2,0,1986,1987,1986,1986,282,294,297,292,36,38,52,55,121,121,265,256,22.3,1674,1706,3050,6765,7692,68,160,189
Osmussaar,40,19,7,6,1982,1984,1990,1993,294,996,405,331,44,129,140,66,13,71,172,63,22.7,1703,1736,20807,52080,65033,520,1480,1849
Heltermaa,38,12,123,25,2011,1998,2016,2013,431,221,751,467,44,109,78,75,56,43,510,437,80.1,6012,6127,138958,347942,433080,3657,8174,7928
Paldiski Pohjasadam,38,15,119,48,1990,1992,1989,1990,163,634,244,213,18,137,37,36,15,30,44,44,41.9,3144,3205,258039,638300,783424,6791,14940,13989
Virtsu,26,21,10,11,1989,1990,1992,1993,248,321,253,237,32,63,38,31,19,39,20,17,7.3,548,558,31803,92578,134713,1223,4116,5700
Ringsu,25,21,40,51,1994,1992,1999,1998,402,943,827,850,25,117,98,82,31,65,85,72,22.6,1698,1731,115281,315283,427718,4611,14253,18967
Vanasadam,24,11,486,68,1997,1992,2002,2002,198,336,1267,1317,64,60,256,260,6,13,0,0,122.3,9183,9359,422471,1066176,1314964,17603,38481,35720
Lehtma Kalurisadam,24,14,4,4,1984,1984,1981,1981,160,324,182,169,27,52,53,44,42,62,101,59,10.6,795,810,16250,43642,59670,677,2034,2812
Roomassaare,24,18,10,10,1993,1994,1990,1991,368,1390,488,380,44,157,459,339,78,480,929,671,32.8,2465,2513,56009,137215,181334,2334,6378,8603
Ruhnu,21,18,70,114,1996,1994,2006,2007,603,668,650,672,36,55,51,51,18,28,19,17,14.4,1079,1100,115757,280380,361904,5512,17288,22314
Lehtma,21,13,33,47,1989,1990,1999,1999,294,455,1552,1771,62,61,121,122,43,48,98,99,13.5,1015,1034,63143,175962,210353,3007,9357,11065
Saaremaa Sadam,20,17,17,17,1989,1991,1994,1998,193,391,257,373,16,58,34,35,10,26,21,24,8.7,655,668,36638,110220,147161,1832,6071,7841
Kelnase,18,2,1,0,2013,2016,2013,2013,225,183,335,349,42,40,369,376,22,15,65,66,12.9,970,989,5992,12958,17204,333,743,1057
Leppneeme,18,1,1,0,2013,2013,2013,2013,132,132,209,209,38,38,204,204,21,21,108,108,8.5,638,650,3499,7571,10065,194,434,618
Montu Vaikelaevade Sadam,18,17,83,116,2001,2002,2005,2005,472,637,600,606,42,53,68,68,9,15,11,11,18.3,1374,1401,140315,408406,526967,7795,28572,35606
Vikati Sadam,18,17,34,42,1993,1992,2004,2005,277,348,354,329,18,129,151,157,8,9,11,10,35.5,2663,2714,57280,171856,218193,3182,11035,14200
Tilgu,18,18,46,76,2006,2006,2008,2008,135,133,132,132,14,15,14,14,6,8,8,8,8.5,635,647,30229,116836,143722,1679,8043,10139
Oti,17,14,35,60,2001,2005,2012,2012,86,128,160,162,16,42,105,108,5,8,7,7,26.4,1981,2019,34597,91798,110814,2035,7543,9353
Parnu,16,13,12,13,1989,1992,1995,2001,331,311,339,309,18,21,29,32,23,23,73,37,8.5,641,653,40851,111602,155403,2553,8179,11161
Naissaare,15,10,30,53,1995,2003,2012,2012,117,153,119,120,14,31,24,24,7,32,69,71,20.9,1572,1602,22130,56126,63678,1475,4914,6110
Kakumae,15,10,4,6,1994,1993,1995,1994,84,115,107,106,12,26,39,40,1,4,3,3,4.3,325,332,16400,38330,54352,1093,3549,4864
Sviby,14,7,5,1,2004,1996,2012,2005,306,304,500,283,28,32,23,18,30,28,219,130,8.1,604,616,21189,46289,61151,1514,3481,4922
Westmeri,14,6,1,0,1985,1985,1985,1985,180,693,432,418,33,166,332,337,74,93,400,385,19.4,1453,1481,1263,2802,3185,90,212,252
Kaavi Paadisadam,14,14,54,42,1992,1992,1999,2000,398,499,470,590,31,42,34,48,8,22,22,35,14.9,1117,1138,75417,247791,325959,5387,20444,26252
Piirivalvesadam,13,7,2,2,1990,1994,1992,1993,126,103,101,99,25,31,33,34,19,20,19,17,3.1,236,240,8354,18059,25806,643,1965,2744
Nova Sadam,13,7,1,0,1985,1986,1986,1986,231,742,692,685,69,251,990,985,16,41,39,38,7.7,574,585,1926,4272,4857,148,349,413
Veere Vanasadam,12,8,4,3,1986,1987,1982,1986,363,844,812,568,46,72,99,76,137,131,837,594,16.3,1227,1250,20595,49565,62637,1716,4498,5823
Hundipea,12,3,134,21,1976,1982,2001,2000,182,1301,3337,1892,20,130,355,344,160,68,2,15,43.1,3237,3299,131040,320710,392112,10920,23368,21520
Lautri,12,12,5,6,1988,1988,1992,1992,209,230,291,299,19,21,21,21,7,9,10,10,2.1,160,163,17569,50080,71141,1464,4880,6834
Kaunispe,11,10,9,10,2000,2000,2000,2000,257,323,304,298,22,26,29,30,7,8,8,8,3.3,249,254,34324,92950,137539,3120,9866,14241
Nurme,11,9,18,28,1997,1998,2008,2008,52,95,97,94,11,13,16,15,7,17,24,27,10.8,810,826,20296,48916,58431,1845,5779,7082
Bekkeri,11,5,2,1,1990,1994,1983,1981,65,142,109,64,71,80,2371,1085,11,24,38,22,14.4,1083,1103,6379,6027,7343,580,1462,1833
Roopa,11,11,30,15,1990,1990,1995,1995,369,614,458,388,23,82,34,43,9,28,15,22,9.7,727,741,38475,136326,188274,3498,13632,17975
Viinistu Sadam,10,7,3,3,1990,1992,1991,1993,212,199,81,76,24,30,24,18,6,9,10,8,2.4,180,183,4685,14573,17886,468,1681,2087
Keri Saar,10,5,2,2,1977,1979,1980,1980,81,652,87,76,15,306,249,159,0,6,9,9,5.1,386,394,5806,14173,15844,581,1522,1790
Korgessaare,10,9,3,4,1988,1988,1998,2000,226,275,241,259,20,69,31,21,8,14,8,6,2.6,192,196,9199,26100,35881,920,3336,4333
Loksa,10,5,1,0,1987,1991,1983,1983,314,442,386,448,53,110,350,358,18,31,13,13,4.1,305,311,990,2193,2492,99,233,276
Kaldu,10,10,7,7,1988,1988,1988,1992,355,842,443,347,26,98,132,58,8,78,96,37,5.3,398,406,41567,101164,137903,4157,11337,15737
Veere,9,6,1,1,1980,1984,1980,1975,412,1391,1073,1000,106,102,171,181,87,214,412,369,7.4,555,566,4727,10486,11922,525,1236,1465
Ristna,9,8,2,3,1989,1990,2006,2009,206,379,97,88,86,89,50,15,8,13,24,25,2.9,215,219,1369,6212,7134,152,792,965
Toila,9,6,1,0,1985,1985,1984,1981,264,448,351,331,35,154,197,339,0,5,9,6,4.0,298,303,1641,3519,3911,182,419,486
Eisma,8,6,2,2,1988,1990,1995,1994,127,136,103,113,12,13,12,11,4,4,5,6,0.9,68,69,5685,14893,19931,711,2159,2878
Liu,8,6,5,6,1981,1986,1992,1997,734,736,769,825,47,50,75,78,14,26,25,13,4.5,336,342,27650,68885,92370,3456,10263,13421
Haldi,6,5,1,1,1995,1991,1997,1995,236,229,183,166,14,15,13,10,10,11,9,6,1.0,72,74,2662,6524,7324,444,1116,1260
Kuivastu,6,6,2,1,1984,1984,1987,1986,191,239,486,464,40,39,31,31,10,14,23,22,1.3,98,99,4752,11497,13919,792,1703,1608
Suursadam,6,5,0,0,1992,1992,1981,1975,292,347,404,566,70,70,95,96,214,897,1453,1849,12.7,955,973,1342,2964,3460,224,522,638
Leppneeme Kalasadam,6,1,0,0,2013,2013,2013,2013,227,227,246,246,108,108,128,128,5,5,5,5,2.3,171,174,1368,2959,3934,228,509,725
Lomala,6,6,21,30,1995,1995,2006,2006,297,394,622,626,30,74,74,74,6,10,6,6,5.0,378,386,24944,76651,103191,4157,16675,21766
Suaru Kalasadam,6,5,50,52,2006,2005,1995,1995,911,1200,1769,1607,72,67,92,90,10,25,73,71,17.3,1295,1320,153376,346341,405602,25563,59320,67219
Osterby,6,4,5,1,1987,1986,1988,1988,687,2546,6622,6622,116,132,1707,1707,18,234,740,740,21.5,1613,1644,8383,18594,21140,1397,3288,3898
Vosu,6,6,1,1,1992,1992,1998,2000,169,224,71,64,35,94,44,37,2,5,2,1,1.8,132,135,2507,5577,7075,418,1355,1751
Lohusalu,6,5,4,8,1998,1999,2010,2011,135,141,69,67,22,35,24,23,8,11,1,0,1.1,81,83,4401,9302,10267,733,1793,2231
Varese Sadam,5,5,9,14,1998,1998,2006,2007,267,240,282,287,11,27,17,17,10,15,11,11,1.7,126,128,13354,30405,39756,2671,8786,11281
Salinomme Paadisadam,5,5,2,2,1995,1995,1996,1999,267,484,245,205,10,13,10,9,11,37,43,25,1.8,136,138,6188,16665,22172,1238,4058,5388
Aegna,5,2,112,15,2007,2008,2007,2007,236,183,736,508,26,18,177,168,0,0,0,0,27.2,2040,2079,90861,225047,276018,18172,38983,35663
Abruka,4,3,5,7,1994,1994,2005,2006,556,467,490,498,36,36,43,44,20,18,10,9,1.7,128,130,12453,25125,29068,3113,8584,10759
Orjaku,4,4,14,21,1998,1998,1999,1999,297,488,760,756,22,24,33,33,6,18,48,48,3.7,279,285,29664,84634,106017,7416,23832,29520
Muratsi Sadam,4,4,1,1,1996,1996,2004,2006,154,384,92,83,60,73,31,11,16,25,9,6,1.1,83,85,2541,5002,5612,635,1701,2091
Ralby Sadam,4,4,1,1,1988,1988,1995,1995,191,200,172,168,13,19,15,14,8,13,6,4,0.6,47,48,2496,6888,9647,624,1946,2741
Kelvingi,4,4,7,11,2002,2002,2003,2003,88,150,87,84,36,75,94,92,14,17,18,19,13.3,1000,1019,5048,18201,20715,1262,5795,7028
Kihnu,4,4,2,2,2004,2004,2009,2009,314,383,324,319,19,21,25,25,6,8,7,7,0.9,69,70,9533,25764,36238,2383,7316,10363
Molgi,4,2,0,0,2008,1999,2002,1984,70,67,67,44,46,40,72,32,6,6,13,8,0.9,65,66,849,417,508,212,538,674
Triigi,4,4,3,2,1980,1980,1979,1982,269,723,394,303,41,69,86,48,10,77,117,49,2.0,150,153,18546,44543,61148,4636,11960,17109
Tapurla,4,4,1,1,1994,1994,1985,1982,174,281,52,47,22,27,13,9,15,17,16,16,0.9,68,69,1152,4026,4583,288,1085,1316
Paslepa-Viigi Sadam,4,3,18,18,1988,1989,1993,1993,561,768,1221,1236,46,55,22,22,68,66,52,52,7.1,530,540,52363,114424,128895,13091,27911,30153
Karsa,3,3,3,4,1992,1992,2000,2000,511,489,468,464,25,28,31,32,17,19,13,12,1.0,72,73,10949,31531,44742,3650,12594,17397
Hobulaiu,3,2,0,0,1984,1984,1985,1985,129,189,223,237,36,40,59,61,10,9,9,9,0.5,37,37,639,1316,1423,213,475,538
Abaja Sadam,3,3,45,81,2003,2003,2012,2012,473,573,764,768,70,63,79,79,4,6,10,11,4.2,316,322,24465,62562,70832,8155,31647,38713
Saastna Vanasadam,3,3,26,26,1990,1990,1993,1993,273,785,1817,1836,62,68,62,62,19,24,48,48,9.4,706,720,77548,169451,190873,25849,55093,59494
Haapsalu Veskiviigi,3,2,1,0,1982,1982,1982,1982,83,2574,3445,3671,28,428,1610,1611,46,98,324,325,5.2,392,399,2736,6070,6901,912,2147,2545
Montu,3,3,11,18,1986,1986,2012,2012,238,319,552,556,32,28,42,42,13,14,13,13,1.5,114,116,8583,23380,35749,2861,12734,16532
Karepa Sadam,3,3,1,1,1996,1996,1998,2000,150,139,115,109,12,15,11,11,8,9,10,10,0.4,27,28,2759,6272,8513,920,3033,4244
Munalaiu,3,3,3,2,1976,1976,1973,1977,659,1955,1282,643,87,243,487,315,30,40,62,49,2.6,196,199,32714,73113,97949,10905,25560,36180
Naistlaiu Sadam,3,3,0,0,1990,1990,1989,1987,299,408,385,341,20,27,30,26,15,18,19,17,0.5,39,40,559,1179,1296,186,423,486
Taaliku Sadam,3,3,1,0,1994,1994,1998,1998,95,129,206,209,14,14,14,14,15,13,4,4,0.4,31,32,1223,6782,14664,408,2314,4450
Turja Sadam,3,3,1,2,1995,1995,1985,1984,142,203,214,220,16,13,13,13,8,13,22,23,0.4,32,33,6024,6046,8751,2008,5618,7481
Vana-Sauga Sadam,3,3,1,0,1982,1982,1980,1977,349,398,582,574,71,74,134,131,379,415,805,782,3.4,253,258,2380,5107,6092,793,1865,2299
Hara Sadam,2,2,2,0,1986,1986,1985,1985,7155,7155,7155,7155,423,423,770,770,560,560,1086,1086,6.7,499,509,3019,6696,7613,1509,3552,4211
Aseri,2,2,0,0,2002,2002,2002,1996,140,140,94,117,21,21,21,19,12,12,12,11,0.2,15,15,70,152,170,35,81,95
Suurpea,2,2,1,1,1984,1984,1982,1982,469,469,55,51,74,74,27,20,5,5,4,4,0.7,55,56,1181,4271,4872,591,2301,2800
Admirali Vaikesadam,2,2,0,0,1986,1986,1988,1988,325,325,325,325,122,122,187,187,10,10,14,14,0.5,34,35,137,304,346,69,161,191
Kassari Sadam,2,1,0,0,1988,1988,1988,1988,1242,1242,1242,1242,322,322,408,408,22,22,17,17,1.7,125,127,524,1162,1322,262,617,731
Varbla Puhkekula,2,2,0,0,1969,1969,1967,1960,321,321,319,343,42,42,44,51,12,12,13,15,0.4,31,31,829,1952,2588,415,1064,1425
Orissaare,2,2,5,6,1996,1996,1999,1999,538,538,544,534,10,10,8,8,68,68,112,111,1.7,125,127,10314,30255,41723,5157,20660,26050
Hiiessaare,2,2,2,2,1985,1985,1988,1989,672,672,492,464,40,40,40,40,46,46,38,35,0.9,68,69,5771,15850,22055,2886,8914,12498
Kaberneeme Sadam,2,2,4,7,1996,1996,2008,2008,135,135,89,88,10,10,9,9,8,8,9,9,0.6,45,46,1296,9295,10716,648,5475,6729
Roograhu,2,2,0,0,1989,1989,1986,1985,179,179,81,75,60,60,21,11,16,16,24,26,0.3,24,25,697,2003,2730,349,1348,1694
Voiste,2,1,1,0,1965,1965,1965,1965,1382,1382,1382,1382,145,145,249,249,44,44,68,68,2.1,155,158,12374,29262,39180,6187,15976,21571
Haapsalu,2,2,0,0,1986,1986,1987,1987,120,120,120,120,37,37,37,38,6,6,5,5,0.1,11,11,47,105,120,24,56,66
Soru Vaikelaevasadam,2,2,0,0,1983,1983,1977,1976,426,426,469,486,38,38,47,50,10,10,9,9,0.6,41,42,826,1833,2084,413,972,1153
Soela,2,2,1,1,1986,1986,1990,1990,155,155,161,160,12,12,12,12,6,6,5,5,0.3,23,24,3923,7047,10154,1962,5875,8115
Patareisadam,2,1,0,0,1985,1985,1985,1985,46,46,46,46,88,88,115,115,18,18,18,18,0.4,32,33,113,231,249,56,125,141
Talvesadam,2,2,1,0,1997,1997,1994,1995,224,224,171,187,46,46,26,36,42,42,20,31,0.8,62,63,1838,5800,9856,919,3080,4904
Tammelao,2,2,0,0,1992,1992,1992,1992,412,412,412,412,123,123,132,132,30,30,30,30,0.6,42,43,174,385,438,87,204,242
Kesse-Jaani,2,2,1,1,1997,1997,2004,2005,265,265,216,214,19,19,18,18,15,15,6,5,0.3,22,23,2171,6319,8679,1085,4293,5407
Ahoi Joesadam,1,1,8,15,2012,2012,2012,2012,166,166,166,166,10,10,10,10,5,5,5,5,0.6,43,44,3138,9211,10522,3138,14339,17524
Vorkaia,1,1,1,0,1998,1998,1998,1998,208,208,208,208,10,10,10,10,6,6,6,6,0.3,21,21,1152,6506,14147,1152,6655,12863
Koguva,1,1,0,0,1981,1981,1981,1981,586,586,586,586,46,46,46,46,17,17,17,17,0.3,25,26,124,274,312,124,291,345
Kungla,1,1,19,28,1999,1999,1999,1999,1825,1825,1825,1825,122,122,122,122,20,20,20,20,4.8,364,371,33660,95651,113300,33660,105507,123687
Purtse Jahisadam,1,1,0,0,1985,1985,1985,1985,83,83,83,83,27,27,27,27,10,10,10,10,0.1,5,5,18,39,44,18,41,49
Nasva,1,1,0,0,2018,2018,2018,2018,283,283,283,283,24,24,24,24,97,97,97,97,0.2,17,18,6,12,13,6,13,15
Lindi,1,1,4,6,2002,2002,2002,2002,998,998,998,998,97,97,97,97,11,11,11,11,1.2,90,92,10066,29526,40719,10066,40325,50846
Pihelgalaiu,1,1,19,19,1993,1993,1993,1993,1341,1341,1341,1341,62,62,62,62,18,18,18,18,6.5,489,499,56316,123053,138608,56316,120009,129574
Ruhve,1,1,0,0,1953,1953,1953,1953,585,585,585,585,111,111,111,111,8,8,8,8,0.4,28,29,1224,2894,3875,1224,3160,4267
Merelaiu,1,1,0,0,1987,1987,1987,1987,1071,1071,1071,1071,163,163,163,163,7,7,7,7,0.5,36,36,226,501,570,226,532,630
Laatsa,1,1,7,7,2009,2009,2009,2009,426,426,426,426,19,19,19,19,7,7,7,7,1.8,138,140,6677,25903,29557,6677,27960,34117
Nasva Joesadam,1,1,0,0,1991,1991,1991,1991,2001,2001,2001,2001,275,275,275,275,15,15,15,15,1.0,78,80,492,1092,1242,492,1159,1374
Valmeranna,1,1,0,0,1992,1992,1992,1992,680,680,680,680,73,73,73,73,7,7,7,7,0.3,25,26,143,318,362,143,337,400
Neeme,1,1,0,0,2018,2018,2018,2018,234,234,234,234,272,272,272,272,17,17,17,17,0.6,42,43,92,188,203,92,204,230
Sigatsuaru Vaikesadam,1,1,0,0,1965,1965,1965,1965,208,208,208,208,40,40,40,40,4,4,4,4,0.2,12,12,932,2203,2949,932,2405,3248
