Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,2902,752,7154,9979,1999,2001,2003,2003,437,742,703,704,47,87,190,184,28,51,67,65,2022.0,152197,155119,18986753,55617729,78875835,6543,23951,32615
Ferry-RoPax,1089,22,19393,3091,2000,1994,2005,2003,242,2441,567,450,18,327,1370,1126,6,20,8,8,3852.9,280019,285395,19204863,47491254,58272685,17635,37645,34289
Chemical tanker,957,412,13816,22616,2008,2008,2010,2010,209,985,847,867,38,111,277,282,28,36,45,45,2877.1,217362,221535,7474721,38757596,45387312,7811,47030,57681
Oil tanker,628,219,25345,45721,2000,2007,2008,2008,187,1516,1403,1432,29,146,443,444,31,51,57,57,3210.8,243977,248661,24814537,49106148,55595147,39514,99456,123423
Container,425,92,4274,5135,2004,2005,2003,2003,324,564,585,598,30,49,70,70,21,24,29,30,1006.1,75264,76709,4789221,16148594,18320474,11269,40938,48995
Cruise,327,74,5600,601,2004,1999,2007,2006,195,261,257,264,16,20,27,28,31,24,22,21,1750.0,131393,133915,2107179,11243977,13161878,6444,30206,32958
Bulk carrier,253,214,13141,22555,2011,2010,2012,2012,910,1922,1882,1894,82,191,447,450,34,86,122,120,1329.7,101237,103180,7407796,17832784,22665216,29280,113356,137549
Miscellaneous - fishing,148,38,29,19,1982,1986,1988,1991,234,526,607,603,34,78,185,205,12,38,145,99,53.7,4030,4107,136258,302247,343624,921,2167,2569
Service - tug,146,58,22,15,1981,1986,1987,1989,219,344,297,298,40,72,131,141,25,83,104,118,55.2,4144,4224,382164,903703,1210010,2618,6759,9126
Ro-Ro,112,21,993,518,2010,2003,2008,2006,155,739,350,367,12,86,108,134,10,39,33,40,269.8,20324,20714,607054,1541016,1411478,5420,12797,14156
Vehicle,105,6,445,153,2003,2004,2003,2003,218,321,252,254,18,26,27,28,10,11,11,11,71.6,5372,5476,155235,684420,792628,1478,5620,6048
Liquefied gas tanker,59,14,692,694,2009,2008,2013,2013,761,714,1009,1008,65,55,94,94,21,31,23,23,144.4,10796,11003,523998,1518107,1676477,8881,48625,63943
Service - other,49,34,102,72,1996,1998,1994,1986,199,689,1116,1194,52,117,297,347,19,230,220,210,71.7,5209,5309,502199,1030402,1110320,10249,22806,25751
Refrigerated bulk,20,19,501,547,1994,1994,1993,1993,715,2344,2819,2937,53,157,352,363,72,228,387,361,306.7,23176,23621,1621703,3543499,3991419,81085,172792,186563
Ferry-pax only,2,1,0,0,2018,2018,2018,2018,90,90,90,90,174,174,224,224,195,195,180,180,1.2,87,89,625,1273,1603,312,727,958
