Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Sweden,1971,528,12183,7278,2001,2002,2004,2006,263,489,307,447,22,54,37,66,8,68,19,35,2445.1,183574,187098,14465621,39535488,50185371,7339,20494,23216
Finland,1603,451,5183,2707,1997,2001,2002,2003,148,294,408,269,16,53,174,118,12,46,49,38,1472.6,108620,110705,6927097,18520505,23728853,4321,12148,14130
Russian Federation,1108,530,5237,5673,2002,2003,2005,2007,189,297,244,266,20,50,65,81,9,36,28,36,1524.3,114521,116720,5086472,14563755,17780045,4591,15436,19071
Germany,517,242,7820,6562,2003,2003,2009,2008,714,767,723,849,62,76,66,86,10,28,19,30,1471.7,110513,112635,5683271,20230795,23968445,10993,43400,51869
Denmark,380,287,5435,6166,2002,2003,2007,2008,687,823,764,784,68,100,85,103,19,72,39,53,1121.4,84210,85827,4673049,14431596,17886312,12297,44867,55630
Poland,313,219,2171,2922,2003,2003,2007,2007,427,499,463,479,44,70,73,83,14,64,43,52,505.2,37928,38657,2271320,7411681,9258365,7257,27842,35153
Netherlands,285,235,8635,14573,2007,2008,2008,2008,1184,1206,1311,1326,114,147,180,185,16,49,41,42,1321.1,99046,100948,6750643,20683474,24467182,23686,89587,111193
Latvia,252,170,877,999,1998,1999,2003,2004,279,393,396,364,29,66,106,128,13,37,40,35,258.9,19425,19798,1138191,3403139,4340127,4517,16391,20702
Lithuania,178,114,1459,1845,2001,2002,2004,2006,333,422,416,392,34,92,49,51,14,86,35,44,381.7,28659,29209,1559580,4973757,5901830,8762,31563,38572
United Kingdom of Great Britain and Northern Ireland,177,148,5400,8894,2006,2006,2008,2009,1236,1360,1426,1440,120,135,148,150,11,38,24,25,716.6,53883,54918,4465562,13479365,16292893,25229,92876,116493
Belgium,159,129,4100,5572,2006,2006,2009,2009,1206,1227,1276,1295,113,131,121,131,9,48,31,36,644.1,48363,49291,2903382,9410470,11414159,18260,72581,89888
Norway,141,104,2124,1966,2004,2003,2009,2009,1038,1074,1175,1133,99,111,105,120,20,118,41,58,493.1,37048,37759,2440835,7259128,8801216,17311,63178,76584
France,40,38,1870,3247,2008,2008,2010,2010,1454,1514,1552,1551,136,145,148,148,6,18,22,23,210.7,15853,16157,1264918,4012053,4633617,31623,121902,151470
Spain,20,20,805,1314,2006,2006,2007,2007,2493,2462,2682,2717,252,248,294,295,34,144,71,58,113.7,8619,8784,783240,2161401,2808994,39162,147057,184283
Ireland,13,11,302,486,2008,2008,2010,2010,1683,1764,1795,1797,175,186,182,181,53,240,55,56,40.2,3043,3101,244231,862678,1131383,18787,88916,112492
Portugal,7,7,469,777,2002,2002,2005,2005,2289,2229,2373,2375,210,215,216,216,45,48,61,61,52.1,3942,4017,288198,1083145,1325233,41171,194876,249971
United States of America,6,6,796,1372,2010,2010,2010,2010,4489,4597,4108,4087,368,386,367,366,7,12,12,12,91.1,6978,7112,370132,1832323,2094279,61689,359346,443161
Canada,4,4,501,843,2005,2005,2005,2005,4506,4581,4595,4599,418,403,405,405,3,5,5,4,74.2,5654,5762,471957,1514027,1722053,117989,467180,556337
Gibraltar,3,3,270,473,2006,2006,2006,2006,2712,2718,2729,2735,294,273,274,277,12,61,74,81,28.3,2153,2195,93522,491395,565197,31174,209439,256981
Malta,3,3,257,439,2004,2004,2005,2006,3475,3867,3562,3549,401,410,402,406,32,24,31,33,32.7,2500,2548,285202,645833,766037,95067,265250,328448
Greenland,3,2,183,260,2003,2002,2005,2006,3003,3001,3082,3097,256,276,258,255,9,126,32,16,37.1,2819,2873,283149,659517,737933,94383,271278,315499
Turkey,3,2,46,69,2010,2006,1996,1996,355,2688,2393,2423,51,232,413,414,15,126,227,227,15.4,1172,1195,29782,106096,153677,9927,55346,75169
Nigeria,2,2,162,270,2010,2010,2014,2014,2769,2769,4985,5038,308,308,599,599,38,38,59,59,19.1,1462,1490,53659,385644,445979,26829,227271,279942
China,2,2,6,10,2010,2010,2010,2010,137,137,173,174,20,20,23,23,12,12,21,21,1.0,77,78,2608,15623,18538,1304,9428,11640
Panama,2,2,228,320,1999,1999,2001,2002,6259,6259,6266,6270,504,504,536,556,6,6,8,9,46.9,3591,3660,302521,891689,1013141,151261,468334,534657
