int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,40,29,1995,1999,1996,1997,1074579473,1650858837,804,1194,1431,1372,146,11286
Container,234,38,2002,2002,2003,2003,1333687234,1671715864,184,244,312,310,315,24156
General cargo,203,95,1984,1983,1994,1992,748708692,941010000,499,676,924,866,220,16771
Ro-Ro,31,6,1988,1994,2000,1997,149052919,119917120,751,694,762,724,59,4559
Vehicle,13,6,2001,2000,2005,2005,375880742,121652685,841,717,817,805,23,1818
Chemical tanker,13,11,2004,2005,2008,2008,25653277,36918963,600,554,506,499,13,1014
Liquefied gas tanker,2,2,1991,1991,1991,1991,5493265,6544345,707,707,705,706,2,183
Oil tanker,3,3,2009,2009,2007,2007,35129346,58018812,239,406,411,395,5,400
Offshore,1,1,2006,2006,2006,2006,832476,680464,717,717,717,717,1,40
Ferry-RoPax,1,1,1980,1980,1980,1980,202477,35615,117,117,117,117,10,774
